ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId
1hGauntletVoid_Winter_STR,@1hGauntletVoid_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_voidgauntlet,@1hGauntletVoid_WinterT5_Shop_Description,,Weapon+EquippableMainHand+VoidGauntlet+Magic,Weapons,Magical,GauntletVoid,,1,,500,600,5,VoidGauntletT5,,,1,,1,1,PerkID_Stat_TwoHandSoldier,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hVoidGauntletFrozenT5,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,Gauntlet_Void,,,,,,,
1HRapier_Winter_STR,@1HRapier_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_rapier,@1HRapier_WinterT5_Shop_Description,,Weapon+EquippableMainHand+Rapier+Melee,Weapons,1Handed,Rapiers,,1,,500,600,5,RapierT5,,,1,,1,1,PerkID_Stat_TwoHandSoldier,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,1hRapierFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,40,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Rapier,,,,,,,
2hLifeStaff_Winter_STR,@2hLifeStaff_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_lifestaff,@2hLifeStaff_WinterT5_Shop_Description,,Weapon+EquippableMainHand+LifeStaff+Magic,Weapons,Magical,StavesLife,,1,,500,600,5,LifeStaffT5,,,1,,1,1,PerkID_Stat_TwoHandSoldier,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hLifeStaffFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,Staff_Life,,,,,,,
2hBlunderbuss_Winter_STR,@2hBlunderbuss_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_blunderbuss,@2hBlunderbuss_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+Blunderbuss+Ranged,Weapons,2Handed,Blunderbuss,,1,,500,600,5,BlunderbussT5,,,1,,1,1,PerkID_Stat_TwoHandSoldier,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hBlunderbussFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Blunderbuss,,,,,,,
2hGreatSword_Winter_STR,@2hGreatSword_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_greatsword,@2hGreatSword_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+GreatSword+Melee,Weapons,2Handed,GreatSword,,1,,500,600,5,2hGreatSwordT5,,,1,,1,1,PerkID_Stat_TwoHandSoldier,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hGreatswordFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,,,,,,,,
HeavyHead_OakKing_DEX,@HeavyHead_OakKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_heavy_head_slot,@HeavyHead_OakKingT5_Shop_Description,,EquippableHead+Armor+Heavy,Apparel,ArmorHeavy,SlotHead,,1,,500,600,5,HeavyHead_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,OakKingWinterConv_Hat,F_OakKingWinterConv_Hat,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,
HeavyChest_OakKing_DEX,@HeavyChest_OakKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_heavy_chest_slot,@HeavyChest_OakKingT5_Shop_Description,,EquippableChest+Armor+Heavy,Apparel,ArmorHeavy,SlotChest,,1,,500,600,5,HeavyChest_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,OakKingWinterConv_Shirt,F_OakKingWinterConv_Shirt,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_MetalT5,,,,,,,,,,,750,0.12,0,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,
HeavyHands_OakKing_DEX,@HeavyHands_OakKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_heavy_glove_slot,@HeavyHands_OakKingT5_Shop_Description,,EquippableHands+Armor+Heavy,Apparel,ArmorHeavy,SlotHands,,1,,500,600,5,HeavyHands_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,OakKingWinterConv_Gloves,F_OakKingWinterConv_Gloves,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,
HeavyLegs_OakKing_DEX,@HeavyLegs_OakKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_heavy_legs_slot,@HeavyLegs_OakKingT5_Shop_Description,,EquippableLegs+Armor+Heavy,Apparel,ArmorHeavy,SlotLegs,,1,,500,600,5,HeavyLegs_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,OakKingWinterConv_Pants,F_OakKingWinterConv_Pants,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_MetalT5,,,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,
HeavyFeet_OakKing_DEX,@HeavyFeet_OakKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_heavy_feet_slot,@HeavyFeet_OakKingT5_Shop_Description,,EquippableFeet+Armor+Heavy,Apparel,ArmorHeavy,SlotFeet,,1,,500,600,5,HeavyFeet_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,OakKingWinterConv_Boots,F_OakKingWinterConv_Boots,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,,,,,,,,,,
MediumHead_HollyKing_DEX,@MediumHead_HollyKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_normal_head_slot,@MediumHead_HollyKingT5_Shop_Description,,EquippableHead+Armor+Medium,Apparel,ArmorMedium,SlotHead,,1,,500,600,5,MediumHead_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_HollyKingWinterConv_head,f_HollyKingWinterConv_head,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,,,,,,,,,,750,0.12,0,40,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,,,,,,,,,,
MediumChest_HollyKing_DEX,@MediumChest_HollyKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_normal_chest_slot,@MediumChest_HollyKingT5_Shop_Description,,EquippableChest+Armor+Medium,Apparel,ArmorMedium,SlotChest,,1,,500,600,5,MediumChest_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_HollyKingWinterConv_chest,f_HollyKingWinterConv_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_LeatherT5,,,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,,,,,,,,,,
MediumHands_HollyKing_DEX,@MediumHands_HollyKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_normal_glove_slot,@MediumHands_HollyKingT5_Shop_Description,,EquippableHands+Armor+Medium,Apparel,ArmorMedium,SlotHands,,1,,500,600,5,MediumHands_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_HollyKingWinterConv_hands,f_HollyKingWinterConv_hands,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,,,,,,,,,,
MediumLegs_HollyKing_DEX,@MediumLegs_HollyKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_normal_legs_slot,@MediumLegs_HollyKingT5_Shop_Description,,EquippableLegs+Armor+Medium,Apparel,ArmorMedium,SlotLegs,,1,,500,600,5,MediumLegs_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_HollyKingWinterConv_legs,f_HollyKingWinterConv_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_LeatherT5,,,,,,,,,,,750,0.12,0,40,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,,,,,,,,,,
MediumFeet_HollyKing_DEX,@MediumFeet_HollyKingT5_Shop_MasterName,Armor,@ui_itemtypedescription_normal_feet_slot,@MediumFeet_HollyKingT5_Shop_Description,,EquippableFeet+Armor+Medium,Apparel,ArmorMedium,SlotFeet,,1,,500,600,5,MediumFeet_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_HollyKingWinterConv_feet,f_HollyKingWinterConv_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,,,,,,,,,,
LightHead_Wedding_DEX,@LightHead_WeddingT5_Shop_MasterName,Armor,@ui_itemtypedescription_light_head_slot,@LightHead_WeddingT5_Shop_Description,,EquippableHead+Armor+Light,Apparel,ArmorLight,SlotHead,,1,,500,600,5,LightHead_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_weddingwinterconv_head,f_weddingwinterconv_head,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightChest_Wedding_DEX,@LightChest_WeddingT5_Shop_MasterName,Armor,@ui_itemtypedescription_light_chest_slot,@LightChest_WeddingT5_Shop_Description,,EquippableChest+Armor+Light,Apparel,ArmorLight,SlotChest,,1,,500,600,5,LightChest_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_weddingwinterconv_chest,f_weddingwinterconv_chest,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_ClothT5,,,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightHands_Wedding_DEX,@LightHands_WeddingT5_Shop_MasterName,Armor,@ui_itemtypedescription_light_glove_slot,@LightHands_WeddingT5_Shop_Description,,EquippableHands+Armor+Light,Apparel,ArmorLight,SlotHands,,1,,500,600,5,LightHands_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_weddingwinterconv_gloves,f_weddingwinterconv_gloves,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightLegs_Wedding_DEX,@LightLegs_WeddingT5_Shop_MasterName,Armor,@ui_itemtypedescription_light_legs_slot,@LightLegs_WeddingT5_Shop_Description,,EquippableLegs+Armor+Light,Apparel,ArmorLight,SlotLegs,,1,,500,600,5,LightLegs_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_weddingwinterconv_legs,f_weddingwinterconv_legs,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_ClothT5,,,,,,,,,,,750,0.12,0,20,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
LightFeet_Wedding_DEX,@LightFeet_WeddingT5_Shop_MasterName,Armor,@ui_itemtypedescription_light_feet_slot,@LightFeet_WeddingT5_Shop_Description,,EquippableFeet+Armor+Light,Apparel,ArmorLight,SlotFeet,,1,,500,600,5,LightFeet_Balanced,,,1,,1,1,PerkID_Stat_ArmorRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Armor,m_weddingwinterconv_feet,f_weddingwinterconv_feet,,,,0,0,,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_ClothT5,,,,,,,,,,,750,0.12,0,15,,Play_UI_Pickup_Cloth,Play_UI_Drop_Cloth,Play_UI_Use_Cloth,Play_UI_Created_Cloth,,,,,,,,,,
1hSword_Winter_DEX,@1hSword_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_sword,@1hSword_WinterT5_Shop_Description,,Weapon+EquippableMainHand+Sword+Melee,Weapons,1Handed,Swords,,1,,500,600,5,SwordT5,,,1,,1,1,PerkID_Stat_OneHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,1hSwordFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Sword,Play_UI_Drop_Sword,Play_UI_Use_Sword,Play_UI_Created_Sword,Play_UI_item_broken,,1H_Sword,,,,,,,
1hHatchet_Winter_DEX,@1hHatchet_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_hatchet,@1hHatchet_WinterT5_Shop_Description,,Weapon+EquippableMainHand+Hatchet+Melee,Weapons,1Handed,Hatchets,,1,,500,600,5,HatchetT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,1hHatchetFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerSmall,SalvageSmall_MetalT5,,,,,,,,,,,3000,0.12,0,58,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,1H_Axe,,,,,,,
2hWarhammer_Winter_DEX,@2hWarhammer_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_warhammer,@2hWarhammer_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+2HHammer+Melee,Weapons,2Handed,WarHammers,,1,,500,600,5,2HHammerT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hWarhammerFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,130,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_WarHammer,,,,,,,
2hGreatAxe_Winter_DEX,@2hGreatAxe_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_axe,@2hGreatAxe_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+2HAxe+Melee,Weapons,2Handed,GreatAxes,,1,,500,600,5,2HAxeT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hGreatAxeFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponLarge,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Axe,Play_UI_Drop_Axe,Play_UI_Use_Axe,Play_UI_Created_Axe,Play_UI_item_broken,,2H_GreatAxe,,,,,,,
2hSpear_Winter_DEX,@2hSpear_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_spear,@2hSpear_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+Spear+Melee,Weapons,2Handed,Spears,,1,,500,600,5,SpearT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hSpearFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT5,,,,,,,,,,,3000,0.12,0,108,,Play_UI_Pickup_Metal_Weapon,Play_UI_Drop_Metal_Weapon,Play_UI_Use_Metal_Weapon,Play_UI_Created_Metal_Weapon,Play_UI_item_broken,,2H_Spear,,,,,,,
2hBow_Winter_DEX,@2hBow_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_bow,@2hBow_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+Bow+Ranged,Weapons,2Handed,Bows,,1,,500,600,5,BowT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hBowFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_TimberT5,,,,,,,,,,,3000,0.12,0,126,,Play_UI_Pickup_Bow,Play_UI_Drop_Bow,Play_UI_Use_Bow,Play_UI_Created_Bow,Play_UI_item_broken,,2H_Bow,,,,,,,
2hMusket_Winter_DEX,@2hMusket_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_musket,@2hMusket_WinterT5_Shop_Description,,Weapon+EquippableTwoHand+Musket+Ranged,Weapons,2Handed,Muskets,,1,,500,600,5,MusketT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hMusketFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageEngineerLarge,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,134,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,2H_Rifle,,,,,,,
2hElementalStaff_Fire_Winter_DEX,@2hElementalStaff_Fire_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_firestaff,@2hElementalStaff_Fire_WinterT5_Shop_Description,,Weapon+EquippableMainHand+FireStaff+Magic,Weapons,Magical,StavesFire,,1,,500,600,5,FireStaffT5,,,1,,1,1,PerkID_Stat_TwoHandRanger,,,,,,PerkBucket_WinterEvent,SummerGemSlot,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,60,1,1,1,UI_Weapon,,,2hFireStaffFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageArcane,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,128,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,Play_UI_item_broken,,Staff_Fire,,,,,,,
1hShieldA_Winter_DEX,@1hShieldA_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_roundshield,@1hShieldA_WinterT5_Shop_Description,,Weapon+EquippableOffHand+Shield+RoundShield,Weapons,Shields,ShieldsRound,,1,,500,600,5,1hShieldAT5,,,1,,1,1,PerkID_Stat_OneHandRanger,,,,,,PerkBucket_WinterEvent,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,,60,1,1,1,UI_Weapon,,,1hRoundShieldFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,48,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,
1hShieldB_Winter_DEX,@1hShieldB_WinterT5_Shop_MasterName,Weapon,@ui_itemtypedescription_kiteshield,@1hShieldB_WinterT5_Shop_Description,,Weapon+EquippableOffHand+Shield+KiteShield,Weapons,Shields,ShieldsKite,,1,,500,600,5,1hShieldBT5,,,1,,1,1,PerkID_Stat_OneHandRanger,,,,,,PerkBucket_WinterEvent,PerkBucket_WinterEvent,PerkBucket_WinterEvent,,,60,1,1,1,UI_Weapon,,,1hKiteShieldFrozenT5,,,0,0,Items/Weapons/weapon,,,,,1,0,,,,,,,,1,1,1,4,[LTID]MasterSalvageWeaponSmall,SalvageLarge_MetalT5,,,,,,,,,,,3000,0.12,0,54,,Play_UI_Pickup_Firearm,Play_UI_Drop_Firearm,Play_UI_Use_Firearm,Play_UI_Created_Firearm,Play_UI_item_broken,,1H_ShieldA_metal,,,,,,,
