ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_UprightBass_FateFortune,@Skin_UprightBass_FateFortune_MasterName,Weapon,,@Skin_UprightBass_FateFortune_Description,EquippableTool+InstrumentUprightBass,,,,,,,,,,2hInstrumentUprightBassT5,,,,,,,,,,,,,,,,,,,,,Bass,UI_Instruments,,,URBassFateFortuneT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_AzothScepter,@Skin_Phoenix_AzothScepter_MasterName,Weapon,,@Skin_Phoenix_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterPhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_FishingPole,@Skin_Phoenix_FishingPole_MasterName,Weapon,,@Skin_Phoenix_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPolePhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_LoggingAxe,@Skin_Phoenix_LoggingAxe_MasterName,Weapon,,@Skin_Phoenix_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxePhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_Pickaxe,@Skin_Phoenix_Pickaxe_MasterName,Weapon,,@Skin_Phoenix_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxePhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_Sickle,@Skin_Phoenix_Sickle_MasterName,Weapon,,@Skin_Phoenix_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSicklePhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Phoenix_SkinningKnife,@Skin_Phoenix_SkinningKnife_MasterName,Weapon,,@Skin_Phoenix_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifePhoenixT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_FanaticSaintM,@Skin_Chest_FanaticSaintM_MasterName,Armor,,@Skin_Chest_FanaticSaintM_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_fanaticSaintPrimeMT5_chest,f_fanaticSaintPrimeMT5_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_FanaticSaintM,@Skin_Head_FanaticSaintM_MasterName,Armor,,@Skin_Head_FanaticSaintM_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeMT5_head,f_fanaticSaintPrimeMT5_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_FanaticSaintM,@Skin_Legs_FanaticSaintM_MasterName,Armor,,@Skin_Legs_FanaticSaintM_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeMT5_legs,f_fanaticSaintPrimeMT5_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_FanaticSaintM,@Skin_Feet_FanaticSaintM_MasterName,Armor,,@Skin_Feet_FanaticSaintM_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeMT5_feet,f_fanaticSaintPrimeMT5_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_FanaticSaintM,@Skin_Hands_FanaticSaintM_MasterName,Armor,,@Skin_Hands_FanaticSaintM_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fanaticSaintPrimeMT5_hands,f_fanaticSaintPrimeMT5_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Greatsword_EgyptianGods,@Skin_Greatsword_EgyptianGods_MasterName,Weapon,,@Skin_Greatsword_EgyptianGods_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,,,,,,,Skin_Greatsword,,,,,,,,,,,,,,,,,,,,,GreatSword,UI_Weapon,,,2hGreatswordEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldR_EgyptianGods,@Skin_ShieldR_EgyptianGods_MasterName,Weapon,,@Skin_ShieldR_EgyptianGods_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,RoundShield,UI_Weapon,,,1hRoundShieldEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_EgyptianGods,@Skin_GreatAxe_EgyptianGods_MasterName,Weapon,,@Skin_GreatAxe_EgyptianGods_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreataxeEgyptianGodT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_EgyptianGods,@Skin_Lifestaff_EgyptianGods_MasterName,Weapon,,@Skin_Lifestaff_EgyptianGods_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifestaffEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_VoidGauntlet_EgyptianGods,@Skin_VoidGauntlet_EgyptianGods_MasterName,Weapon,,@Skin_VoidGauntlet_EgyptianGods_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,1hVoidGauntletEgyptianGodsT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_EgyptianGods,@Skin_Bow_EgyptianGods_MasterName,Weapon,,@Skin_Bow_EgyptianGods_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_1,@Skin_Chest_EgyptianGods_1_MasterName,Armor,,@Skin_Chest_EgyptianGods_1_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_Harakhte_chest,f_Harakhte_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_EgyptianGods_1,@Skin_Head_EgyptianGods_1_MasterName,Armor,,@Skin_Head_EgyptianGods_1_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Harakhte_head,f_Harakhte_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_1,@Skin_Legs_EgyptianGods_1_MasterName,Armor,,@Skin_Legs_EgyptianGods_1_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Harakhte_legs,f_Harakhte_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_1,@Skin_Feet_EgyptianGods_1_MasterName,Armor,,@Skin_Feet_EgyptianGods_1_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Harakhte_feet,f_Harakhte_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_1,@Skin_Hands_EgyptianGods_1_MasterName,Armor,,@Skin_Hands_EgyptianGods_1_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Harakhte_gloves,f_Harakhte_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_2,@Skin_Chest_EgyptianGods_2_MasterName,Armor,,@Skin_Chest_EgyptianGods_2_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Bastet_chest,f_Bastet_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_EgyptianGods_2,@Skin_Head_EgyptianGods_2_MasterName,Armor,,@Skin_Head_EgyptianGods_2_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Bastet_head,f_Bastet_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_2,@Skin_Legs_EgyptianGods_2_MasterName,Armor,,@Skin_Legs_EgyptianGods_2_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Bastet_legs,f_Bastet_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_2,@Skin_Feet_EgyptianGods_2_MasterName,Armor,,@Skin_Feet_EgyptianGods_2_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Bastet_feet,f_Bastet_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_2,@Skin_Hands_EgyptianGods_2_MasterName,Armor,,@Skin_Hands_EgyptianGods_2_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Bastet_gloves,f_Bastet_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_3,@Skin_Chest_EgyptianGods_3_MasterName,Armor,,@Skin_Chest_EgyptianGods_3_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestExtraLong,,m_Anubis_chest,f_Anubis_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_EgyptianGods_3,@Skin_Head_EgyptianGods_3_MasterName,Armor,,@Skin_Head_EgyptianGods_3_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Anubis_head,f_Anubis_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_3,@Skin_Legs_EgyptianGods_3_MasterName,Armor,,@Skin_Legs_EgyptianGods_3_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Anubis_legs,f_Anubis_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_3,@Skin_Feet_EgyptianGods_3_MasterName,Armor,,@Skin_Feet_EgyptianGods_3_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Anubis_feet,f_Anubis_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_3,@Skin_Hands_EgyptianGods_3_MasterName,Armor,,@Skin_Hands_EgyptianGods_3_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Anubis_gloves,f_Anubis_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_4,@Skin_Chest_EgyptianGods_4_MasterName,Armor,,@Skin_Chest_EgyptianGods_4_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_Eset_chest,f_Eset_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_EgyptianGods_4,@Skin_Head_EgyptianGods_4_MasterName,Armor,,@Skin_Head_EgyptianGods_4_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Eset_head,f_Eset_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_4,@Skin_Legs_EgyptianGods_4_MasterName,Armor,,@Skin_Legs_EgyptianGods_4_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Eset_legs,f_Eset_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_4,@Skin_Feet_EgyptianGods_4_MasterName,Armor,,@Skin_Feet_EgyptianGods_4_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Eset_feet,f_Eset_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_4,@Skin_Hands_EgyptianGods_4_MasterName,Armor,,@Skin_Hands_EgyptianGods_4_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Eset_gloves,f_Eset_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_AzothScepter,@Skin_EgyptianGods_AzothScepter_MasterName,Weapon,,@Skin_EgyptianGods_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_FishingPole,@Skin_EgyptianGods_FishingPole_MasterName,Weapon,,@Skin_EgyptianGods_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPoleEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_LoggingAxe,@Skin_EgyptianGods_LoggingAxe_MasterName,Weapon,,@Skin_EgyptianGods_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxeEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_Pickaxe,@Skin_EgyptianGods_Pickaxe_MasterName,Weapon,,@Skin_EgyptianGods_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxeEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_Sickle,@Skin_EgyptianGods_Sickle_MasterName,Weapon,,@Skin_EgyptianGods_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSickleEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_EgyptianGods_SkinningKnife,@Skin_EgyptianGods_SkinningKnife_MasterName,Weapon,,@Skin_EgyptianGods_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifeEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Guitar_EgyptianGods,@Skin_Guitar_EgyptianGods_MasterName,Weapon,,@Skin_Guitar_EgyptianGods_Description,EquippableTool+InstrumentGuitar,,,,,,,,,,2hInstrumentGuitarT5,,,,,,,,,,,,,,,,,,,,,Guitar,UI_Instruments,,,GuitarEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Drum_EgyptianGods,@Skin_Drum_EgyptianGods_MasterName,Weapon,,@Skin_Drum_EgyptianGods_Description,EquippableTool+InstrumentDrums,,,,,,,,,,2hInstrumentDrumT5,,,,,,,,,,,,,,,,,,,,,Drum,UI_Instruments,,,DrumsEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mandolin_EgyptianGods,@Skin_Mandolin_EgyptianGods_MasterName,Weapon,,@Skin_Mandolin_EgyptianGods_Description,EquippableTool+InstrumentMandolin,,,,,,,,,,2hInstrumentMandolinT5,,,,,,,,,,,,,,,,,,,,,Mandolin,UI_Instruments,,,MandolinEgyptianGodsT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_EgyptianGods_Prime,@Skin_Spear_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Spear_EgyptianGods_Prime_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hSpearEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_EgyptianGods_Prime,@Skin_Firestaff_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Firestaff_EgyptianGods_Prime_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_EgyptianGods_Prime,@Skin_Musket_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Musket_EgyptianGods_Prime_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketEgyptianGodsT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_SandDune,@Skin_Chest_SandDune_MasterName,Armor,,@Skin_Chest_SandDune_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_sanddunelight_chest,f_sanddunelight_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_SandDune,@Skin_Head_SandDune_MasterName,Armor,,@Skin_Head_SandDune_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sanddunelight_head,f_sanddunelight_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_SandDune,@Skin_Legs_SandDune_MasterName,Armor,,@Skin_Legs_SandDune_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sanddunelight_legs,f_sanddunelight_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_SandDune,@Skin_Feet_SandDune_MasterName,Armor,,@Skin_Feet_SandDune_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sanddunelight_feet,f_sanddunelight_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_SandDune,@Skin_Hands_SandDune_MasterName,Armor,,@Skin_Hands_SandDune_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_sanddunelight_gloves,f_sanddunelight_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_Wicked,@Skin_Bow_Wicked_MasterName,Weapon,,@Skin_Bow_Wicked_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_Wicked,@Skin_GreatAxe_Wicked_MasterName,Weapon,,@Skin_GreatAxe_Wicked_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreatAxeWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldK_Wicked,@Skin_ShieldK_Wicked_MasterName,Weapon,,@Skin_ShieldK_Wicked_Description,EquippableOffHand+Shield+Kite,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,KiteShield,UI_Weapon,,,1hKiteShieldWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_Wicked,@Skin_Longsword_Wicked_MasterName,Weapon,,@Skin_Longsword_Wicked_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_Wicked,@Skin_Musket_Wicked_MasterName,Weapon,,@Skin_Musket_Wicked_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Rapier_Wicked,@Skin_Rapier_Wicked_MasterName,Weapon,,@Skin_Rapier_Wicked_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldR_Wicked,@Skin_ShieldR_Wicked_MasterName,Weapon,,@Skin_ShieldR_Wicked_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,RoundShield,UI_Weapon,,,1hRoundShieldWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_Wicked,@Skin_Spear_Wicked_MasterName,Weapon,,@Skin_Spear_Wicked_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hSpearWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hatchet_Wicked,@Skin_Hatchet_Wicked_MasterName,Weapon,,@Skin_Hatchet_Wicked_Description,EquippableMainHand+Hatchet+Melee,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,ThrowingAxe,UI_Weapon,,,1hHatchetWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_WarHammer_Wicked,@Skin_WarHammer_Wicked_MasterName,Weapon,,@Skin_WarHammer_Wicked_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hWarhammerWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_Wicked,@Skin_Firestaff_Wicked_MasterName,Weapon,,@Skin_Firestaff_Wicked_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_Wicked,@Skin_Lifestaff_Wicked_MasterName,Weapon,,@Skin_Lifestaff_Wicked_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifeStaffWickedT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
