BlueprintID,Name,DisplayClass,AttachmentCategories,UseReducedBuildModeUI,IsDeployable,IsSiegeWeapon,TradeskillLevel,WarPoints,HP,FuelCost,FuelResource,ResourceCost,DeteriorationTick,DeteriorationPercent,AlwaysDeteriorate,StructureHeightTag,StructureSize,CreationGameEventID,ContributionGameEventID,CompletionNotificationId,BuildingTime,StructureCost_Ingredient1,StructureCost_Ingredient2,StructureCost_Ingredient3,StructureCost_Ingredient4,StructureCost_Qty1,StructureCost_Qty2,StructureCost_Qty3,StructureCost_Qty4,DEFStandard,DEFSiege,DEFStrike,DEFSlash,DEFThrust,DEFMagic,DEFFire,DEFLightning,DEFCorruption,ABSStandard,ABSSiege,ABSStrike,ABSSlash,ABSThrust,ABSMagic,ABSFire,ABSLightning,ABSCorruption,RESPoison,RESDisease,RESBleed,RESFrostbite,RESCurse,BLAStandard,BLASiege,BLAStrike,BLASlash,BLAThrust,BLAMagic,BLAFire,BLALightning,BLACorruption,ABAPoison,ABADisease,ABABleed,ABAFrostbite,ABACurse,WKNStandard,WKNSiege,WKNStrike,WKNSlash,WKNThrust,WKNMagic,WKNFire,WKNLightning,WKNCorruption,DMGStandard,DMGSiege,DMGStrike,DMGSlash,DMGThrust,DMGMagic,DMGFire,DMGLightning,DMGCorruption,AFAPoison,AFADisease,AFABleed,AFAFrostbite,AFACurse,DisableMantle,DisableStepUp,DisableVaulting,PrivilegeID,PlacementGroundCastFilter
PlatformRepeaterT2,@PlatformRepeaterT2_MasterName,,,1,0,1,0,,40000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlatformRepeaterT3,@PlatformRepeaterT3_MasterName,,,1,0,1,0,,50000,0,,0,86400,0,false,Low,Small,,,,5,SiegeSupply,,,,200,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_Claim,@ClaimT1_MasterName,,,1,0,0,0,,20000,0,,0,86400,0,false,Low,Small,,,Complete_Territory_Marker,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_WarCamp,War Camp,,,1,1,0,0,,20000,0,,0,86400,0,false,Low,Medium,,,,,TimberT2,BlockT2,,,54,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_L_T1,@GateFortT1_MasterName,,,1,0,0,0,,160000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,150,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_L_T2,@GateFortT2_MasterName,,,1,0,0,0,,200000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,188,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_L_T3,@GateFortT3_MasterName,,,1,0,0,0,,240000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,225,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_M_T1,@GateFortT1_MasterName,,,1,0,0,0,,112000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,105,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_M_T2,@GateFortT2_MasterName,,,1,0,0,0,,140000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,132,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_M_T3,@GateFortT3_MasterName,,,1,0,0,0,,168000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,158,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_S_T1,@GateFortT1_MasterName,,,1,0,0,0,,80000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,75,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_S_T2,@GateFortT2_MasterName,,,1,0,0,0,,100000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,94,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_FortGate_S_T3,@GateFortT3_MasterName,,,1,0,0,0,,120000,0,,0,0,0,false,Low,Medium,,,,20,SiegeSupply,,,,113,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_Armory,@Armory_MasterName,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_SupplyGenerator_T1,@GeneratorSiegeSupplyT1_MasterName,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_SupplyGenerator_T2,@GeneratorSiegeSupplyT2_MasterName,,,1,0,0,0,,30000,0,,0,0,0,false,Low,Medium,,,,10,SiegeSupply,,,,125,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_SupplyGenerator_T3,@GeneratorSiegeSupplyT3_MasterName,,,1,0,0,0,,40000,0,,0,0,0,false,Low,Medium,,,,10,SiegeSupply,,,,150,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_WarCamp_Gate_T1,@GateWarCampT1_MasterName,,,1,0,0,0,,800000,0,,0,86400,0,false,Low,Medium,,,,10,SiegeSupply,,,,50,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_WarCamp_Gate_T2,@GateWarCampT2_MasterName,,,1,0,0,0,,1200000,0,,0,86400,0,false,Low,Medium,,,,10,SiegeSupply,,,,75,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_WarCamp_Gate_T3,@GateWarCampT3_MasterName,,,1,0,0,0,,1600000,0,,0,86400,0,false,Low,Medium,,,,10,SiegeSupply,,,,100,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege_SupplyWagon,Supply Wagon,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,5,SiegeSupply,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invasion_Claim,@ClaimT1_MasterName,,,1,1,0,0,,200000,0,,0,0,0,false,Low,Large,,,,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invasion_FireCannon,@Invasion_FireCannon_MasterName,,,1,1,1,0,,80000,0,,0,0,0,false,Low,Large,,,,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,0.5,,0.3,0.4,0.5,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invasion_CowLauncher,@Invasion_CowLauncher_MasterName,,,1,1,1,0,,80000,0,,0,0,0,false,Low,Large,,,,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,0.5,,0.3,0.4,0.5,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Outpost_Gate_T1,@GateOutpostRushT1_MasterName,,,1,0,0,0,,30000,0,,0,86400,0,false,Low,Medium,,,,6,OutpostRushWood,,,,40,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Outpost_Gate_T2,@GateOutpostRushT2_MasterName,,,1,0,0,0,,60000,0,,0,86400,0,false,Low,Medium,,,,8,OutpostRushWood,OutpostRushOre,,,40,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Outpost_Gate_T3,@GateOutpostRushT3_MasterName,,,1,0,0,0,,120000,0,,0,86400,0,false,Low,Medium,,,,10,OutpostRushWood,OutpostRushOre,,,40,80,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Protection_Ward,@ClaimT1_MasterName,,,1,1,0,0,,50000,0,,0,0,0,false,Low,Large,,,,10,OutpostRushRawhide,OutpostRushOre,,,60,60,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Armory_T1,@Armory_MasterName,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,6,OutpostRushWood,OutpostRushRawhide,,,50,25,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Armory_T2,@Armory_MasterName,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,8,OutpostRushWood,OutpostRushRawhide,,,200,100,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_Armory_T3,@Armory_MasterName,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,OutpostRushWood,OutpostRushRawhide,,,300,150,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_CommandPost_T1,@OR_CommandPostT1,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,6,OutpostRushWood,OutpostRushOre,,,100,100,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_CommandPost_T2,@OR_CommandPostT2,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,8,OutpostRushWood,OutpostRushOre,,,125,125,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_CommandPost_T3,@OR_CommandPostT3,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,OutpostRushWood,OutpostRushOre,,,150,150,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_PowderKeg,@PowderKegT2_MasterName,,,1,1,1,0,,10000,0,,0,86400,1,true,Low,Small,,,,,OutpostRushWood,OutpostRushAzothEssence,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlayerGroundCheck
OR_WeaponSmith_T1,Weapon Smith T1,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,6,OutpostRushWood,OutpostRushRawhide,,,100,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_WeaponSmith_T2,Weapon Smith T2,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,8,OutpostRushWood,OutpostRushRawhide,,,150,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_WeaponSmith_T3,Weapon Smith T3,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,OutpostRushWood,OutpostRushRawhide,,,200,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_ArmorSmith_T1,Armor Smith T1,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,6,OutpostRushOre,OutpostRushRawhide,,,100,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_ArmorSmith_T2,Armor Smith T2,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,8,OutpostRushOre,OutpostRushRawhide,,,150,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_ArmorSmith_T3,Armor Smith T3,,,1,0,0,0,,20000,0,,0,0,0,false,Low,Medium,,,,10,OutpostRushOre,OutpostRushRawhide,,,200,40,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_TurretRepeater,@TurretRepeaterT1_MasterName,,,1,0,1,0,,20000,0,,0,86400,0,false,Low,Small,,,,10,OutpostRushWood,OutpostRushRawhide,,,50,25,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
OR_TurretFire,@DropperFireT1_MasterName,,,1,0,1,0,,20000,0,,0,86400,0,false,Low,Small,,,,10,OutpostRushOre,OutpostRushWood,,,50,25,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_TurretCannon,@TurretExplosiveT1_MasterName,,,1,0,1,0,,20000,0,,0,86400,0,false,Low,Small,,,,10,OutpostRushWood,OutpostRushOre,,,50,25,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_TurretBallista,@TurretBallistaT1_MasterName,,,1,0,1,0,,20000,0,,0,86400,0,false,Low,Small,,,,10,OutpostRushWood,OutpostRushOre,,,50,50,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR_AzothDeposit,@or_azoth_portal,,,1,0,1,0,,1,0,,0,0,0,false,Low,Small,,,,10,OutpostRushAzothEssence,,,,750,,,,,,,,,,,,,0.3,,0.1,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defend_Sapling,@Defend_Sapling_MasterName,,,1,0,0,0,,43000,0,,0,0,0,false,Low,Large,,,,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defend_PowderKeg,@Defend_PowderKeg_MasterName,,,1,0,0,0,,37000,0,,0,0,0,false,Low,Large,,,,10,ClaimCharterT1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
