Name,Default,Player,Flesh,FleshHead,Armor,ArmorHead,Damned,Dryad,Ghost,Turkey,Skeleton,AncientGuardian,GhostCharred,GhostFrozen,GhostShipwrecked,GhostHanged,GhostPlagued,BearElemental,Bear,Regurgitator,SprigganForest,CorruptedEntity,BlightFiend,FrostWolf,EarthWolf,Lost,Withered,Dynasty,DunePhantom,AnubianGuardianBrute,AnubianGuardianBruteShield,AENaga,AnubianLocustScarab,Sun,MageArcaneShield,RockNPC,EvilKnightFireChampion,AngryEarth,Upyr,Leviathan
Flail_Heavy,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
Flail+Resist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_SandElementalShield,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_HolyShield,ClubResist,Play_Imp_EvilKnightFireChampion,ClubResist,,Play_Imp_LeviathanBody
Flail_No_Environment+Resist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_SandElementalShield,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_HolyShield,ClubResist,Play_Imp_EvilKnightFireChampion,ClubResist,,Play_Imp_LeviathanBody
Flail_Heavy+Resist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_SandElementalShield,ClubResist,ClubResist,ClubResist,Play_Imp_Proj_HolyShield,ClubResist,Play_Imp_EvilKnightFireChampion,ClubResist,,Play_Imp_LeviathanBody
Flail+Crit,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
Flail_No_Environment+Crit,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
Flail_Heavy+Crit,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Armor,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_ClubMetal_Skeleton,Play_Imp_1H_Flail_Skeleton,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Ghost,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Flesh,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Dryad,Play_Imp_1H_Flail_Flesh,Play_Imp_Proj_HolyShield,Play_Imp_1H_Flail_Flesh,Play_Imp_EvilKnightFireChampion,Play_Imp_1H_Flail_Dryad,,Play_Imp_LeviathanBody
LifeStaff_Proj,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_Proj_HolyShield,Play_Imp_LifeStaff,Play_Imp_EvilKnightFireChampion,Play_Imp_LifeStaff,,Play_Imp_LeviathanBody
LifeStaff_Proj_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_IMP_LifeStaff_Protect,Play_Imp_EvilKnightFireChampion,Play_IMP_LifeStaff_Protect,,Play_Imp_LeviathanBody
LifeStaff_Proj+Resist,LifeStaffResist,LifeStaffPlayerResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,LifeStaffResist,Play_Imp_Proj_SandElementalShield,LifeStaffResist,LifeStaffResist,LifeStaffResist,Play_Imp_Proj_HolyShield,LifeStaffResist,LifeStaffResist,LifeStaffResist,,LifeStaffResist
LifeStaff_Proj+Crit,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_LifeStaff,Play_Imp_Proj_HolyShield,Play_Imp_LifeStaff,Play_Imp_EvilKnightFireChampion,Play_Imp_LifeStaff,,Play_Imp_LeviathanBody
FireStaff_Proj,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_Proj_HolyShield,Play_Fire_Proj_Explo_Ground,Play_Imp_EvilKnightFireChampion,Play_Fire_Proj_Explo_Ground,,Play_Imp_LeviathanBody
FireStaff_Proj+Resist,FireStaffResist,FireStaffPlayerResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,Play_Imp_Proj_SandElementalShield,FireStaffResist,FireStaffResist,FireStaffResist,Play_Imp_Proj_HolyShield,FireStaffResist,FireStaffResist,FireStaffResist,,FireStaffResist
FireStaff_Proj+Crit,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_Proj_HolyShield,Play_Fire_Proj_Explo_Ground,Play_Imp_EvilKnightFireChampion,Play_Fire_Proj_Explo_Ground,,Play_Imp_LeviathanBody
FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_Proj_HolyShield,Play_Imp_FlameThrower,Play_Imp_EvilKnightFireChampion,Play_Imp_FlameThrower,,Play_Imp_LeviathanBody
FlameThrower+Resist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,Play_Imp_Proj_SandElementalShield,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,Play_Imp_Proj_HolyShield,FlameThrowerResist,FlameThrowerResist,FlameThrowerResist,,FlameThrowerResist
FlameThrower+Crit,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_FlameThrower,Play_Imp_Proj_HolyShield,Play_Imp_FlameThrower,Play_Imp_EvilKnightFireChampion,Play_Imp_FlameThrower,,Play_Imp_LeviathanBody
Burnout,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Fire_Proj_Explo_Ground,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_GreatAxe_Flesh,Play_Imp_Proj_HolyShield,Play_Fire_Proj_Explo_Ground,Play_Imp_EvilKnightFireChampion,Play_Fire_Proj_Explo_Ground,,Play_Imp_LeviathanBody
Burnout+Resist,FireStaffResist,FireStaffPlayerResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,FireStaffResist,Play_Imp_Proj_SandElementalShield,FireStaffResist,FireStaffResist,FireStaffResist,Play_Imp_Proj_HolyShield,FireStaffResist,FireStaffResist,FireStaffResist,,FireStaffResist
Burnout+Crit,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Fire_Proj_Explo_Ground,Play_Imp_Proj_HolyShield,Play_Fire_Proj_Explo_Ground,Play_Imp_EvilKnightFireChampion,Play_Fire_Proj_Explo_Ground,,Play_Imp_LeviathanBody
IceGauntlet_Proj,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_IceGauntlet,,Play_Imp_LeviathanBody
IceGauntlet_Proj_Heavy,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_Proj_HolyShield,Play_Imp_IceGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_IceGauntlet,,Play_Imp_LeviathanBody
IceGauntlet_Null,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_IceGauntlet,Play_Imp_EvilKnightFireChampion,Play_Imp_IceGauntlet,,Play_Imp_LeviathanBody
IceGauntlet_Proj+Resist,IceGauntletResist,IceGauntletPlayerResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,IceGauntletResist,Play_Imp_Proj_SandElementalShield,IceGauntletResist,IceGauntletResist,IceGauntletResist,Play_Imp_Proj_HolyShield,IceGauntletResist,IceGauntletResist,IceGauntletResist,,IceGauntletResist
