WeaponAppearanceID,Name,Description,ItemClass,Art ID Names,Weapon Material name Info,MeshOverride,SkinOverride1,MaterialOverride1,SkinOverride2,MaterialOverride2,SkinOverride3,MaterialOverride3,SkinOverride4,MaterialOverride4,MaskRColor,MaskROverride,MaskR,MaskGColor,MaskGOverride,MaskG,MaskBColor,MaskBOverride,MaskB,MaskASpecColor,MaskASpec,MaskAGlossShift,MaskAGloss,EmissiveColor,EmissiveIntensity,SoundTableID,IconCaptureGroup,IconPath,HiResIconPath
DrumsAngryEarthT2,,,,DrumsT2,AngryEarth,Objects/Instruments/Drums/DrumsT2/musi_Drum_DrumT2.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Drums,Drum,,
DrumsAngryEarthT3,,,,DrumsT3,AngryEarth,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Drums,Drum,,
DrumsAngryEarthT4,,,,DrumsT4,AngryEarth,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Drums,Drum,,
DrumsAngryEarthT5,,,,DrumsT5,AngryEarth,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#4B5F8E,1,0.5,#A3A7AC,0.25,0.68,#849B6C,1,0.28,#86BDFF,0.5,0.8,0.5,#63C5DA,10,MXMI_Drums,Drum,,
DrumsCorruptedT1,,,,DrumsT1,Corrupted,Objects/Instruments/Drums/DrumsT1/musi_Drum_DrumT1.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Drums,Drum,,
DrumsCorruptedT2,,,,DrumsT2,Corrupted,Objects/Instruments/Drums/DrumsT2/musi_Drum_DrumT2.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Drums,Drum,,
DrumsCorruptedT3,,,,DrumsT3,Corrupted,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Drums,Drum,,
DrumsCorruptedT4,,,,DrumsT4,Corrupted,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Drums,Drum,,
DrumsCorruptedT5,,,,DrumsT5,Corrupted,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#2A1A18,1,0.4,#B49A9A,0,1,#5F0006,1,0.78,#411208,0.5,0.8,1,,,MXMI_Drums,Drum,,
DrumsLostT1,,,,DrumsT1,Lost,Objects/Instruments/Drums/DrumsT1/musi_Drum_DrumT1.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsLostT2,,,,DrumsT2,Lost,Objects/Instruments/Drums/DrumsT2/musi_Drum_DrumT2.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsLostT3,,,,DrumsT3,Lost,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsLostT4,,,,DrumsT4,Lost,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsLostT5,,,,DrumsT5,Lost,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#252525,1,0.1,#A3A7AC,0.25,0.68,#A4A3A3,1,0.6,#A0A0A0,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsAncientT1,,,,DrumsT1,Ancient,Objects/Instruments/Drums/DrumsT1/musi_Drum_DrumT1.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsAncientT2,,,,DrumsT2,Ancient,Objects/Instruments/Drums/DrumsT2/musi_Drum_DrumT2.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsAncientT3,,,,DrumsT3,Ancient,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsAncientT4,,,,DrumsT4,Ancient,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsAncientT5,,,,DrumsT5,Ancient,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#532311,1,0.5,#999999,0.3,0.3,#895B30,1,0.8,#AA865A,0.5,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsFaeT3,,,,DrumsT3,Fae,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Drums,Drum,,
DrumsFaeT4,,,,DrumsT4,Fae,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Drums,Drum,,
DrumsFaeT5,,,,DrumsT5,Fae,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#007400,0.5,1,#AFB645,0.5,1,#B67F58,0.5,1,#3D3D3D,0.6,0.8,0.7,#2C9D41,3,MXMI_Drums,Drum,,
DrumsGlassT3,,,,DrumsT3,Glass,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,,
DrumsGlassT4,,,,DrumsT4,Glass,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,,
DrumsGlassT5,,,,DrumsT5,Glass,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,,
DrumsElegantT3,,,,DrumsT3,Elegant,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Drums,Drum,,
DrumsElegantT4,,,,DrumsT4,Elegant,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Drums,Drum,,
DrumsElegantT5,,,,DrumsT5,Elegant,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#996C29,0.7,0.3,#00ACDB,0.1,1,#4893BA,0.5,1,#6C5A2F,0.35,0.8,0.7,#9E8818,5,MXMI_Drums,Drum,,
DrumsViciousT3,,,,DrumsT3,Vicious,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsViciousT4,,,,DrumsT4,Vicious,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsViciousT5,,,,DrumsT5,Vicious,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#860000,0.7,0.3,#AE0000,0.3,1,#9D0000,0.5,1,#000000,0.35,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsVinespunT3,,,,DrumsT3,Vinespun,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Drums,Drum,,
DrumsVinespunT4,,,,DrumsT4,Vinespun,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Drums,Drum,,
DrumsVinespunT5,,,,DrumsT5,Vinespun,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#26ACCA,0.3,1,#C327CE,0.3,1,#0AEDDA,0.1,1,#A4669A,0.35,0.8,0.7,#00A095,5,MXMI_Drums,Drum,,
DrumsVoidbentT3,,,,DrumsT3,Voidbent,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsVoidbentT4,,,,DrumsT4,Voidbent,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsVoidbentT5,,,,DrumsT5,Voidbent,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#1278A3,0.4,1,#9377B9,0.5,1,#D4D4EE,1,0.3,#666677,0.1,0.8,0.5,,,MXMI_Drums,Drum,,
DrumsWaveborneT3,,,,DrumsT3,Waveborne,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsWaveborneT4,,,,DrumsT4,Waveborne,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsWaveborneT5,,,,DrumsT5,Waveborne,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#1BC7C2,0.3,1,#80EEB7,0.05,1,#54FFFF,0.1,1,#856C39,0.5,0.8,0.7,,,MXMI_Drums,Drum,,
DrumsImmolatedT3,,,,DrumsT3,Immolated,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Drums,Drum,,
DrumsImmolatedT4,,,,DrumsT4,Immolated,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Drums,Drum,,
DrumsImmolatedT5,,,,DrumsT5,Immolated,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#540000,0.7,1,#A35E00,0.5,1,#B3B3B3,0.1,1,#790002,0.35,0.8,0.7,#FF7200,2,MXMI_Drums,Drum,,
DrumsEtherealT3,,,,DrumsT3,Ethereal,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Drums,Drum,,
DrumsEtherealT4,,,,DrumsT4,Ethereal,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Drums,Drum,,
DrumsEtherealT5,,,,DrumsT5,Ethereal,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#A38C76,0.7,0.5,#2FCCE4,0.1,1,#CC815B,0.1,1,#58566C,0.35,0.5,0.5,#80D3FF,3,MXMI_Drums,Drum,,
DrumsAbyssalT3,,,,DrumsT3,Abyssal,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Drums,Drum,,
DrumsAbyssalT4,,,,DrumsT4,Abyssal,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Drums,Drum,,
DrumsAbyssalT5,,,,DrumsT5,Abyssal,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#26037F,0.7,0.3,#8982A0,0.3,1,#432C99,0.1,1,#37044C,0.35,0.8,0.7,#A465CE,5,MXMI_Drums,Drum,,
DrumsMarauderT3,,,,DrumsT3,Marauder,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Drums,Drum,,
DrumsMarauderT4,,,,DrumsT4,Marauder,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Drums,Drum,,
DrumsMarauderT5,,,,DrumsT4,Marauder,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#00710D,0.01,1,#B0924C,0.1,1,#656565,0.1,1,#6D5C31,0.35,0.8,0.7,#007D00,5,MXMI_Drums,Drum,,
DrumsyndicateT3,,,,DrumsT3,Syndicate,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Drums,Drum,,
DrumsyndicateT4,,,,DrumsT4,Syndicate,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Drums,Drum,,
DrumsyndicateT5,,,,DrumsT5,Syndicate,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#77568E,0.1,1,#688BAC,0.1,1,#D3BFDA,0.2,1,#5C4A65,0.35,0.6,1,#7AA8FD,5,MXMI_Drums,Drum,,
DrumsCovenantT3,,,,DrumsT3,Covenant,Objects/Instruments/Drums/DrumsT3/musi_Drum_DrumT3.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Drums,Drum,,
DrumsCovenantT4,,,,DrumsT4,Covenant,Objects/Instruments/Drums/DrumsT4/musi_Drum_DrumT4.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Drums,Drum,,
DrumsCovenantT5,,,,DrumsT5,Covenant,Objects/Instruments/Drums/DrumsT5/musi_Drum_DrumT5.cdf,,,,,,,,,#CA5A19,0.01,1,#FFCE3B,0.01,1,#AEAEAE,0.2,1,#683F27,0.6,0.8,0.7,#BC0C0E,5,MXMI_Drums,Drum,,
MandolinFateFortuneT5,,,,mandolinFateFortune,FateFortune,,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,,
GuitarFateFortuneT5,@GuitarFateFortuneT5_TransmogName,@Skin_Guitar_FateFortune_Description,EquippableTool+InstrumentGuitar,guitarFateFortune,FateFortune,Objects/Instruments/Guitars/GuitarFateFortune/musi_guit_guitarfatefortune.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarFateFortuneT5.png,lyshineui/images/icons/items_hires/GuitarFateFortuneT5.png
URBassFateFortuneT5,@URBassFateFortuneT5_TransmogName,@Skin_UprightBass_FateFortune_Description,EquippableTool+InstrumentUprightBass,bassFateFortune,FateFortune,Objects/Instruments/URBasses/URBassFateFortune/musi_urba_urbassfatefortune.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassFateFortuneT5.png,lyshineui/images/icons/items_hires/URBassFateFortuneT5.png
AzothFluteFateFortuneT5,@AzothFluteFateFortuneT5_TransmogName,@Skin_Flute_FateFortune_Description,EquippableTool+InstrumentFlute,fluteFateFortune,FateFortune,Objects/Instruments/AzothFlutes/AzothFluteFateFortune/musi_azfl_azothflutefatefortune.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteFateFortuneT5.png,lyshineui/images/icons/items_hires/AzothFluteFateFortuneT5.png
DrumsFateFortuneT5,,,,drumFateFortune,FateFortune,,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,,
MandolinMidsummerFestivalT5,@MandolinMidsummerFestivalT5_TransmogName,@Skin_Mandolin_Summer_Description,EquippableTool+InstrumentMandolin,mandolinMidsummerFestival,MidsummerFestival,Objects/Instruments/Mandolins/mandolinMidsummerFestival/musi_mand_mandolinMidsummerFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,lyshineui/images/icons/items/MusicalActions/MandolinMidsummerFestivalT5.png,lyshineui/images/icons/items_hires/MandolinMidsummerFestivalT5.png
GuitarMidsummerFestivalT5,@GuitarMidsummerFestivalT5_TransmogName,@Skin_Guitar_Summer_Description,EquippableTool+InstrumentGuitar,guitarMidsummerFestival,MidsummerFestival,Objects/Instruments/Guitars/GuitarMidsummerFestival/musi_guit_guitarMidsummerFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarMidsummerFestivalT5.png,lyshineui/images/icons/items_hires/GuitarMidsummerFestivalT5.png
URBassMidsummerFestivalT5,@URBassMidsummerFestivalT5_TransmogName,@Skin_UprightBass_Summer_Description,EquippableTool+InstrumentUprightBass,bassMidsummerFestival,MidsummerFestival,Objects/Instruments/URBasses/URBassMidsummerFestival/musi_urba_urbassMidsummerFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassMidsummerFestivalT5.png,lyshineui/images/icons/items_hires/URBassMidsummerFestivalT5.png
AzothFluteMidsummerFestivalT5,@AzothFluteMidsummerFestivalT5_TransmogName,@Skin_Flute_Summer_Description,EquippableTool+InstrumentFlute,fluteMidsummerFestival,MidsummerFestival,Objects/Instruments/AzothFlutes/AzothFluteMidsummerFestival/musi_azfl_azothfluteMidsummerFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteMidsummerFestivalT5.png,lyshineui/images/icons/items_hires/AzothFluteMidsummerFestivalT5.png
DrumsMidsummerFestivalT5,@DrumsMidsummerFestivalT5_TransmogName,@Skin_Drum_Summer_Description,EquippableTool+InstrumentDrums,drumMidsummerFestival,MidsummerFestival,Objects/Instruments/Drums/drumsMidsummerFestival/musi_drums_drumsMidsummerFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumsMidsummerFestivalT5.png,lyshineui/images/icons/items_hires/DrumsMidsummerFestivalT5.png
MandolinMetalFestivalT5,@MandolinMetalFestivalT5_TransmogName,@Skin_Mandolin_Metal_Description,EquippableTool+InstrumentMandolin,mandolinMetalFestival,MetalFestival,objects/instruments/mandolins/mandolinMetalFestival/musi_mand_mandolinMetalFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,lyshineui/images/icons/items/MusicalActions/MandolinMetalFestivalT5.png,lyshineui/images/icons/items_hires/MandolinMetalFestivalT5.png
GuitarMetalFestivalT5,@GuitarMetalFestivalT5_TransmogName,@Skin_Guitar_Metal_Description,EquippableTool+InstrumentGuitar,guitarMetalFestival,MetalFestival,objects/instruments/guitars/guitarMetalFestival/musi_guit_guitarMetalFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarMetalFestivalT5.png,lyshineui/images/icons/items_hires/GuitarMetalFestivalT5.png
URBassMetalFestivalT5,@URBassMetalFestivalT5_TransmogName,@Skin_UprightBass_Metal_Description,EquippableTool+InstrumentUprightBass,bassMetalFestival,MetalFestival,objects/instruments/urbasses/urbassMetal/musi_urba_urbassMetal.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_UprightBass,Bass,lyshineui/images/icons/items/MusicalActions/URBassMetalFestivalT5.png,lyshineui/images/icons/items_hires/URBassMetalFestivalT5.png
AzothFluteMetalFestivalT5,@AzothFluteMetalFestivalT5_TransmogName,@Skin_Flute_Metal_Description,EquippableTool+InstrumentFlute,fluteMetalFestival,MetalFestival,Objects/Instruments/AzothFlutes/AzothFluteMetalFestival/musi_azfl_azothfluteMetalFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Flute,Flute,lyshineui/images/icons/items/MusicalActions/AzothFluteMetalFestivalT5.png,lyshineui/images/icons/items_hires/AzothFluteMetalFestivalT5.png
DrumsMetalFestivalT5,@DrumsMetalFestivalT5_TransmogName,@Skin_Drum_Metal_Description,EquippableTool+InstrumentDrums,drumMetalFestival,MetalFestival,objects/instruments/drums/drumsMetalFestival/musi_drum_drumMetalFestival.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumsMetalFestivalT5.png,lyshineui/images/icons/items_hires/DrumsMetalFestivalT5.png
MandolinEgyptianGodsT5,@MandolinEgyptianGodsT5_TransmogName,@Skin_Mandolin_EgyptianGods_Description,EquippableTool+InstrumentMandolin,mandolinEgyptianGods,EgyptianGods,objects/instruments/mandolins/mandolinEgyptianGods/musi_mand_mandolinEgyptianGods.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,lyshineui/images/icons/items/MusicalActions/MandolinEgyptianGodsT5.png,lyshineui/images/icons/items_hires/MandolinEgyptianGodsT5.png
GuitarEgyptianGodsT5,@GuitarEgyptianGodsT5_TransmogName,@Skin_Guitar_EgyptianGods_Description,EquippableTool+InstrumentGuitar,guitarEgyptianGods,EgyptianGods,objects/instruments/guitars/guitarEgyptianGods/musi_guit_guitarEgyptianGods.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarEgyptianGodsT5.png,lyshineui/images/icons/items_hires/GuitarEgyptianGodsT5.png
DrumsEgyptianGodsT5,@DrumsEgyptianGodsT5_TransmogName,@Skin_Drum_EgyptianGods_Description,EquippableTool+InstrumentDrums,drumEgyptianGods,EgyptianGods,objects/instruments/drums/drumsEgyptianGods/musi_drum_drumEgyptianGods.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Drums,Drum,lyshineui/images/icons/items/MusicalActions/DrumsEgyptianGodsT5.png,lyshineui/images/icons/items_hires/DrumsEgyptianGodsT5.png
MandolinDarkFaeT5,,,,mandolinDarkFae,DarkFae,,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Mandolin,Mandolin,,
GuitarDarkFaeT5,@GuitarDarkFaeT5_TransmogName,@Skin_Guitar_DarkFae_Description,EquippableTool+InstrumentGuitar,guitarDarkFae,DarkFae,objects/instruments/guitars/guitardarkfae/musi_guit_guitardarkfae.cdf,,,,,,,,,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0,#B8B8B8,0,0.5,0,,,MXMI_Guitar,Guitar,lyshineui/images/icons/items/MusicalActions/GuitarDarkFaeT5.png,lyshineui/images/icons/items_hires/GuitarDarkFaeT5.png
