ItemID,Loc Note,DerivedFromText,DerivedFromIcon,RefinedAtText,RefinedAtLabelText,RefinedAtIcon,CanBeCraftedTextsSmall,CanBeCraftedIconsSmall,SpecialInstructions,UsedAtTexts,UsedAtIcons,CommonUsesLabelText,CommonUsesTextsLarge,CommonUsesIconsLarge,CommonUsesItemsLarge,CommonUsesTextsSmall,CommonUsesIconsSmall,CommonUsesItemsSmall,CanBeCraftedTextsLarge,CanBeCraftedIconsLarge,ResourcesLabelText,ResourcesTexts,ResourcesIcons,ResourcesAmounts,RefineryInputText,RefineryInputIcon,RefineryInputAmount,RefineryOutputText,RefineryOutputIcon,RefineryOutputAmount,MainHeaderIcon,ResourcesHeaderIcon
HeavyHead_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth1T2,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth1T3,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth1T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth1T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Lost2T4,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Lost2T5,Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Corrupted2T4,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Corrupted2T5,Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Ancient2T4,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_Ancient2T5,Ancient Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth2T4,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_AngryEarth2T5,Angry Earth Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_LostElite1T3,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_LostElite1T4,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_LostElite1T5,Elite Lost Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_CorruptedElite1T4,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_CorruptedElite1T5,Elite Corrupted Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
