VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,AudioPreload_Depletion,DepletedSFX,Collision_Play_SFX,Collision_Stop_SFX,CollisionFX,DepletedVFX,DepletedMesh,DepletedMat,StartMeshLOD,EndMeshLOD,AmbientType,ShowOnCompass,CompassIcon,TradeskillIconUnlockType,MarkerRadius,AllowGatheringInGameModes,AudioPreload_gathering,SFX_Gathering
SquirtberryBush_b_spri01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,BerryBushMedium,0.65,1.8,1.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Spring_B,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
SquirtberryBush_c_spri01,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,BerryBushSmall,0.65,1.8,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squirtberry_Spring_C,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\jav_fst_squirtberrybush_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Forest\Squirtberry\JAV_Fst_SquirtberryBush_A_Spri01_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.3,,gather_interact_resources,Play_Gather_Interact_Plant
HoneyTree_a,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_a.cgf,objects\nature\veg_trees\trees_forest\rotten\jav_fst_rottenlog_mat,HoneyLarge,2,4.2,2,,Play_Gather_Nuts,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Tree.Demolish.Break_Tree_D,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_pick_a.cgf,objects\nature\veg_trees\trees_forest\rotten\jav_fst_rottenlog_mat,190,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,5.7,,gather_interact_resources,Play_Gather_Interact_Plant
HoneyTree_b,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_b.cgf,objects\nature\veg_trees\trees_forest\rotten\jav_fst_rottenlog_mat,HoneyMedium,1,2.7,2,,Play_Gather_Nuts,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Tree.Demolish.Break_Tree_E,Objects\Nature\Veg_Trees\Trees_Forest\Rotten\jav_fst_rottenstump_honey_pick_b.cgf,objects\nature\veg_trees\trees_forest\rotten\jav_fst_rottenlog_mat,150,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4.2,,gather_interact_resources,Play_Gather_Interact_Plant
Broccoli_a,Objects\Crafting\Props\FoodStuffs\Vegetables\JAV_PRP_BroccoliCluster_A.cgf,,Broccoli,1,2.5,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_A,,,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4,,gather_interact_resources,Play_Gather_Interact_Plant
Potato_a,Objects\Crafting\Props\FoodStuffs\Vegetables\JAV_PRP_Potatoes.cgf,,Potato,1,2.5,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_A,,,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4,,gather_interact_resources,Play_Gather_Interact_Plant
CabbageCluster_A,Objects\Crafting\Props\FoodStuffs\Vegetables\JAV_PRP_CabbageCluster_A.cgf,,Cabbage,1,2.5,2,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Squash_A,,,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,4,,gather_interact_resources,Play_Gather_Interact_Plant
Melon_a,Objects\Gatherables\Food\Melon\jav_rsrc_melon_a_proxy.cgf,,Melon,1,2.2,1.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Edible_Flora.Demolish.Strawberry_A,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\jav_fst_strawberryplant_pick_a.cgf,Objects\Nature\Veg_Plants\Plants_Forest\Strawberry\JAV_Fst_StrawberryPlant_A_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Fruit_Compass.png,FarmPlants,3.7,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_t4,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,HempLargeT4,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Silkweed_Compass.png,harvestingplantT4,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_t4,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,HempMediumT4,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Silkweed_Compass.png,harvestingplantT4,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_t4,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,HempSmallT4,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t4_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Silkweed_Compass.png,harvestingplantT4,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_t5,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,HempLargeT5,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_t5,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,HempMediumT5,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_t5,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,HempSmallT5,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t5_em_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_a_t52,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,HempLargeT52,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_A,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_a.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_b_t52,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,HempMediumT52,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_B,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_b.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
Hemp_c_t52,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,HempSmallT52,0,1.5,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable.Edible_Flora.Loop_Burstberry_Summer_A,Gatherable.Bush.Demolish.Hemp_Summer_C,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\jav_rsrc_hemp_pick_c.cgf,Objects\Nature\Veg_Bushes\Bushes_Resources\Hemp\JAV_Rsrc_Hemp_a_t52_mat.mtl,100,100,Bush,1,LyShineUI\Images\Map\Icon\Gatherables\Wirefiber_Compass.png,harvestingplantT5,3,,gather_interact_resources,Play_Gather_Interact_Plant
OrangeDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,DyePlantOrange,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
OrangeDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,DyePlantOrange,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
OrangeDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,DyePlantOrange,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Orange_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
RedDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,DyePlantRed,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
RedDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,DyePlantRed,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
RedDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,DyePlantRed,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Red_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
YellowDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,DyePlantYellow,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
YellowDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,DyePlantYellow,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
YellowDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,DyePlantYellow,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Yellow_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
GreenDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,DyePlantGreen,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
GreenDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,DyePlantGreen,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
GreenDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,DyePlantGreen,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Green_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
TurquoiseDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,DyePlantTurquoise,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
TurquoiseDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,DyePlantTurquoise,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
TurquoiseDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,DyePlantTurquoise,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_LightBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
BlueDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,DyePlantBlue,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
BlueDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,DyePlantBlue,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
BlueDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,DyePlantBlue,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_DarkBlue_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
CyanDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,DyePlantCyan,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
CyanDyePlant_B,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,DyePlantCyan,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_b.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
CyanDyePlant_C,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,DyePlantCyan,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_c.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Cyan_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
VioletDyePlant_A,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Purple_A_mat.mtl,DyePlantViolet,0.5,1.75,2.5,gath_bush_leaves_small,Play_Gather_Bush_Sml,,,,,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\jav_sup_dyeflower_pick_a.cgf,Objects\nature\Veg_Dyes\Dyes_Super\DyeFlower\Jav_Sup_DyeFlower_Purple_A_mat.mtl,100,100,,,,,3.25,,gather_interact_resources,Play_Gather_Interact_Plant
