VariantID,NPCId,Name,CharacterDefinition,ByeTimeline,GreetTimeline,IdleTimeline,InteractTimeline,SwapAchievementId,PlaceholderMesh,AttachedMesh,AttachmentPositionX,AttachmentPositionY,AttachmentPositionZ,AttachmentRotationX,AttachmentRotationY,AttachmentRotationZ,InteractOverride_X,InteractOverride_Y,MarkerOffset_Z
0231a_Painter,0231a_Painter,@0231a_Painter,Objects\Characters\npc\Settlements\0231_painter.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
0232a_Naturalist_1,0232a_Naturalist_1,@0232a_Naturalist,Objects\Characters\npc\Settlements\0232_naturalist.cdf,Libs\Timeline\Npc\settle_overseer_outro_01.timeline,Libs\Timeline\Npc\settle_overseer_intro_01.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_02A_Naturalist_1,,,,,,,,,,,
0232a_Naturalist_2,0232a_Naturalist_2,@0232a_Naturalist,Objects\Characters\npc\Settlements\0232_naturalist.cdf,Libs\Timeline\Npc\settle_overseer_outro_01.timeline,Libs\Timeline\Npc\settle_overseer_intro_01.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_02A_Naturalist_2,,,,,,,,,,,
0232a_Naturalist_3,0232a_Naturalist_3,@0232a_Naturalist,Objects\Characters\npc\Settlements\9906_msq_shamaness.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_01_ambient.timeline,SwapActive_02A_Naturalist_3,,,,,,,,,,,
0233a_Hunter,0233a_Hunter,@0233a_Hunter,Objects\Characters\npc\Settlements\0233_hunter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,
0234a_Mourner_1,0234a_Mourner_1,@0234a_Mourner,Objects\Characters\npc\Settlements\0234_mourner.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disagreeing_ambient.timeline,SwapActive_02A_Mourner_1,,,,,,,,,,,
0234a_Mourner_2,0234a_Mourner_2,@0234a_Mourner,Objects\Characters\npc\Settlements\0234_mourner.cdf,Libs\Timeline\Npc\settle_magistrate_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_02A_Mourner_2,,,,,,,,,,,
13A_Primrose_00,13A_Primrose_00,@13A_Primrose,Objects\Characters\npc\Settlements\13A_Primrose.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disagreeing_ambient.timeline,SwapActive_13A_Primrose_1,,,,,,,,,,,
13A_Primrose_01,13A_Primrose_01,@13A_Primrose,Objects\Characters\npc\Settlements\13A_Primrose.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disagreeing_ambient.timeline,SwapActive_13A_Primrose_2,,,,,,,,,,,
13A_Primrose_02,13A_Primrose_02,@13A_Primrose,Objects\Characters\npc\Settlements\13A_Primrose.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disagreeing_ambient.timeline,SwapActive_13A_Primrose_3,,,,,,,,,,,
13A_Maria_00,13A_Maria_00,@13A_Maria,Objects\Characters\npc\Settlements\13A_Maria.cdf,Libs\Timeline\Npc\settle_overseer_outro_01.timeline,Libs\Timeline\Npc\settle_overseer_intro_01.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,,,,,,,,,,,,
13A_Agnes_00,13A_Agnes_00,@13A_Agnes,Objects\Characters\npc\Settlements\13A_Agnes.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,
13A_Theuderic_00,13A_Theuderic_00,@13A_Theuderic,Objects\Characters\npc\Settlements\13A_Theuderic.cdf,Libs\Timeline\Npc\settle_adjudicator_exit_01.timeline,Libs\Timeline\Npc\settle_adjudicator_intro_01.timeline,Libs\Timeline\Npc\settle_adjudicator_ambient_01.timeline,Libs\Timeline\Npc\settle_adjudicator_interact_01.timeline,,,,,,,,,,,,
13A_Niall_00,13A_Niall_00,@13A_Niall,Objects\Characters\npc\Settlements\13A_Niall.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_01.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,,,,,,,,,,,,
13A_Pyro_00,13A_Pyro_00,@13A_Pyro,Objects\Characters\npc\Settlements\1330_pyro.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_subdued.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,SwapActive_13A_Pyro_1,,,,,,,,,,,
13A_Pyro_01,13A_Pyro_01,@13A_Pyro,Objects\Characters\npc\Settlements\1330_pyro.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_subdued.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,SwapActive_13A_Pyro_2,,,,,,,,,,,
13A_Pyro_02,13A_Pyro_02,@13A_Pyro,Objects\Characters\npc\Settlements\1330_pyro.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_subdued.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,SwapActive_13A_Pyro_3,,,,,,,,,,,
13A_MonsterHunter_00,13A_MonsterHunter_00,@13A_MonsterHunter,Objects\Characters\npc\Settlements\1331_monsterhunter.cdf,Libs\Timeline\Npc\settle_watcher_exit_01.timeline,Libs\Timeline\Npc\settle_watcher_intro_01.timeline,Libs\Timeline\Npc\settle_watcher_ambient_01_noprop.timeline,Libs\Timeline\Npc\settle_watcher_interact_01.timeline,SwapActive_13A_MonsterHunter_1,,,,,,,,,,,
13A_MonsterHunter_01,13A_MonsterHunter_01,@13A_MonsterHunter,Objects\Characters\npc\Settlements\1331_monsterhunter.cdf,Libs\Timeline\Npc\settle_watcher_exit_01.timeline,Libs\Timeline\Npc\settle_watcher_intro_01.timeline,Libs\Timeline\Npc\settle_watcher_ambient_01_noprop.timeline,Libs\Timeline\Npc\settle_watcher_interact_01.timeline,SwapActive_13A_MonsterHunter_2,,,,,,,,,,,
13A_MonsterHunter_02,13A_MonsterHunter_02,@13A_MonsterHunter,Objects\Characters\npc\Settlements\1331_monsterhunter.cdf,Libs\Timeline\Npc\settle_watcher_exit_01.timeline,Libs\Timeline\Npc\settle_watcher_intro_01.timeline,Libs\Timeline\Npc\settle_watcher_ambient_01_noprop.timeline,Libs\Timeline\Npc\settle_watcher_interact_01.timeline,SwapActive_13A_MonsterHunter_3,,,,,,,,,,,
13A_MonsterHunter_03,13A_MonsterHunter_03,@13A_MonsterHunter,Objects\Characters\npc\Settlements\1331_monsterhunter.cdf,Libs\Timeline\Npc\settle_watcher_exit_01.timeline,Libs\Timeline\Npc\settle_watcher_intro_01.timeline,Libs\Timeline\Npc\settle_watcher_ambient_01_noprop.timeline,Libs\Timeline\Npc\settle_watcher_interact_01.timeline,SwapActive_13A_MonsterHunter_4,,,,,,,,,,,
13A_AnimalHunter_00,13A_AnimalHunter_00,@13A_AnimalHunter,Objects\Characters\npc\Settlements\1332_hunter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_13A_AnimalHunter_1,,,,,,,,,,,
13A_AnimalHunter_01,13A_AnimalHunter_01,@13A_AnimalHunter,Objects\Characters\npc\Settlements\1332_hunter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_13A_AnimalHunter_2,,,,,,,,,,,
13A_AnimalHunter_02,13A_AnimalHunter_02,@13A_AnimalHunter,Objects\Characters\npc\Settlements\1332_hunter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_13A_AnimalHunter_3,,,,,,,,,,,
13A_AnimalHunter_03,13A_AnimalHunter_03,@13A_AnimalHunter,Objects\Characters\npc\Settlements\1332_hunter.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_13A_AnimalHunter_4,,,,,,,,,,,
13A_Architect_00,13A_Architect_00,@13A_Architect,Objects\Characters\npc\Settlements\1333_architect.cdf,Libs\Timeline\Npc\settle_artificer_exit_01.timeline,Libs\Timeline\Npc\settle_artificer_intro_01.timeline,Libs\Timeline\Npc\settle_artificer_ambient_01.timeline,Libs\Timeline\Npc\settle_artificer_interact_01.timeline,SwapActive_13A_Architect_1,,Objects\Crafting\Props\Tools\Hammers\Mallet\JAV_PRP_Mallet.cgf,-4.2695,-3.0969,1.1753,288.3241,1.7843,294.3229,,,
13A_Architect_01,13A_Architect_01,@13A_Architect,Objects\Characters\npc\Settlements\1333_architect.cdf,Libs\Timeline\Npc\settle_artificer_exit_01.timeline,Libs\Timeline\Npc\settle_artificer_intro_01.timeline,Libs\Timeline\Npc\settle_artificer_ambient_01.timeline,Libs\Timeline\Npc\settle_artificer_interact_01.timeline,SwapActive_13A_Architect_2,,Objects\Crafting\Props\Tools\Hammers\Mallet\JAV_PRP_Mallet.cgf,-4.2695,-3.0969,1.1753,288.3241,1.7843,294.3229,,,
13A_Architect_02,13A_Architect_02,@13A_Architect,Objects\Characters\npc\Settlements\1333_architect.cdf,Libs\Timeline\Npc\settle_artificer_exit_01.timeline,Libs\Timeline\Npc\settle_artificer_intro_01.timeline,Libs\Timeline\Npc\settle_artificer_ambient_01.timeline,Libs\Timeline\Npc\settle_artificer_interact_01.timeline,SwapActive_13A_Architect_3,,Objects\Crafting\Props\Tools\Hammers\Mallet\JAV_PRP_Mallet.cgf,-4.2695,-3.0969,1.1753,288.3241,1.7843,294.3229,,,
13A_Architect_03,13A_Architect_03,@13A_Architect,Objects\Characters\npc\Settlements\1333_architect.cdf,Libs\Timeline\Npc\settle_artificer_exit_01.timeline,Libs\Timeline\Npc\settle_artificer_intro_01.timeline,Libs\Timeline\Npc\settle_artificer_ambient_01.timeline,Libs\Timeline\Npc\settle_artificer_interact_01.timeline,SwapActive_13A_Architect_4,,Objects\Crafting\Props\Tools\Hammers\Mallet\JAV_PRP_Mallet.cgf,-4.2695,-3.0969,1.1753,288.3241,1.7843,294.3229,,,
13A_PerfumeAlchemist,13A_PerfumeAlchemist,@13A_PerfumeAlchemist,Objects\Characters\npc\Settlements\1334_alchemist.cdf,Libs\Timeline\Npc\settle_alchemist_exit_01.timeline,Libs\Timeline\Npc\settle_alchemist_intro_01.timeline,Libs\Timeline\Npc\settle_alchemist_ambient_01.timeline,Libs\Timeline\Npc\settle_alchemist_interact_01.timeline,,,Objects\Crafting\Props\Shopwares\AlchemyProps\JAV_PRP_Glass bottles_D.cgf,-0.6078,0.2238,1.1869,71.6759,358.2156,114.322,,,
13A_Antiquarian_00,13A_Antiquarian_00,@13A_Antiquarian,Objects\Characters\npc\Settlements\1335_antiquarian.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_13A_Antiquarian_1,,,,,,,,,,,
13A_Antiquarian_01,13A_Antiquarian_01,@13A_Antiquarian,Objects\Characters\npc\Settlements\1335_antiquarian.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_13A_Antiquarian_2,,,,,,,,,,,
13A_Antiquarian_02,13A_Antiquarian_02,@13A_Antiquarian,Objects\Characters\npc\Settlements\1335_antiquarian.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_13A_Antiquarian_3,,,,,,,,,,,
13A_Antiquarian_03,13A_Antiquarian_03,@13A_Antiquarian,Objects\Characters\npc\Settlements\1335_antiquarian.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_13A_Antiquarian_4,,,,,,,,,,,
13A_AntiquarianSpouse_00,13A_AntiquarianSpouse_00,@13A_AntiquarianSpouse,Objects\Characters\npc\Settlements\1336_antiquarianspouse.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_13A_AntiquarianSpouse_1,,,,,,,,,,,
13A_AntiquarianSpouse_01,13A_AntiquarianSpouse_01,@13A_AntiquarianSpouse,Objects\Characters\npc\Settlements\1336_antiquarianspouse.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_13A_AntiquarianSpouse_2,,,,,,,,,,,
1307_Commander,13A_Commander,@13A_Commander,Objects\Characters\npc\Settlements\1307_commander.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_convo_thinking_ambient.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,,,,,,,,,,,,
1308_Alchemist,13A_Alchemist,@13A_Alchemist,Objects\Characters\npc\Settlements\1308_alchemist.cdf,Libs\Timeline\Npc\settle_alchemist_exit_01.timeline,Libs\Timeline\Npc\settle_alchemist_intro_01.timeline,Libs\Timeline\Npc\settle_alchemist_ambient_01.timeline,Libs\Timeline\Npc\settle_alchemist_interact_01.timeline,,,Objects\Crafting\Props\Housewares\Writing\JAV_PRP_openbook_A.cgf,-0.2756,-0.2125,1.8104,71.6759,358.2156,114.3229,,,
1309_Adjudicator,13A_Adjudicator,@13A_Adjudicator,Objects\Characters\npc\Settlements\1309_adjudicator.cdf,Libs\Timeline\Npc\settle_adjudicator_exit_01.timeline,Libs\Timeline\Npc\settle_adjudicator_intro_01.timeline,Libs\Timeline\Npc\settle_adjudicator_convo_thinking_ambient.timeline,Libs\Timeline\Npc\settle_adjudicator_interact_01.timeline,,,,,,,,,,,,
13A_Barkeep,13A_Barkeep,@13A_Barkeep,Objects\Characters\npc\Settlements\1310_barkeep.cdf,Libs\Timeline\Npc\settle_barkeep_end_01.timeline,Libs\Timeline\Npc\settle_barkeep_intro_01.timeline,Libs\Timeline\Npc\settle_barkeep_ambient_01.timeline,Libs\Timeline\Npc\settle_barkeep_interact_01.timeline,,,Objects\Crafting\Props\Housewares\PewterSet\JAV_PRP_Tankard.cgf,0.73,-0.0966,1.1726,288.3241,1.7843,294.3229,,,
13A_Innkeep,13A_Innkeep,@13A_Innkeep,Objects\Characters\npc\Settlements\1322_innkeep.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_01_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
13A_Fisher,13A_Fisher,@13A_Fisher,Objects\Characters\npc\Settlements\1323_fisher.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_02_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
99C_FritzCromer,99C_FritzCromer,@99C_FritzCromer,Objects\Characters\npc\Settlements\99C_FritzCromer.cdf,Libs\Timeline\Npc\Interactions\Stand\Drinker\settle_generic_stand_drinker_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Drinker\settle_generic_stand_drinker_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Drinker\settle_generic_stand_drinker_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Drinker\settle_generic_stand_drinker_interact.timeline,,,,,,,,,,,,
99C_RuxandracelRau,99C_RuxandracelRau,@99C_RuxandracelRau,Objects\Characters\npc\Settlements\99C_RuxandracelRau.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_overseer_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,
99C_BellaRuby,99C_BellaRuby,@99C_BellaRuby,Objects\Characters\npc\Settlements\99C_BellaRuby.cdf,Libs\Timeline\Npc\settle_overseer_outro_01.timeline,Libs\Timeline\Npc\settle_overseer_intro_01.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,,,,,,,,,,,,
0249a_Aethelwynn_6,0249a_Aethelwynn_6,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_lookaround_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_01_ambient.timeline,SwapActive_02A_Aethelwynn_6,,,,,,,,,,,
0250a_Baldr_1,0250a_Baldr_1,@0250a_Baldr1,Objects\Characters\npc\Settlements\0250a_Baldr.cdf,Libs\Timeline\Npc\NPC_Wolf_Sits_Outro.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Intro.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Loop.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Interact.timeline,SwapActive_02A_Baldr_1,,,,,,,,,,,
0250a_Baldr_2,0250a_Baldr_2,@0250a_Baldr2,Objects\Characters\npc\Settlements\0250a_Baldr.cdf,Libs\Timeline\Npc\NPC_Wolf_Sits_Outro.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Intro.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Loop.timeline,Libs\Timeline\Npc\NPC_Wolf_Sits_Interact.timeline,SwapActive_02A_Baldr_2,,,,,,,,,,,
0251a_Headstone,0251a_Headstone,@0251a_Headstone,,,,,,,,,,,,,,,,,
99B_Yonas_p2,99B_Yonas_p2,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p2_On,,,,,,,,,,,
99B_Yonas_p3,99B_Yonas_p3,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p3_On,,,,,,,,,,,
99B_Yonas_p6,99B_Yonas_p6,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p6_On,,,,,,,,,,,
99B_Yonas_p7,99B_Yonas_p7,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p7_On,,,,,,,,,,,
99B_Yonas_p8,99B_Yonas_p8,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p8_On,,,,,,,,,,,
99B_Yonas_p9,99B_Yonas_p9,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Yonas_p9_On,,,,,,,,,,,
99_Yonas_CaerDunFinal,NPC_9902_MSQ_Yonas,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_AlazarYonas_OnOff && (99_MSQ_34 || 99C_MSQ_11),,,,,,,,,,,
99B_Galahad_p2,99B_Galahad_p2,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_99B_Galahad_p2_On,,,,,,,,,,,
99B_Galahad_p8,99B_Galahad_p8,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,SwapActive_99B_Galahad_p8_On,,,,,,,,,,,
99B_Grace_p1,99B_Grace_p1,@99B_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_99B_Grace_p1_On,,,,,,,,,,,
99B_Grace_p2,99B_Grace_p2,@99B_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_sit_ambient_feethanging_exit_01.timeline,Libs\Timeline\Npc\settle_sit_ambient_feethanging_greet_01.timeline,Libs\Timeline\Npc\settle_sit_ambient_feethanging_idleloop_01.timeline,Libs\Timeline\Npc\settle_sit_ambient_feethanging_interactloop_01.timeline,SwapActive_99B_Grace_p2_On,,,,,,,,,,,
99B_Sun_p3,99B_Sun_p3,@99B_Sun,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Sun_p3_On,,,,,,,,,,,
99B_Sun_p4,99B_Sun_p4,@99B_Sun,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_99B_Sun_p4_On,,,,,,,,,,,
