VariantID,Visual_Chest,Visual_Loot,GatherableEntryID,LootTableComponent,GatheringRadius,InteractionRadius,DetectableRadius,DepletedPreload,DepletedSFX,DepletedFX,Idle_VFX,MarkerRadius,Name,LoS_Override,MarkerOffset_Z,InteractTag,DepletedFXOffset_Y,DepletedFXOffset_Z,IdleFXOffset_Y,IdleFXOffset_Z,LootLockSlice,Idle_SFX_Preload,Depleted_SFX_Particle_Preload,Depleted_SFX_Offset_Y,Depleted_SFX_Offset_Z,Idle_SFX_Offset_Y,Idle_SFX_Offset_Z,Idle_SFX_Play,Idle_SFX_Stop,AudioPreload_gathering,SFX_Gathering,Required_Progression,LootLockVariant
WeaponPile,,,LootMediumT1,ContainerLootProcWeapons,3,5,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,7,@LootContainer_WeaponPile_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
BeachGreatSword,,slices/WorldEvents/StarterBeach/Shipwreck/WorldEvent_Object_MSQ_GreatSword_Healthy.dynamicslice,LootMediumT1,BeachGreatSwordChest,0.25,3,1,loot_container,Play_Gather_Chest_Small,cFX_Loot.Chest_Small_Celebration01,Loot.Crate_xsmall01,4,@2hGreatSwordDropT2_MasterName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
16BS_LegionStoneTomb_Sulfur,,,LootLargeT3ElitePOI_SulfurChestOnly,BrimstoneSulfurSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@16BS_LootContainer_Elite_LegionStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_SulfurPool.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_LegionStoneTomb_Abandoned_T3_L,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@LootContainer_StoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_LegionStoneTomb_16BS03b,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@LootContainer_StoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_16BS03b.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_LegionStoneTomb_FM1617,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@LootContainer_StoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_FM1617.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_LegionStoneTomb_FM1623,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@LootContainer_StoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_FM1623.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_LegionStoneTomb_Abandoned_T3_M,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_StoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_AnubianStoneTomb_Ancient_T3_L,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration03,Loot.GlyphChest_big_open1,5,@LootContainer_AnubianStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AnubianStoneTomb\WorldEvent_IO_AnubianStoneTomb_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_AnubianStoneTomb_Ancient_T3_M,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration04,Loot.GlyphChest_big_open1,5,@LootContainer_AnubianStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AnubianStoneTomb\WorldEvent_IO_AnubianStoneTomb_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_EliteLegionTomb,,,LootLargeT3ElitePOI,BrimstoneEliteSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@16BS_LootContainer_Elite_LegionStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_16BS08c.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
16BS_EliteGlyphChest,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_16_Side_01,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_16_Side_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_FM1620,,,LootLargeT3,BrimstoneSarcophagi,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_AnubianStoneTomb_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_FM1620.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_01,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_02,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_02.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_03,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_03.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_05,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_05.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_06,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_06.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_07,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_07.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_08,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_08.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_10,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_10.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_11,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_11.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_12,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_12.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_13,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_13.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_14,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_14.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_15,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_15.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_17,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_17.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_19,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_19.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_21,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_21.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_22,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_22.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_24,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_24.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_EliteGlyphChest_13_25,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Ancient_DisplayName,false,-0.5,,,,,,slices\WorldEvents\BrimstoneSands\Interact\AncientGlyphChest\WorldEvent_IO_AncientGlyphChest_13_25.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
FlameCore_Forge,,,FlameCore_Forge,,0.5,5,5,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Small_Celebration01,Loot.Chest_big_open01,8,@FlameCore_Forge_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
16BS_LegionStoneTomb_Season_02_A,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.GlyphChest_big_open1,6,@16BS_LootContainer_Elite_LegionStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\BrimstoneSands\Interact\LegionStoneTomb\WorldEvent_IO_LegionStoneTomb_Season_02_A.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,,,
ChestFirstLightRevampBeastlandsT5,slices/POIs/LootContainers/Abandoned_ELITE_T5_Chest.dynamicslice,slices/POIs/LootContainers/Abandoned_ELITE_T5_Loot.dynamicslice,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,5,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,6,@LootContainer_Elite_Beast_DisplayName,,,,,,,,slices\POIs\LootContainers\MapIcon_Chest.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
ChestFirstLightRevampElafryT5,slices/POIs/LootContainers/Abandoned_ELITE_T5_Chest.dynamicslice,slices/POIs/LootContainers/Abandoned_ELITE_T5_Chest.dynamicslice,LootLargeT3ElitePOI,FirstLightRevampElafryChest,0.25,3,5,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,6,@LootContainer_Elite_Supplies_DisplayName,,,,,,,,slices\POIs\LootContainers\MapIcon_Chest.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
09FL_EliteBeastGlyphChest_01_01,,,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Beast_DisplayName,false,-0.5,,,,,,slices\WorldEvents\FirstLight\Interact\BeastGlyphs\WorldEvent_IO_BeastGlyphChest_01_01.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
09FL_EliteBeastGlyphChest_01_02,,,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Beast_DisplayName,false,-0.5,,,,,,slices\WorldEvents\FirstLight\Interact\BeastGlyphs\WorldEvent_IO_BeastGlyphChest_01_02.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
09FL_EliteBeastGlyphChest_01_03,,,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Beast_DisplayName,false,-0.5,,,,,,slices\WorldEvents\FirstLight\Interact\BeastGlyphs\WorldEvent_IO_BeastGlyphChest_01_03.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
09FL_EliteBeastGlyphChest_01_04,,,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Beast_DisplayName,false,-0.5,,,,,,slices\WorldEvents\FirstLight\Interact\BeastGlyphs\WorldEvent_IO_BeastGlyphChest_01_04.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
09FL_EliteBeastGlyphChest_01_05,,,LootLargeT3ElitePOI_BeastChestOnly,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@LootContainer_Elite_Beast_DisplayName,false,-0.5,,,,,,slices\WorldEvents\FirstLight\Interact\BeastGlyphs\WorldEvent_IO_BeastGlyphChest_01_05.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
LNY_Tribute_Table_Variant_01,,,LNY_Tribute_Table_01,Halloween_TreatBasket,0.5,3,4,,,,,,@LNY_Tribute_Table_01_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
EliteChest_Season_04_Throne,,,LootLargeT3ElitePOI,FirstLightRevampBeastlandsChest,8,8,8,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,8,@LootContainer_Throne_DisplayName,,-0.25,,,,,,slices\POIs\LootContainers\MapIcon_Chest.dynamicslice,loot_container,loot_container,-2,2,-2,2,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
EliteChest_Season_04,,,LootLargeT3ElitePOI,FirstLightRevampBeastlandsChest,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration01,Loot.Chest_big_open01,6,@LootContainer_AnubianStoneTomb_DisplayName,,-0.25,,,,,,slices\POIs\LootContainers\MapIcon_Chest.dynamicslice,loot_container,loot_container,-2,2,-2,2,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
StoneTomb_Season_04,,,LootLargeT3ElitePOI,BrimstoneGlyphLockChests,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration03,Loot.GlyphChest_big_open1,5,@LootContainer_AnubianStoneTomb_DisplayName,false,,,,,,,slices\WorldEvents\Seasons\Season_04\WorldEvent_IO_StoneTomb_Master.dynamicslice,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_quest,Play_Gather_Interact_AncientChest,,
Season_05_Trial_Entrance_Dancefloor,,,Season_05_Trial_Entrance_Dancefloor,SummerMedley_DancefloorBoogie,4,4,4,DancefloorBoogie,Play_Summer_DanceFloorBoogie_Complete,event_summer_2022.dancefloor_collect,,4,@Season_05_Trial_Entrance_Dancefloor_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,,,
10WS_CurseDoubloonChest_Small,,slices\POIs\LootContainers\10WS_CutlassKeys\Cursed_Doubloon_Chest.dynamicslice,10ws_DoubloonChestPvP_Small,DoubloonChestPvPSmall,0.25,3,4,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@10ws_DoubloonChestPvP_Small_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
10WS_CurseDoubloonChest_Medium,,slices\POIs\LootContainers\10WS_CutlassKeys\Cursed_Doubloon_Chest.dynamicslice,10ws_DoubloonChestPvP_Medium,DoubloonChestPvPMedium,0.25,3,4,loot_container,Play_Loot_Depleted_WoodCrate,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@10ws_DoubloonChestPvP_Medium_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_WoodCrate,,
10WS_CurseDoubloonChest_Large,,slices\POIs\LootContainers\10WS_CutlassKeys\Cursed_Doubloon_Chest.dynamicslice,10ws_DoubloonChestPvP_Large,DoubloonChestPvPLarge,0.25,3,4,loot_container,Play_Gather_Chest_Large,cFX_Loot.Chest_Big_Celebration02,Loot.GlyphChest_big_open1,6,@10ws_DoubloonChestPvP_Large_DisplayName,false,,,,,,,,loot_container,loot_container,,,,,Play_Loot_Small_Idle,Stop_Loot_Small_Idle,gather_interact_loot,Play_Gather_Interact_LootLarge,,
