TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TargetDescriptionTaskId,TP_DescriptionTag,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_S_0861_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_2_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0861_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_3_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0862_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0862_tasks_first_container,M_ReturnToGiver,,,
FM_S_0862_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0862_leg_A_task,FM_S_0862_leg_B_task,FM_S_0862_leg_C_task,,
FM_S_0862_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_4_08,,,100,true,,Dynasty_Camp_30237,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0862_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_5_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0862_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_6_08,,,100,true,,Pirate_Harbor_30239,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0863_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0863_tasks_first_container,M_ReturnToGiver,,,
FM_S_0863_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0863_leg_A_task,FM_S_0863_leg_B_task,FM_S_0863_leg_C_task,,
FM_S_0863_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_7_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0863_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_8_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0863_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_9_08,,,100,true,,Dryad_Ruins_30233,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0864_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0864_tasks_first_container,M_ReturnToGiver,,,
FM_S_0864_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0864_leg_A_task,FM_S_0864_leg_B_task,FM_S_0864_leg_C_task,,
FM_S_0864_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_10_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0864_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_08,,,100,true,,Dynasty_Wall_30242,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0864_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_12_08,,,100,true,,Tiger_Cave_30236,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0865_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0865_tasks_first_container,M_ReturnToGiver,,,
FM_S_0865_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0865_leg_A_task,FM_S_0865_leg_B_task,FM_S_0865_leg_C_task,,
FM_S_0865_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_13_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0865_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_14_08,,,100,true,,Dynasty_FireShrine_30228,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0865_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_15_08,,,100,true,,Dynasty_Shipwreck_30227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0866_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0866_tasks_first_container,M_ReturnToGiver,,,
FM_S_0866_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0866_leg_A_task,FM_S_0866_leg_B_task,FM_S_0866_leg_C_task,,
FM_S_0866_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_16_08,,,100,true,,dynasty_temple_40339,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0866_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_17_08,,,100,true,,dynasty_shrine_30302,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0866_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_08,,,100,true,,dynasty_shrine_30312,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0867_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0867_tasks_first_container,M_ReturnToGiver,,,
FM_S_0867_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0867_leg_A_task,FM_S_0867_leg_B_task,FM_S_0867_leg_C_task,,
FM_S_0867_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_08,,,100,true,,dynasty_shrine_30312,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0867_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_20_08,,,100,true,,dynasty_temple_40339,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0867_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_21_08,,,100,true,,graveyard_40338,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0868_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0868_tasks_first_container,M_ReturnToGiver,,,
FM_S_0868_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0868_leg_A_task,FM_S_0868_leg_B_task,FM_S_0868_leg_C_task,,
FM_S_0868_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_22_08,,,100,true,,empressfortress_20201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0868_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_23_08,,,100,true,,dynasty_shrine_20203,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0868_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_24_08,,,100,true,,Dynasty_Monastery_30240,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0869_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0869_tasks_first_container,M_ReturnToGiver,,,
FM_S_0869_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0869_leg_A_task,FM_S_0869_leg_B_task,FM_S_0869_leg_C_task,,
FM_S_0869_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_25_08,,,100,true,,Dynasty_FireShrine_30228,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0869_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_26_08,,,100,true,,Dynasty_Shipwreck_30227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0869_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_08,,,100,true,,Dryad_Ruins_30229,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0870_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0870_tasks_first_container,M_ReturnToGiver,,,
FM_S_0870_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0870_leg_A_task,FM_S_0870_leg_B_task,FM_S_0870_leg_C_task,,
FM_S_0870_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0870_leg_B_task,TaskHaveAndReturnItems,,,1,FM_loot_item_29_08,,,100,true,,Dynasty_Camp_30237,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_S_0870_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_30_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0861_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0861_tasks_first_container,M_ReturnToGiver,,,
FM_C_0861_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0861_leg_A_task,FM_C_0861_leg_B_task,FM_C_0861_leg_C_task,,
FM_C_0861_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_1_08,,,100,true,,Dryad_Ruins_30233,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0861_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_2_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0861_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_3_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0862_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0862_tasks_first_container,M_ReturnToGiver,,,
FM_C_0862_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0862_leg_A_task,FM_C_0862_leg_B_task,FM_C_0862_leg_C_task,,
FM_C_0862_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_4_08,,,100,true,,Dynasty_Camp_30237,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0862_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_5_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0862_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_6_08,,,100,true,,Pirate_Harbor_30239,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0863_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0863_tasks_first_container,M_ReturnToGiver,,,
FM_C_0863_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0863_leg_A_task,FM_C_0863_leg_B_task,FM_C_0863_leg_C_task,,
FM_C_0863_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_7_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0863_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_8_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0863_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_9_08,,,100,true,,Dryad_Ruins_30233,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0864_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0864_tasks_first_container,M_ReturnToGiver,,,
FM_C_0864_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0864_leg_A_task,FM_C_0864_leg_B_task,FM_C_0864_leg_C_task,,
FM_C_0864_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_10_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0864_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_08,,,100,true,,Dynasty_Wall_30242,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0864_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_12_08,,,100,true,,Tiger_Cave_30236,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0865_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0865_tasks_first_container,M_ReturnToGiver,,,
FM_C_0865_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0865_leg_A_task,FM_C_0865_leg_B_task,FM_C_0865_leg_C_task,,
FM_C_0865_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_13_08,,,100,true,,Dynasty_EarthShrine_30231,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0865_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_14_08,,,100,true,,Dynasty_FireShrine_30228,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0865_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_15_08,,,100,true,,Dynasty_Shipwreck_30227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0866_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0866_tasks_first_container,M_ReturnToGiver,,,
FM_C_0866_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0866_leg_A_task,FM_C_0866_leg_B_task,FM_C_0866_leg_C_task,,
FM_C_0866_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_16_08,,,100,true,,dynasty_temple_40339,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0866_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_17_08,,,100,true,,dynasty_shrine_30302,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0866_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_08,,,100,true,,dynasty_shrine_30312,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0867_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0867_tasks_first_container,M_ReturnToGiver,,,
FM_C_0867_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0867_leg_A_task,FM_C_0867_leg_B_task,FM_C_0867_leg_C_task,,
FM_C_0867_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_08,,,100,true,,dynasty_shrine_30312,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0867_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_20_08,,,100,true,,dynasty_temple_40339,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0867_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_21_08,,,100,true,,graveyard_40338,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0868_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0868_tasks_first_container,M_ReturnToGiver,,,
FM_C_0868_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0868_leg_A_task,FM_C_0868_leg_B_task,FM_C_0868_leg_C_task,,
FM_C_0868_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_22_08,,,100,true,,empressfortress_20201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0868_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_23_08,,,100,true,,dynasty_shrine_20203,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0868_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_24_08,,,100,true,,Dynasty_Monastery_30240,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0869_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0869_tasks_first_container,M_ReturnToGiver,,,
FM_C_0869_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0869_leg_A_task,FM_C_0869_leg_B_task,FM_C_0869_leg_C_task,,
FM_C_0869_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_25_08,,,100,true,,Dynasty_FireShrine_30228,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0869_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_26_08,,,100,true,,Dynasty_Shipwreck_30227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0869_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_08,,,100,true,,Dryad_Ruins_30229,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0870_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0870_tasks_first_container,M_ReturnToGiver,,,
FM_C_0870_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0870_leg_A_task,FM_C_0870_leg_B_task,FM_C_0870_leg_C_task,,
FM_C_0870_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_08,,,100,true,,Dynasty_WaterShrine_30234,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0870_leg_B_task,TaskHaveAndReturnItems,,,1,FM_loot_item_29_08,,,100,true,,Dynasty_Camp_30237,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_C_0870_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_30_08,,,100,true,,Dynasty_MountainTemple_30235,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,
FM_08_PVP_Spy_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_08_PVP_Spy_Marauder_2_step_container,M_ReturnToGiver,,,
FM_08_PVP_Spy_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,1,,,,,,,,,,,,FM_08_PVP_Spy_Marauder_first_ordie,FM_08_PVP_Spy_Marauder_task_ordie,,,
FM_08_PVP_Spy_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_08_PVP_Spy_Marauder_first,M_task_die_reset,,,
FM_08_PVP_Spy_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0003_DeadDropGiveItem,100,,true,,poi_20221_factionarea,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,6089.8 4991.9 41.2,,,,,,,,,,,,,,,,,
