TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
09A_M3_TriggerArea_Wagon,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M3_Wagon,@09A_M3_TriggerArea_Wagon,,8840.792 1690.2495,,,,,,,,,,,,,,,,,
09A_M3_SignalFire,TaskGameEvent,,,1,09A_M3_SignalWagon,,,,,,,,,,,,,,,IO_09A_M3_SignalWagon,,,09A_M3_SignalWagon_Interact,,,,,,,,,,,,,,,,,,,,@09A_M3_SignalWagon,,8840.792 1690.2495 91.6882,,,,,,,,,,,,,,,,,
09A_M3_SwapActive_Hargest_NE_A_On,TaskUnlockAchievement,,,,SwapActive_09A_Hargest_NE_A_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_TalkTo_Hargest2,TaskConversationTopic,,,,09a_Hargest_NE_A,,,,,,,,,,,,,,,,09a_M3_Topic_Hargest2,,,,,,,,,,,,,,,,,,,,,,@09a_M3_Task_Hargest_TalkTo2,,,,,,,,,,,,,,,,,,,
09A_M3_SwapActive_Hargest_NE_A_Off,TaskLockAchievement,,,,SwapActive_09A_Hargest_NE_A_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M3_Container_02,,,1,,,,,,,,,,,,09A_M3_SwapActive_Hargest_NE_A_Off,09A_M3_Container_RescueRanger_Main,09A_M3_Container_SwapActive_End,,
09A_M3_Container_RescueRanger_Main,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_Container_DazedRangerA,09A_M3_Container_DazedRangerB,09A_M3_Container_DazedRangerC,,
09A_M3_Container_DazedRangerA,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_DazedRangerA,09A_M3_DazedRangerA_Subtitle,,,
09A_M3_DazedRangerA,TaskGameEvent,,,1,09A_M3_DazedRangerA,,,,,,,,,,,,,,,IO_09A_M3_DazedRangerA,,,09A_M3_DazedRangerA_Interact,,,,,,,,,,,,,,,,,,,,@09A_M3_DazedRangerA,,8845.2539 1408.6072 72.2126,,,true,,,,,,,,,,,,,,
09A_M3_DazedRangerA_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M3_RescueRangerA_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_DazedRangerB,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_DazedRangerB,09A_M3_DazedRangerB_Subtitle,,,
09A_M3_DazedRangerB,TaskGameEvent,,,1,09A_M3_DazedRangerB,,,,,,,,,,,,,,,IO_09A_M3_DazedRangerB,,,09A_M3_DazedRangerB_Interact,,,,,,,,,,,,,,,,,,,,@09A_M3_DazedRangerB,,8956.7695 1403.51 53.6,,,true,,,,,,,,,,,,,,
09A_M3_DazedRangerB_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M3_RescueRangerB_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_DazedRangerC,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_DazedRangerC,09A_M3_DazedRangerC_Subtitle,,,
09A_M3_DazedRangerC,TaskGameEvent,,,1,09A_M3_DazedRangerC,,,,,,,,,,,,,,,IO_09A_M3_DazedRangerC,,,09A_M3_DazedRangerC_Interact,,,,,,,,,,,,,,,,,,,,@09A_M3_DazedRangerC,,8967.46 1322.92 54.0074,,,true,,,,,,,,,,,,,,
09A_M3_DazedRangerC_Subtitle,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M3_RescueRangerC_Subtitle_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_SwapActive_End,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_SwapActive_Hargest_NE_C_On,09A_M3_SwapActive_Pyre,09A_M3_SwapActive_RichesNote_On,09A_M3_SwapActive_OakesBed_WC_Off,
09A_M3_SwapActive_Hargest_NE_C_On,TaskUnlockAchievement,,,,SwapActive_09A_Hargest_NE_C_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_SwapActive_Pyre,TaskUnlockAchievement,,,,SwapActive_09A_M3_Pyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_SwapActive_RichesNote_On,TaskUnlockAchievement,,,,SwapActive_09A_M3_RichesNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_SwapActive_OakesBed_WC_Off,TaskLockAchievement,,,,SwapActive_09A_M2_OakesBed_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_Container_End,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M3_TriggerArea_Hargest,09A_M3_RichesNote_Read,09A_M3_SwapActive_RichesNote_Off,09A_M3_RichesNote_VO,
09A_M3_TriggerArea_Hargest,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M3_Hargest,@09A_M3_TriggerArea_Hargest,,8824.3564 1238.2271 73.5224,,,true,,,,,,,,,,,,,,
09A_M3_RichesNote_Read,TaskAchievement,,,1,Lore_unlock_09A_FirstLight_Title_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M3_RichesNote_Read,,8824.3564 1238.2271,,,,,,,,,,,,,,,,,
09A_M3_SwapActive_RichesNote_Off,TaskLockAchievement,,,,SwapActive_09A_M3_RichesNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M3_RichesNote_VO,TaskTriggerGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M3_VOLoreNote_Riches_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M4_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M4_Container_Main,,,,,,,,,,,,,,,09A_M4_GoTo_Dayspring,09A_M4_Container_01,09A_M4_Container_04,,
09A_M4_GoTo_Dayspring,TaskGoToPOITag,,,,,,,,true,,abandoned_village_40044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M4_GoTo_DaySpring,,,,,,,,,,,,,,,,,,,
09A_M4_Container_01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M4_Container_02,09A_M4_Kill_AngryEarth01,,,
09A_M4_Container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M4_Container_01,,,1,,,,,,,,,,,,09A_M4_Investigate_Blood,09A_M4_Investigate_Tracks,09A_M4_TriggerWhisper,09A_M4_WhisperPlant_Dayspring,09A_M4_Container_03
09A_M4_Investigate_Blood,TaskGameEvent,,,1,09A_M4_SuspiciousBlood,,,,true,,abandoned_village_40044,,,,,,,,,IO_09A_M4_SuspiciousBlood,,,09A_M4_SuspiciousBlood_Interact,,,,,,,,,,,,,,,,,,,,@09A_M4_Investigate_Blood,,8877.195 1097.098,,,,,,,,,,,,,,,,,
09A_M4_Kill_AngryEarth01,TaskKillContribution,,,7,,,,,true,,abandoned_village_40044,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@09A_M4_Kill_AngryEarth01,,,,,,,,,,,,,,,,,,,
09A_M4_Container_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M4_ExtinguishFlames,09A_M4_SwapActive_Riches,09A_M4_TriggerFindRiches,09A_M4_Cut_Wick,09A_M4_SubContainer_03
09A_M4_SubContainer_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M4_TalkTo_Riches,09A_M4_Walkaway_Riches,09A_M4_SwapActive_Riches_M5,,
09A_M4_TriggerWhisper,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M4_Whisper,@09A_M4_Container_02,,8958.2637 1042.7751 61.5322,,,true,,,,,,,,,,,,,,
09A_M4_WhisperPlant_Dayspring,TaskGameEvent,,,1,09A_WhisperPlant_Dayspring,,,,,,,,,,,,,,,IO_09A_WhisperPlant_Dayspring,,,09A_WhisperPlant_Dayspring_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8949.3506 1043.5242 61.7594,,,,,,,,,,,,,,,,,
09A_M4_Investigate_Tracks,TaskGameEvent,,,1,09A_M4_PeculiarFootprints,,,,true,,abandoned_village_40044,,,,,,,,,IO_09A_M4_PeculiarFootprints,,,09A_M4_PeculiarFootprints_Interact,,,,,,,,,,,,,,,,,,,,@09A_M4_Investigate_Tracks,,8892.172 1036.953,,,,,,,,,,,,,,,,,
09A_M4_Container_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M4_TriggerFollowRiches,09A_M4_WhisperPlant_Settlement,09A_M4_GoTo_RichesRedoubt,,
09A_M4_ExtinguishFlames,TaskGameEvent,,,1,09A_M4_ExtinguishFlames,,,,true,,abandoned_village_40044,,,,,,,,,IO_09A_M4_ExtinguishFlames,,,09A_M4_ExtinguishFlames_Interact,,,,,,,,,,,,,,,,,,,,@09A_M4_ExtinguishFlames,,8978.014 1049.203 62.425,,,false,,,,,,,,,,,,,,
09A_M4_SwapActive_Flames,TaskUnlockAchievement,,,,SwapActive_09A_M4_Flames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M4_SwapActive_Riches,TaskUnlockAchievement,,,,SwapActive_09A_Riches_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M4_TriggerFindRiches,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M4_FindRiches,@09A_M4_FindRiches,,8995.083 1124.2126 69.1082,,,true,,,,,,,,,,,,,,
09A_M4_Cut_Wick,TaskGameEvent,,,1,09A_M4_CutWick,,,,true,,abandoned_village_40044,,,,,,,,,IO_09A_M4_CutWick,,,09A_M4_CutWick_Interact,,,,,,,,,,,,,,,,,,,,@09A_M4_Cut_Wick,,9001.727 1127.876,,,,,,,,,,,,,,,,,
09A_M4_TalkTo_Riches,TaskConversationTopic,,,,09A_Riches,,,,,,,,,,,,,,,,09a_M4_Topic_Riches,,,,,,,,,,,,,,,,,,,,,,@09A_M4_TalkTo_Riches,,,,,,,,,,,,,,,,,,,
09A_M4_GoTo_RichesRedoubt,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M4_Tavern,@09A_M4_EnterTavern,,8893.305 698.416 66.709,,,true,,,,,,,,,,,,,,
09A_M4_Walkaway_Riches,TaskLockAchievement,,,,SwapActive_09A_Riches_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M4_SwapActive_Riches_M5,TaskUnlockAchievement,,,,SwapActive_09A_Riches_M5_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M4_TriggerFollowRiches,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M4_FollowRiches,@09A_M4_EnterTavern,,8914.4736 871.851 53,,,true,,,,,,,,,,,,,,
09A_M4_WhisperPlant_Settlement,TaskGameEvent,,,1,09A_WhisperPlant_Settlement,,,,,,,,,,,,,,,IO_09A_WhisperPlant_Settlement,,,09A_WhisperPlant_Settlement_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8904.5361 872.0546 53.1784,,,,,,,,,,,,,,,,,
09A_M5_Container_Main,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09A_M5_Container_00,09A_M5_Container_01,09A_M5_Container_02,09A_M5_Container_03,09A_M5_Container_04
09A_M5_Container_00,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_SwapActive_Trahern_RR_Off_Reset,09A_M5_SwapActive_Trahern_Tav_Off_Reset,09A_M5_GiveWorkOrder,09A_M2_GoToPOI,
09A_M5_SwapActive_Trahern_RR_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_Trahern_RR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_SwapActive_Trahern_Tav_Off_Reset,TaskLockAchievement,,,,SwapActive_09A_Trahern_Tav_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_GiveWorkOrder,TaskGiveItem,,,1,WorkOrder_09a_M5_Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M2_GoToPOI,TaskGoToPOITag,,,,,,,,true,,abandoned_village_40050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_Task_GoToPOI,,,,,,,,,,,,,,,,,,,
09A_M5_Container_01,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Container_01,,,1,,,,,,,,,,,,09A_M5_Container_01A,09A_M5_Container_Fragment,,,
09A_M5_Container_01A,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Container_01A,,,,,,,,,,,,,,,09A_M5_Sap,09A_M5_RatFat,09A_M5_MulchInnards,,
09A_M5_Sap,TaskHaveAndReturnItems,,,2,09A_M5_Sap,09A_M5_FallenLog,100,,true,,abandoned_village_40050,,,,,,,,,IO_09A_M5_FallenLog,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_Sap,,,,,,,,,,,,,,,,,,,
09A_M5_RatFat,TaskHaveAndReturnItems,,,2,09A_M5_RatFat,FL_Rat_HercyneRat_09FL02b,100,,true,,abandoned_village_40050,,true,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_RatFat,,8621.685 914.880,,,,,,,,,,,,,,,,,
09A_M5_MulchInnards,TaskHaveAndReturnItems,,,2,09A_M5_MulchInnards,FL_Hercyne_Corvid_09FL02b,100,,true,,abandoned_village_40050,,true,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_MulchInnards,,,,,,,,,,,,,,,,,,,
09A_M5_Container_Fragment,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_TriggerArea_WhisperPlant_Tanglesnap,09A_M5_WhisperPlant_Tanglesnap,09A_M5_ShrineFragment,,
09A_M5_TriggerArea_WhisperPlant_Tanglesnap,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M5_WhisperPlant_Tanglesnap,@09A_M5_TriggerArea_WhisperPlant_Tanglesnap,,8553.2813 976.8885 83.4611,,,true,,,,,,,,,,,,,,
09A_M5_WhisperPlant_Tanglesnap,TaskGameEvent,,,1,09A_WhisperPlant_Tanglesnap,,,,,,,,,,,,,,,IO_09A_WhisperPlant_Tanglesnap,,,09A_WhisperPlant_Tanglesnap_Interact,,,,,,,,,,,,,,,,,,,,@09A_Task_WhisperPlant,,8562 976,,,,,,,,,,,,,,,,,
09A_M5_ShrineFragment,TaskHaveAndReturnItems,,,1,09A_M5_ShrineFragment,09A_M5_ShrineFragment,100,,,,,,,,,,,,,IO_09A_M5_ShrineFragment,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_ShrineFragment,,8553.2832 976.8801 83.6775,,,true,,,,,,,,,,,,,,
09A_M5_Container_02,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Container_02,,,,,,,,,,,,,,,09A_M5_Container_Pitch,09A_M5_RepairShrine,09A_M5_ShrineRepaired,09A_M5_Container_RemoveItems,09A_M5_SwapActive_Trahern_RR_On
09A_M5_Container_Pitch,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_Container_Craft,09A_M5_HaveGlue,,,
09A_M5_Container_Craft,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_CraftGlue_Camp,09A_M5_Container_Craft_Station,,,
09A_M5_CraftGlue_Camp,TaskCraftRecipe,,,1,,,,,,,,,,,,,,09a_M5_Glue,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_CraftGlue,,,,,,,,,,,,,,,,,,,
09A_M5_Container_Craft_Station,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_UseRepository,09A_M5_CraftGlue_Station,,,
09A_M5_UseRepository,TaskInteract,,,1,,,,,,,,,,,,,,,,SettlementAlchemy,,,,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,true,,,,,
09A_M5_CraftGlue_Station,TaskCraftRecipe,,,1,,,,,,,,,,,,,,09a_M5_Glue,,,,,,,,,,,,,,,,,,,,,,,,,@09A_M5_CraftGlue,,,1,,,,,,,,,,,,,,,,
09A_M5_HaveGlue,TaskHaveItems,,,1,09A_M5_Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_RepairShrine,TaskGameEvent,,,1,09A_M5_RepairShrine,,,,true,,abandoned_village_40060,,,,,,,,,IO_09A_M5_RepairShrine,,,09A_M5_RepairShrine_Interact,,,,,,,,,,,,,,,,,,,,@09A_M5_RepairShrine,,8786.8486 765.9653 80.1424,,,true,,,,,,,,,,,,,,
09A_M5_ShrineRepaired,TaskUnlockAchievement,,,,09A_M5_ShrineRepaired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_Container_RemoveItems,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_RemoveGlue,09A_M5_RemoveShrineFragment,,,
09A_M5_RemoveGlue,TaskRemoveItem,,,1,09A_M5_Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_RemoveShrineFragment,TaskRemoveItem,,,1,09A_M5_ShrineFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_SwapActive_Trahern_RR_On,TaskUnlockAchievement,,,,SwapActive_09A_Trahern_RR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_Container_03,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Container_03,,,1,,,,,,,,,,,,09A_M5_TalkTo_Trahern,09A_M5_SwapActive_Trahern_RR_Off,09A_M5_TalkTo_Riches,09A_M5_SwapActive_Trahern_Tav_On,
09A_M5_TalkTo_Trahern,TaskConversationTopic,,,,09a_Trahern_RR,,,,,,,,,,,,,,,,09a_M5_Topic_Trahern,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Task_Trahern_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M5_SwapActive_Trahern_RR_Off,TaskLockAchievement,,,,SwapActive_09A_Trahern_RR_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_TalkTo_Riches,TaskConversationTopic,,,,09a_Riches_M5,,,,,,,,,,,,,,,,09a_M5_Topic_Riches,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Task_Riches_TalkTo,,,,,,,,,,,,,,,,,,,
09A_M5_SwapActive_Trahern_Tav_On,TaskUnlockAchievement,,,,SwapActive_09A_Trahern_Tav_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
09A_M5_Container_04,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@09a_M5_Container_04,,,,,,,,,,,,,,,09A_M5_Container_04a,09A_M5_Container_04b,,,
09A_M5_Container_04a,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_WindowBoard_Tracker_1,09A_M5_Container_WindowBoard_1,09A_M5_WindowBoard_Tracker_2,09A_M5_Container_WindowBoard_2,
09A_M5_WindowBoard_Tracker_1,TaskGameEvent,,,3,,,,,,,,,,,,,,,,,,,09A_M5_WindowBoard_1_Interact,,,,,,,,,,,,,,,,,,,,@09a_M5_WindowBoard_1,,8881.8379 696.6821,,,true,,,,,,,,,,,,,,
09A_M5_Container_WindowBoard_1,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_WindowBoardA,09A_M5_WindowBoardB,09A_M5_WindowBoardC,,
09A_M5_WindowBoardA,TaskGameEvent,,,1,09A_M5_WindowBoardA,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardA,,,09A_M5_WindowBoard_1_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_WindowBoardB,TaskGameEvent,,,1,09A_M5_WindowBoardB,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardB,,,09A_M5_WindowBoard_1_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_WindowBoardC,TaskGameEvent,,,1,09A_M5_WindowBoardC,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardC,,,09A_M5_WindowBoard_1_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_WindowBoard_Tracker_2,TaskGameEvent,,,3,,,,,,,,,,,,,,,,,,,09A_M5_WindowBoard_2_Interact,,,,,,,,,,,,,,,,,,,,@09a_M5_WindowBoard_2,,8881.8379 696.6821,,,true,,,,,,,,,,,,,,
09A_M5_Container_WindowBoard_2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_WindowBoardD,09A_M5_WindowBoardE,09A_M5_WindowBoardF,,
09A_M5_WindowBoardD,TaskGameEvent,,,1,09A_M5_WindowBoardD,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardD,,,09A_M5_WindowBoard_2_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_WindowBoardE,TaskGameEvent,,,1,09A_M5_WindowBoardE,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardE,,,09A_M5_WindowBoard_2_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_WindowBoardF,TaskGameEvent,,,1,09A_M5_WindowBoardF,,,,,,,,,,,,,,,IO_09A_M5_WindowBoardF,,,09A_M5_WindowBoard_2_Interact,,,,,,,,,,,,,,,,,,,,,,,1,,true,,,,,,,,,,,,,,
09A_M5_Container_04b,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,09A_M5_TriggerArea_Horn,09A_M5_DefenseEncounter_Complete,09A_M5_TavernDefended,,
09A_M5_TriggerArea_Horn,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_09A_M5_Horn,@09A_M5_DefenseEncounter_Complete,,8879.0811 708.3986 75.6527,,,true,,,,,,,,,,,,,,
09A_M5_DefenseEncounter_Participate,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M5_DefenseEncounter_Participate,,,,,,,,,,,,,,,,,,,,@09A_M5_DefenseEncounter_Complete,,8868.8877 707.0239 62.3731,,,true,,,,,,,,,,,,,,
09A_M5_DefenseEncounter_Complete,TaskGameEvent,,,1,,,,,,,,,,,,,,,,,,,09A_M5_DefenseEncounter_Complete,,,,,,,,,,,,,,,,,,,,@09A_M5_DefenseEncounter_Complete,,8868.8877 707.0239 62.3731,,,true,,,,,,,,,,,,,,
09A_M5_TavernDefended,TaskUnlockAchievement,,,,09A_M5_TavernDefended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
