TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_04_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_04_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_PVP_SpySpot_Covenant_task,FM_04_PVP_SpySpot_Covenant_remove,,,
FM_04_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,,1,FM_PVP_Covenant_item_2,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_40286,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_circulate_step_2_at_POI,,8894.4 4647.1 142,,,,,,,,,,,
FM_04_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_0401_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0401_tasks_first_container,M_ReturnToGiver,,,
FM_0401_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0401_leg_A_task,FM_0401_leg_B_task,FM_0401_leg_C_task,,
FM_0401_leg_A_task,TaskKillContribution,,,,8,,,,,1,,ancient_ruins_40223,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0401_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0401_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0402_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0402_tasks_first_container,M_ReturnToGiver,,,
FM_0402_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0402_leg_A_task,FM_0402_leg_B_task,FM_0402_leg_C_task,,
FM_0402_leg_A_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0402_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0402_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_50232,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0403_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0403_tasks_first_container,M_ReturnToGiver,,,
FM_0403_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0403_leg_A_task,FM_0403_leg_B_task,FM_0403_leg_C_task,,
FM_0403_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0403_leg_B_task,TaskKillContribution,,,,8,,,,,1,,mine_40203,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0403_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0404_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0404_tasks_first_container,M_ReturnToGiver,,,
FM_0404_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0404_leg_A_task,FM_0404_leg_B_task,FM_0404_leg_C_task,,
FM_0404_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0404_leg_B_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0404_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0405_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0405_tasks_first_container,M_ReturnToGiver,,,
FM_0405_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0405_leg_A_task,FM_0405_leg_B_task,FM_0405_leg_C_task,,
FM_0405_leg_A_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0405_leg_B_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0405_leg_C_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0406_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0406_tasks_first_container,M_ReturnToGiver,,,
FM_0406_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0406_leg_A_task,FM_0406_leg_B_task,FM_0406_leg_C_task,,
FM_0406_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0406_leg_B_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0406_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0407_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0407_tasks_first_container,M_ReturnToGiver,,,
FM_0407_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0407_leg_A_task,FM_0407_leg_B_task,FM_0407_leg_C_task,,
FM_0407_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0407_leg_B_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0407_leg_C_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0408_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0408_tasks_first_container,M_ReturnToGiver,,,
FM_0408_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0408_leg_A_task,FM_0408_leg_B_task,FM_0408_leg_C_task,,
FM_0408_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0408_leg_B_task,TaskKillContribution,,,,5,,,,,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0408_leg_C_task,TaskKillContribution,,,,3,,,,,1,,ancient_tower_40215,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0410_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0410_tasks_first_container,M_ReturnToGiver,,,
FM_0410_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_0410_leg_A_task,FM_0410_leg_B_task,FM_0410_leg_C_task,,
FM_0410_leg_A_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40220,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0410_leg_B_task,TaskKillContribution,,,,3,,,,,1,,ancient_lookout_40112,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_0410_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_bridge_40126,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0401_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0401_tasks_first_container,M_ReturnToGiver,,,
FM_S_0401_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0401_leg_A_task,FM_S_0401_leg_B_task,FM_S_0401_leg_C_task,,
FM_S_0401_leg_A_task,TaskKillContribution,,,,8,,,,,1,,ancient_ruins_40223,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0401_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0401_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0402_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0402_tasks_first_container,M_ReturnToGiver,,,
FM_S_0402_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0402_leg_A_task,FM_S_0402_leg_B_task,FM_S_0402_leg_C_task,,
FM_S_0402_leg_A_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0402_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0402_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_50232,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0403_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0403_tasks_first_container,M_ReturnToGiver,,,
FM_S_0403_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0403_leg_A_task,FM_S_0403_leg_B_task,FM_S_0403_leg_C_task,,
FM_S_0403_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0403_leg_B_task,TaskKillContribution,,,,8,,,,,1,,mine_40203,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0403_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0404_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0404_tasks_first_container,M_ReturnToGiver,,,
FM_S_0404_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0404_leg_A_task,FM_S_0404_leg_B_task,FM_S_0404_leg_C_task,,
FM_S_0404_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0404_leg_B_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0404_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0405_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0405_tasks_first_container,M_ReturnToGiver,,,
FM_S_0405_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0405_leg_A_task,FM_S_0405_leg_B_task,FM_S_0405_leg_C_task,,
FM_S_0405_leg_A_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0405_leg_B_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0405_leg_C_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0406_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0406_tasks_first_container,M_ReturnToGiver,,,
FM_S_0406_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0406_leg_A_task,FM_S_0406_leg_B_task,FM_S_0406_leg_C_task,,
FM_S_0406_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0406_leg_B_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0406_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0407_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0407_tasks_first_container,M_ReturnToGiver,,,
FM_S_0407_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0407_leg_A_task,FM_S_0407_leg_B_task,FM_S_0407_leg_C_task,,
FM_S_0407_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0407_leg_B_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40218,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0407_leg_C_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40219,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0408_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0408_tasks_first_container,M_ReturnToGiver,,,
FM_S_0408_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0408_leg_A_task,FM_S_0408_leg_B_task,FM_S_0408_leg_C_task,,
FM_S_0408_leg_A_task,TaskKillContribution,,,,4,,,,,1,,ancient_tower_40217,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0408_leg_B_task,TaskKillContribution,,,,5,,,,,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0408_leg_C_task,TaskKillContribution,,,,3,,,,,1,,ancient_tower_40215,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0410_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0410_tasks_first_container,M_ReturnToGiver,,,
FM_S_0410_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_S_0410_leg_A_task,FM_S_0410_leg_B_task,FM_S_0410_leg_C_task,,
FM_S_0410_leg_A_task,TaskKillContribution,,,,6,,,,,1,,ancient_tower_40220,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0410_leg_B_task,TaskKillContribution,,,,3,,,,,1,,ancient_lookout_40112,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_S_0410_leg_C_task,TaskKillContribution,,,,4,,,,,1,,ancient_bridge_40126,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0401_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0401_tasks_first_container,M_ReturnToGiver,,,
FM_C_0401_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0401_leg_A_task,FM_C_0401_leg_B_task,FM_C_0401_leg_C_task,,
FM_C_0401_leg_A_task,TaskKillContribution,,,,8,,,,,1,,ancient_ruins_40223,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0401_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0401_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0402_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0402_tasks_first_container,M_ReturnToGiver,,,
FM_C_0402_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0402_leg_A_task,FM_C_0402_leg_B_task,FM_C_0402_leg_C_task,,
FM_C_0402_leg_A_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40207,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0402_leg_B_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_40227,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0402_leg_C_task,TaskKillContribution,,,,8,,,,,1,,undead_bastion_50232,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0403_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0403_tasks_first_container,M_ReturnToGiver,,,
FM_C_0403_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0403_leg_A_task,FM_C_0403_leg_B_task,FM_C_0403_leg_C_task,,
FM_C_0403_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0403_leg_B_task,TaskKillContribution,,,,8,,,,,1,,mine_40203,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0403_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0404_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0404_tasks_first_container,M_ReturnToGiver,,,
FM_C_0404_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0404_leg_A_task,FM_C_0404_leg_B_task,FM_C_0404_leg_C_task,,
FM_C_0404_leg_A_task,TaskKillContribution,,,,8,,,,,1,,abandoned_village_40266,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0404_leg_B_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0404_leg_C_task,TaskKillContribution,,,,8,,,,,1,,cave_40224,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0405_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0405_tasks_first_container,M_ReturnToGiver,,,
FM_C_0405_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0405_leg_A_task,FM_C_0405_leg_B_task,FM_C_0405_leg_C_task,,
FM_C_0405_leg_A_task,TaskKillContribution,,,,8,,,,,1,,cave_40247,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_C_0405_leg_B_task,TaskKillContribution,,,,8,,,,,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
