TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_1563_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_9_15,,,100,true,,accursedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1564_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1564_tasks_first_container,M_ReturnToGiver,,,
FM_1564_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1564_leg_A_task,FM_1564_leg_B_task,FM_1564_leg_C_task,,
FM_1564_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_10_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1564_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_11_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1564_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_12_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1565_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1565_tasks_first_container,M_ReturnToGiver,,,
FM_1565_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1565_leg_A_task,FM_1565_leg_B_task,FM_1565_leg_C_task,,
FM_1565_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_13_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1565_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_14_15,,,100,true,,jetsamisle,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1565_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_15_15,,,100,true,,bombasticwreckage,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1566_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1566_tasks_first_container,M_ReturnToGiver,,,
FM_1566_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1566_leg_A_task,FM_1566_leg_B_task,FM_1566_leg_C_task,,
FM_1566_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_16_15,,,100,true,,googlywreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1566_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_17_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1566_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_18_15,,,100,true,,solitudecemetery,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1567_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1567_tasks_first_container,M_ReturnToGiver,,,
FM_1567_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1567_leg_A_task,FM_1567_leg_B_task,FM_1567_leg_C_task,,
FM_1567_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_19_15,,,100,true,,solitudecemetery,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1567_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1567_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_15,,,100,true,,blightedwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1568_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1568_tasks_first_container,M_ReturnToGiver,,,
FM_1568_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1568_leg_A_task,FM_1568_leg_B_task,FM_1568_leg_C_task,,
FM_1568_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_22_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1568_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_23_15,,,100,true,,blightedwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1568_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_24_15,,,100,true,,lookouteast,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1569_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1569_tasks_first_container,M_ReturnToGiver,,,
FM_1569_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1569_leg_A_task,FM_1569_leg_B_task,FM_1569_leg_C_task,,
FM_1569_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_25_15,,,100,true,,googlywreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1569_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_26_15,,,100,true,,fortdamnation,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1569_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_27_15,,,100,true,,lookouteast,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1570_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1570_tasks_first_container,M_ReturnToGiver,,,
FM_1570_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_1570_leg_A_task,FM_1570_leg_B_task,FM_1570_leg_C_task,,
FM_1570_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_15,,,100,true,,fortdamnation,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1570_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_29_15,,,100,true,,ancient_lighthouse,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_1570_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_30_15,,,100,true,,treetopterror,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1561_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1561_tasks_first_container,M_ReturnToGiver,,,
FM_S_1561_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1561_leg_A_task,FM_S_1561_leg_B_task,FM_S_1561_leg_C_task,,
FM_S_1561_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_1_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1561_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1561_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_3_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1562_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1562_tasks_first_container,M_ReturnToGiver,,,
FM_S_1562_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1562_leg_A_task,FM_S_1562_leg_B_task,FM_S_1562_leg_C_task,,
FM_S_1562_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_4_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1562_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_5_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1562_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_6_15,,,100,true,,decayedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1563_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1563_tasks_first_container,M_ReturnToGiver,,,
FM_S_1563_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1563_leg_A_task,FM_S_1563_leg_B_task,FM_S_1563_leg_C_task,,
FM_S_1563_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_7_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1563_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1563_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_9_15,,,100,true,,accursedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1564_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1564_tasks_first_container,M_ReturnToGiver,,,
FM_S_1564_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1564_leg_A_task,FM_S_1564_leg_B_task,FM_S_1564_leg_C_task,,
FM_S_1564_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_10_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1564_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_11_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1564_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_12_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1565_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1565_tasks_first_container,M_ReturnToGiver,,,
FM_S_1565_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1565_leg_A_task,FM_S_1565_leg_B_task,FM_S_1565_leg_C_task,,
FM_S_1565_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_13_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1565_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_14_15,,,100,true,,jetsamisle,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1565_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_15_15,,,100,true,,bombasticwreckage,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1566_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1566_tasks_first_container,M_ReturnToGiver,,,
FM_S_1566_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1566_leg_A_task,FM_S_1566_leg_B_task,FM_S_1566_leg_C_task,,
FM_S_1566_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_16_15,,,100,true,,googlywreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1566_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_17_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1566_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_18_15,,,100,true,,solitudecemetery,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1567_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1567_tasks_first_container,M_ReturnToGiver,,,
FM_S_1567_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1567_leg_A_task,FM_S_1567_leg_B_task,FM_S_1567_leg_C_task,,
FM_S_1567_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_19_15,,,100,true,,solitudecemetery,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1567_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1567_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_15,,,100,true,,blightedwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1568_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1568_tasks_first_container,M_ReturnToGiver,,,
FM_S_1568_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1568_leg_A_task,FM_S_1568_leg_B_task,FM_S_1568_leg_C_task,,
FM_S_1568_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_22_15,,,100,true,,lookoutwest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1568_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_23_15,,,100,true,,blightedwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1568_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_24_15,,,100,true,,lookouteast,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1569_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1569_tasks_first_container,M_ReturnToGiver,,,
FM_S_1569_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1569_leg_A_task,FM_S_1569_leg_B_task,FM_S_1569_leg_C_task,,
FM_S_1569_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_25_15,,,100,true,,googlywreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1569_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_26_15,,,100,true,,fortdamnation,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1569_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_27_15,,,100,true,,lookouteast,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1570_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1570_tasks_first_container,M_ReturnToGiver,,,
FM_S_1570_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1570_leg_A_task,FM_S_1570_leg_B_task,FM_S_1570_leg_C_task,,
FM_S_1570_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_15,,,100,true,,fortdamnation,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1570_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_29_15,,,100,true,,ancient_lighthouse,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_1570_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_30_15,,,100,true,,treetopterror,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1561_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1561_tasks_first_container,M_ReturnToGiver,,,
FM_C_1561_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1561_leg_A_task,FM_C_1561_leg_B_task,FM_C_1561_leg_C_task,,
FM_C_1561_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_1_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1561_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1561_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_3_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1562_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1562_tasks_first_container,M_ReturnToGiver,,,
FM_C_1562_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1562_leg_A_task,FM_C_1562_leg_B_task,FM_C_1562_leg_C_task,,
FM_C_1562_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_4_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1562_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_5_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1562_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_6_15,,,100,true,,decayedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1563_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1563_tasks_first_container,M_ReturnToGiver,,,
FM_C_1563_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1563_leg_A_task,FM_C_1563_leg_B_task,FM_C_1563_leg_C_task,,
FM_C_1563_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_7_15,,,100,true,,archlightcave,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1563_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_15,,,100,true,,cutthroatcavern,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1563_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_9_15,,,100,true,,accursedcamp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1564_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1564_tasks_first_container,M_ReturnToGiver,,,
FM_C_1564_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1564_leg_A_task,FM_C_1564_leg_B_task,FM_C_1564_leg_C_task,,
FM_C_1564_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_10_15,,,100,true,,animalden,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1564_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_11_15,,,100,true,,shipwreck,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_1564_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_12_15,,,100,true,,eastshorepier,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
