TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,TP_StayComplete,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_S_1169_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_11,,,100,1,,crater_corruptedsettlement_60338,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1170_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1170_tasks_first_container,M_ReturnToGiver,,,
FM_S_1170_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_1170_leg_A_task,FM_S_1170_leg_B_task,FM_S_1170_leg_C_task,,
FM_S_1170_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_11,,,100,1,,ancient_watchtower_highbluff_60318,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1170_leg_B_task,TaskHaveAndReturnItems,,,10,FM_loot_item_29_11,,,100,1,,ancient_port_60336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_S_1170_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_30_11,,,100,1,,ancient_lighthouse_60343,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1161_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1161_tasks_first_container,M_ReturnToGiver,,,
FM_C_1161_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1161_leg_A_task,FM_C_1161_leg_B_task,FM_C_1161_leg_C_task,,
FM_C_1161_leg_A_task,TaskHaveAndReturnItems,,,2,FM_loot_item_1_11,,,100,1,,ancient_ruins_streamside_60309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1161_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_11,,,100,1,,ancient_ruins_flooded_60315,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1161_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_3_11,,,100,1,,ancient_ruins_hillside_60317,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1162_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1162_tasks_first_container,M_ReturnToGiver,,,
FM_C_1162_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1162_leg_A_task,FM_C_1162_leg_B_task,FM_C_1162_leg_C_task,,
FM_C_1162_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_4_11,,,100,1,,ancient_ruins_falls_60314,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1162_leg_B_task,TaskHaveAndReturnItems,,,5,FM_loot_item_5_11,,,100,1,,ancient_ruins_crossroads_60313,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1162_leg_C_task,TaskHaveAndReturnItems,,,2,FM_loot_item_6_11,,,100,1,,homestead_waterrun_60304,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1163_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1163_tasks_first_container,M_ReturnToGiver,,,
FM_C_1163_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1163_leg_A_task,FM_C_1163_leg_B_task,FM_C_1163_leg_C_task,,
FM_C_1163_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_7_11,,,100,1,,ancient_ruins_seacliff_60312,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1163_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_8_11,,,100,1,,tree_offering_60319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1163_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_9_11,,,100,1,,ancient_lookout_portside_60308,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1164_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1164_tasks_first_container,M_ReturnToGiver,,,
FM_C_1164_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1164_leg_A_task,FM_C_1164_leg_B_task,FM_C_1164_leg_C_task,,
FM_C_1164_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_10_11,,,100,1,,mine_haunted_whispering_60301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1164_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1164_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_12_11,,,100,1,,wrecked_galleon_60339,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1165_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1165_tasks_first_container,M_ReturnToGiver,,,
FM_C_1165_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1165_leg_A_task,FM_C_1165_leg_B_task,FM_C_1165_leg_C_task,,
FM_C_1165_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_13_11,,,100,1,,wolf_den_forestsouth_60322,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1165_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_14_11,,,100,1,,wolf_den_forestnorth_60324,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1165_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_15_11,,,100,1,,ancient_lookout_forestsouth_60307,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1166_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1166_tasks_first_container,M_ReturnToGiver,,,
FM_C_1166_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1166_leg_A_task,FM_C_1166_leg_B_task,FM_C_1166_leg_C_task,,
FM_C_1166_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_16_11,,,100,1,,shipwreck_eastbayshipwreck_60302,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1166_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_17_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1166_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_11,,,100,1,,abandoned_homestead_highpoint_60303,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1167_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1167_tasks_first_container,M_ReturnToGiver,,,
FM_C_1167_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1167_leg_A_task,FM_C_1167_leg_B_task,FM_C_1167_leg_C_task,,
FM_C_1167_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1167_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_11,,,100,1,,ancient_lookout_highcliff,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1167_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_11,,,100,1,,abandoned_homestead_overlook,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1168_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1168_tasks_first_container,M_ReturnToGiver,,,
FM_C_1168_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1168_leg_A_task,FM_C_1168_leg_B_task,FM_C_1168_leg_C_task,,
FM_C_1168_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_22_11,,,100,1,,ancient_ruins_woods_60316,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1168_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_23_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1168_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_24_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1169_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1169_tasks_first_container,M_ReturnToGiver,,,
FM_C_1169_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1169_leg_A_task,FM_C_1169_leg_B_task,FM_C_1169_leg_C_task,,
FM_C_1169_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_25_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1169_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_26_11,,,100,1,,crater_corruptedsettlement_60341,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1169_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_11,,,100,1,,crater_corruptedsettlement_60338,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1170_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1170_tasks_first_container,M_ReturnToGiver,,,
FM_C_1170_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_1170_leg_A_task,FM_C_1170_leg_B_task,FM_C_1170_leg_C_task,,
FM_C_1170_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_11,,,100,1,,ancient_watchtower_highbluff_60318,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1170_leg_B_task,TaskHaveAndReturnItems,,,10,FM_loot_item_29_11,,,100,1,,ancient_port_60336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_C_1170_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_30_11,,,100,1,,ancient_lighthouse_60343,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Marauder_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_ControlSpot_Marauder_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Marauder_task,PatrolTask,,,,,,,,1,,factionarea_60357,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Marauder_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_PoachSpot_Marauder_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Marauder_task,TaskKillContribution,,,3,,,,,1,,factionarea_60357,,1,,,,,,,,,,Bobcat_11MD07,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_first_ordie,FM_11_PVP_SpySpot_Marauder_task_ordie,,,
FM_11_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_11_PVP_SpySpot_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_60357,,1,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,13281.9 8070.7 201.4,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_task,FM_11_PVP_SpySpot_Marauder_remove,,,
FM_11_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_60358,,1,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,13023.8 7713.8 203.7,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Syndicate_task,TaskKillContribution,,,4,,,,,1,,factionarea_60358,,1,,,,,,,,,,Elk,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Syndicate_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_ControlSpot_Syndicate_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Syndicate_task,PatrolTask,,,,,,,,1,,factionarea_60358,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_first_ordie,FM_11_PVP_SpySpot_Syndicate_task_ordie,,,
FM_11_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_11_PVP_SpySpot_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_60358,,1,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_1_at_POI,,13023.8 7713.8 203.7,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_task,FM_11_PVP_SpySpot_Syndicate_remove,,,
FM_11_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_60359,,1,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_2_at_POI,,13483.3 7336.7 195.25,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Covenant_task,PatrolTask,,,,,,,,1,,factionarea_60359,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Covenant_task,TaskRequireGatherItems,,,36,HerbT1,,100,,1,,factionarea_60359,,1,,,,,,,HerbT1,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_bushes_at_POI,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Covenant_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_first_ordie,FM_11_PVP_SpySpot_Covenant_task_ordie,,,
FM_11_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
