TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,DiegeticPinZOverride,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0722_0101_d_02_container_FL_questComplete_2,TaskObjective,,1,,0722_0107_FL_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_02_container_FL_questComplete_2,,,,,,,,,,,,,,,,,,,
0722_0101_d_02_container_FL_questComplete_3,TaskObjective,,1,,0722_0108_FL_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_02_container_FL_questComplete_3,,,,,,,,,,,,,,,,,,,
0722_0101_d_02_container_FL_questComplete_4,TaskObjective,,1,,0722_0109_FL_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0101_d_02_container_FL_questComplete_4,,,,,,,,,,,,,,,,,,,
0722_0102_FL_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0102_FL_task_01,0722_0102_FL_02_container_tasks,,,
0722_0102_FL_task_01,TaskGoToPOITag,,1,,,,,,,,myrkgardsouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0102_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0102_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0102_FL_task_02a,0722_0102_FL_task_02b,,,
0722_0102_FL_task_02a,TaskKillContribution,,1,15,,,,,true,,myrkgardsouth,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@0722_0102_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0102_FL_task_02b,TaskHaveAndReturnItems,,1,5,0722_0101_OrichalcumKnuckleguard,,,100,true,,myrkgardsouth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0102_FL_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0722_0103_FL_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0103_FL_task_01,0722_0103_FL_02_container_tasks,,,
0722_0103_FL_task_01,TaskGoToPOITag,,1,,,,,,,,crater_malevolence_50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0103_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0103_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0103_FL_task_02a,0722_0103_FL_task_02b,,,
0722_0103_FL_task_02a,TaskKillContribution,,1,20,,,,,true,,crater_malevolence_50325,,,true,,,,,,,,,,Alcazarian,,,,,,,,,,,,,,,,,,,,@0722_0103_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0103_FL_task_02b,TaskHaveAndReturnItems,,1,1,0722_0101_WoodenHandle,BearElemental_14AC11b,100,,true,,crater_malevolence_50325,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0103_FL_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0722_0104_FL_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0104_FL_task_01,0722_0104_FL_02_container_tasks,,,
0722_0104_FL_task_01,TaskGoToPOITag,,1,,,,,,,,military_camp_40405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0104_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0104_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0104_FL_task_02a,0722_0104_FL_task_02b,,,
0722_0104_FL_task_02a,TaskKillContribution,,1,20,,,,,true,,military_camp_40405,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@0722_0104_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0104_FL_task_02b,TaskHaveAndReturnItems,,1,9,0722_0101_IronSiderings,,,100,true,,military_camp_40405,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0104_FL_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0722_0105_FL_04_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0105_FL_task_01,0722_0105_FL_02_container_tasks,,,
0722_0105_FL_task_01,TaskGoToPOITag,,1,,,,,,,,ancient_lighthouse_60343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0105_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0105_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0105_FL_task_02a,0722_0105_FL_task_02b,0722_0105_FL_task_02c,,
0722_0105_FL_task_02a,TaskKillContribution,,1,20,,,,,true,,ancient_lighthouse_60343,,,true,,,,,,,,,,Scorpius,,,,,,,,,,,,,,,,,,,,@0722_0105_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0105_FL_task_02b,TaskHaveAndReturnItems,,1,1,0722_0101_HandcraftedPommel,Damned_Acolyte_Named_00,100,,true,,ancient_lighthouse_60343,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0105_FL_task_02b_TaskHaveAndReturnItems,,14234.222 8009.179 64.205,,,,,,,,,,,,,,,,,
0722_0105_FL_task_02c,TaskGameEvent,,1,3,,,,,true,,ancient_lighthouse_60343,,,,,,,,,,IO_0300_EpicWeapons_Scorpius,,,0300_EpicWeapons_Scorpius_interact_success,,,,,,,,,,,,,,,,,,,,@0722_0105_FL_task_02c_TaskGameEvent,,,,,,,,,,,,,,,,,,,
0722_0106_FL_05_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0106_FL_task_01,0722_0106_FL_02_container_tasks,,,
0722_0106_FL_task_01,TaskGoToPOITag,,1,,,,,,,,haunted_town_50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0106_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0106_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0106_FL_task_02a,0722_0106_FL_task_02b,,,
0722_0106_FL_task_02a,TaskKillContribution,,1,20,,,,,true,,haunted_town_50201,,,true,,,,,,,,,,Periville,,,,,,,,,,,,,,,,,,,,@0722_0106_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0106_FL_task_02b,TaskHaveAndReturnItems,,1,1,0722_0101_EctoplasmicRicasso,Ghost_Plagued_Named_04,100,,true,,haunted_town_50201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0106_FL_task_02b_TaskHaveAndReturnItems,,10780.271 5661.745 95.205,,,,,,,,,,,,,,,,,
0722_0107_FL_06_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0107_FL_task_01,0722_0107_FL_02_container_tasks,,,
0722_0107_FL_task_01,TaskGoToPOITag,,1,,,,,,,,pirate_fort_30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0107_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0107_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0107_FL_task_02a,0722_0107_FL_task_02b,,,
0722_0107_FL_task_02a,TaskKillContribution,,1,20,,,,,true,,pirate_fort_30016,,,true,,,,,,,,,,Grubby_Rebels,,,,,,,,,,,,,,,,,,,,@0722_0107_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0107_FL_task_02b,TaskHaveAndReturnItems,,1,9,0722_0101_ReinforcedInnerguards,Grubby_Rebels,45,,true,,pirate_fort_30016,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0107_FL_task_02b_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0722_0108_FL_07_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0108_FL_task_01,0722_0108_FL_02_container_tasks,,,
0722_0108_FL_task_01,TaskGoToPOITag,,1,,,,,,,,ancient_lighthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0108_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0108_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0108_FL_task_02a,0722_0108_FL_task_02b,,,
0722_0108_FL_task_02a,TaskKillContribution,,1,15,,,,,true,,ancient_lighthouse,,,true,,,,,,,,,,Eridanite,,,,,,,,,,,,,,,,,,,,@0722_0108_FL_task_02a_TaskKillContribution,,,,,,,,,,,,,,,,,,,
0722_0108_FL_task_02b,TaskHaveAndReturnItems,,1,1,0722_0101_TemperedBlade,Dryad_Prowler_NAMED_01_ELITE_15EC05,100,,true,,ancient_lighthouse,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0108_FL_task_02b_TaskHaveAndReturnItems,,13510.763 5159.937 166.061,,,,,,,,,,,,,,,,,
0722_0109_FL_08_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0722_0109_FL_task_01,0722_0109_FL_02_container_tasks,,,
0722_0109_FL_task_01,TaskGoToPOITag,,1,,,,,,,,greatcleave3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0109_FL_task_01_TaskGoToPOITag,,,,,,,,,,,,,,,,,,,
0722_0109_FL_02_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,0722_0109_FL_task_02a,0722_0109_FL_task_02b,,,
0722_0109_FL_task_02a,TaskHaveAndReturnItems,,1,9,0722_0101_IcyQuillonBlock,Unhallowed,45,,true,,greatcleave3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0722_0109_FL_task_02a_TaskHaveAndReturnItems,,,,,,,,,,,,,,,,,,,
0722_0109_FL_task_02b,TaskKillContribution,,1,1,,,,,true,,greatcleave3,,,true,,,,,,,,,,Dynasty_Summoner_03GC03_Elite,,,,,,,,,,,,,,,,,,,,@0722_0109_FL_task_02b_TaskKillContribution,,8719.00 7696.47 635.17,,,,,,,,,,,,,,,,,
0726_0101_d_00_container_MightyTempest,ConsecutiveTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0101_d_01a_AreaTrigger,0726_0101_d_01b_AreaTrigger,0726_0101_d_01c_AreaTrigger,0726_0101_d_02_TaskKillContribution_KillIsabella,
0726_0101_d_01a_AreaTrigger,TaskTriggerArea,,1,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,AreaEntryGate,@0726_0101_d_01a_EnterGate,,,,,,,,,,,,,,,,,,,
0726_0101_d_01b_AreaTrigger,TaskTriggerArea,,1,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,AreaCellarEntry,@0726_0101_d_01b_EnterCellar,,,,,,,,,,,,,,,,,,,
0726_0101_d_01c_AreaTrigger,TaskTriggerArea,,1,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,AreaCityEntry,@0726_0101_d_01c_EnterCity,,,,,,,,,,,,,,,,,,,
0726_0101_d_02_TaskKillContribution_KillIsabella,TaskKillContribution,,1,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0101_d_02_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0102_d_00_container_IsabellaDeLeon,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0102_d_02_TaskAchievement_LoreNote1,0726_0102_d_03_TaskKillContribution_KillIsabella,,,
0726_0102_d_02_TaskAchievement_LoreNote1,TaskAchievement,,1,,Lore_unlock_TalesofExpeditions_Title_06_01,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0726_0102_d_02_TaskAchievement_LoreNote1,,1542.631470 838.387817 191.536957,,,false,,,,,,,,,,,,,,
0726_0102_d_03_TaskKillContribution_KillIsabella,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0102_d_03_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0103_d_00_container_IsabellasCorruption,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0103_d_02_TaskAchievement_LoreNote2,0726_0103_d_03_TaskKillContribution_KillIsabella,,,
0726_0103_d_02_TaskAchievement_LoreNote2,TaskAchievement,,1,,Lore_unlock_TalesofExpeditions_Title_06_02,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0726_0103_d_02_TaskAchievement_LoreNote2,,1174.934082 1155.340820 131.486130,,,false,,,,,,,,,,,,,,
0726_0103_d_03_TaskKillContribution_KillIsabella,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0103_d_03_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0104_d_00_container_RiseOfIsabella,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0104_d_02_TaskInteract_Grave,0726_0104_d_03_TaskKillContribution_KillIsabella,,,
0726_0104_d_02_TaskInteract_Grave,TaskGameEvent,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,IO_0726_Gravestone,,,0726_Gravestone_interact,,,,,,,,,,,,,,,,,,,,@0726_0104_d_02_TaskInteract_Grave,,1448.55 1138.34 137.98,,,,,,,,,,,,,,,,,
0726_0104_d_03_TaskKillContribution_KillIsabella,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0104_d_03_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0105_d_00_container_DeathOfHeretic,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0105_d_01a_TalkToHeretic,0726_0105_d_02_TaskAchievement_LoreNote3,0726_0105_d_03_TaskKillContribution_KillIsabella,,
0726_0105_d_01a_TalkToHeretic,TaskConversationTopic,,,1,NPC_Heretic,,,,,,,DungeonShatterMtn00,,,,,,,,,,Heretic_Topic1,,,,,,,,,,,,,,,,,,,,,,@0726_0105_d_01a_TalkToHeretic,,1493.808960 1160.705200 143.013748,,,,,,,,,,,,,,,,,
0726_0105_d_02_TaskAchievement_LoreNote3,TaskAchievement,,1,,Lore_unlock_TalesofExpeditions_Title_06_03,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0726_0105_d_02_TaskAchievement_LoreNote3,,1629.1595 1118.9506 169.1809,,,false,,,,,,,,,,,,,,
0726_0105_d_03_TaskKillContribution_KillIsabella,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0105_d_03_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0106_d_00_container_PossessionOfRusso,ConsecutiveTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0106_KillNaga,0726_0106_d_01a_TalkToRusso,0726_0106_Container2,,
0726_0106_KillNaga,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Naga_Corrupted,,,,,,,,,,,,,,,,,,,,@0726_0106_d_02_TaskKillContribution_KillNaga,,673.7012 693.2250 147.7012,,,,,,,,,,,,,,,,,
0726_0106_d_01a_TalkToRusso,TaskConversationTopic,,,1,NPC_FatherRusso,,,,,,,DungeonShatterMtn00,,,,,,,,,,FatherRusso_Topic1,,,,,,,,,,,,,,,,,,,,,,@0726_0106_d_01a_TalkToRusso,,1061.677856 1776.012207 183.533020,,,,,,,,,,,,,,,,,
0726_0106_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0106_d_02_TaskKillContribution_KillIsabella,0726_0106_d_03_TaskAchievement_LoreNote4,,
0726_0106_d_02_TaskKillContribution_KillIsabella,TaskKillContribution,,,1,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,Isabella_DG_ShatterMtn_Phase2_00,,,,,,,,,,,,,,,,,,,,@0726_0106_d_02_TaskKillContribution_KillIsabella,,1862.964233 1816.164185 110.493271,,,,,,,,,,,,,,,,,
0726_0106_d_03_TaskAchievement_LoreNote4,TaskAchievement,,1,,Lore_unlock_TalesofExpeditions_Title_06_04,,,,,,,DungeonShatterMtn00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0726_0106_d_03_TaskAchievement_LoreNote4,,1910.1823 1834.2235 120.3183,,,false,,,,,,,,,,,,,,
0726_0107_d_00_container_Repeatable,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0726_0107_d_02_TaskHaveAndReturnItem_Madness,,,,
0726_0107_d_02_TaskHaveAndReturnItem_Madness,TaskHaveAndReturnItems,,,1,0726_0107_ShardOfMadness_v2,Isabella_DG_ShatterMtn_Phase2_00,100,,,,,DungeonShatterMtn00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0726_0107_d_02_TaskHaveAndReturnItem_Madness,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Spy_Marauder_2_step_container,M_ReturnToGiver,,,
FM_07_PVP_Spy_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Marauder_first_ordie,FM_07_PVP_Spy_Marauder_task_ordie,,,
FM_07_PVP_Spy_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Marauder_first,M_task_die_reset,,,
FM_07_PVP_Spy_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40424,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9649.34 9165.05 546.88,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Marauder_turnin,M_task_die_reset,,,
FM_07_PVP_Spy_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Marauder_task,FM_07_PVP_Spy_Marauder_remove,,,
FM_07_PVP_Spy_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0001_DeadDropGiveItem,100,,true,,factionarea_40423,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9463.72 9368.37 556.34,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Poach_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Poach_Marauder_first,M_ReturnToGiver,,,
FM_07_PVP_Poach_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Poach_Marauder_task,M_task_die_reset,,,
FM_07_PVP_Poach_Marauder_task,TaskKillContribution,,,3,,,,,true,,factionarea_40423,,,true,,,,,,,,,,Bison_Strange_07SM05a,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,9566.81 9358.89 557.56,,,,,,,,,,,,,,,,,
FM_07_PVP_Poach_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Control_Marauder_first,M_ReturnToGiver,,,
FM_07_PVP_Control_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Control_Marauder_task,M_task_die_reset,,,
FM_07_PVP_Control_Marauder_task,PatrolTask,,,,,,,,true,,factionarea_40424,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9646.89 9239.89 546.36,,,,,,,,,,,,,,,,,
FM_07_PVP_Control_Marauder_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_PVP_Spy_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_07_PVP_Spy_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Syndicate_first_ordie,FM_07_PVP_Spy_Syndicate_task_ordie,,,
FM_07_PVP_Spy_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Syndicate_first,M_task_die_reset,,,
FM_07_PVP_Spy_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0001_DeadDropGiveItem,100,,,,factionarea_40423,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9463.72 9368.37 556.34,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Syndicate_turnin,M_task_die_reset,,,
FM_07_PVP_Spy_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_PVP_Spy_Syndicate_task,FM_07_PVP_Spy_Syndicate_remove,,,
FM_07_PVP_Spy_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0003_DeadDropGiveItem,100,,true,,factionarea_40423,,,true,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,9674.34 9375.95 566.57,,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM_07_PVP_Spy_Syndicate_DummyEvent,TaskGameEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
