TaskID,Type,FailOnCondition,ResetOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,ShouldCheckPoints,LootTag,PauseAndClearLootOnTaskComplete,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
Task_Perk1_Artifact_Set1_1hLongsword,TaskKillContribution,,,,1,,,,,,,,DungeonCutlassKeys00,,,,,,,,,,,Dryad_Siren,,,,,,,,,,,,,,,,,,,,@Objective_Kill_BnBP,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hLongsword,TaskKillContribution,,,,30,,,,,true,,ancient_ruins_40054,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hLongsword,TaskKillContribution,,,,50,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Tempest,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hLongsword,TaskAchievement,,,1,,FC_Artifact_Set1_1hLongsword || FC_Artifact_Set1_1hLongsword_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hThrowingAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hThrowingAxe,Task_Craft_Artifact_Set1_1hThrowingAxe,,,
Task_ContainerEquip_Artifact_Set1_1hThrowingAxe,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hThrowingAxe,Task_ContainerPerks_Artifact_Set1_1hThrowingAxe,,,
Task_Equip_Artifact_Set1_1hThrowingAxe,TaskEquipItem,,,1,1,Artifact_Set1_1hThrowingAxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hThrowingAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hThrowingAxe,Task_Perk2_Artifact_Set1_1hThrowingAxe,Task_Perk3_Artifact_Set1_1hThrowingAxe,,
Task_Perk1_Artifact_Set1_1hThrowingAxe,TaskKillContribution,,,,1,,,,,,,,DungeonEbonscale00,,,,,,,,,,,Dynasty_Empress,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Dynasty,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hThrowingAxe,TaskKillContribution,,,,30,,,,,true,,pirate_fort_40052,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hThrowingAxe,TaskKillContribution,,,,50,,,,,,,,DungeonCutlassKeys00,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@Objective_Kill_BnBP,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hThrowingAxe,TaskAchievement,,,1,,FC_Artifact_Set1_1hHatchet || FC_Artifact_Set1_1hThrowingAxe_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hWarhammer,Task_Craft_Artifact_Set1_2hWarhammer,,,
Task_ContainerEquip_Artifact_Set1_2hWarhammer,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hWarhammer,Task_ContainerPerks_Artifact_Set1_2hWarhammer,,,
Task_Equip_Artifact_Set1_2hWarhammer,TaskEquipItem,,,1,1,Artifact_Set1_2hWarhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hWarhammer,Task_Perk2_Artifact_Set1_2hWarhammer,Task_Perk3_Artifact_Set1_2hWarhammer,,
Task_Perk1_Artifact_Set1_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,DungeonBrimstoneSands00,,,,,,,,,,,AnubianGuardian_Horus_Boss,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Ennead,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hWarhammer,TaskKillContribution,,,,30,,,,,true,,beastlands_40064,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Depths,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hWarhammer,TaskAchievement,,,1,,FC_Artifact_Set1_2hWarhammer || FC_Artifact_Set1_2hWarhammer_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hGreatAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hGreatAxe,Task_Craft_Artifact_Set1_2hGreatAxe,,,
Task_ContainerEquip_Artifact_Set1_2hGreatAxe,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hGreatAxe,Task_ContainerPerks_Artifact_Set1_2hGreatAxe,,,
Task_Equip_Artifact_Set1_2hGreatAxe,TaskEquipItem,,,1,1,Artifact_Set1_2hGreatAxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hGreatAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hGreatAxe,Task_Perk2_Artifact_Set1_2hGreatAxe,Task_Perk3_Artifact_Set1_2hGreatAxe,,
Task_Perk1_Artifact_Set1_2hGreatAxe,TaskKillContribution,,,,50,,,,,true,16,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hGreatAxe,TaskKillContribution,,,,50,,,,,true,5,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hGreatAxe,TaskKillContribution,,,,50,,,,,true,7,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hGreatAxe,TaskAchievement,,,1,,FC_Artifact_Set1_2hGreatAxe || FC_Artifact_Set1_2hGreatAxe_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hBow,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hBow,Task_Craft_Artifact_Set1_2hBow,,,
Task_ContainerEquip_Artifact_Set1_2hBow,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hBow,Task_ContainerPerks_Artifact_Set1_2hBow,,,
Task_Equip_Artifact_Set1_2hBow,TaskEquipItem,,,1,1,Artifact_Set1_2hBow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hBow,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hBow,Task_Perk2_Artifact_Set1_2hBow,Task_Perk3_Artifact_Set1_2hBow,,
Task_Perk1_Artifact_Set1_2hBow,TaskKillContribution,,,,5,,,,,,,,,,,,,,,,,,,IceWolf,,,,,,,,,,,,,,,,,,,,@objective_mission_task_kill_X_enemies,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hBow,TaskKillContribution,,,,3,,,,,true,9,,,,,,,,,,,,,fl_mammoth_ice_elite_09fl01,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hBow,TaskKillContribution,,,,20,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hBow,TaskAchievement,,,1,,FC_Artifact_Set1_2hBow || FC_Artifact_Set1_2hBow_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hMusket,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hMusket,Task_Craft_Artifact_Set1_2hMusket,,,
Task_ContainerEquip_Artifact_Set1_2hMusket,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hMusket,Task_ContainerPerks_Artifact_Set1_2hMusket,,,
Task_Equip_Artifact_Set1_2hMusket,TaskEquipItem,,,1,1,Artifact_Set1_2hMusket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hMusket,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hMusket,Task_Perk2_Artifact_Set1_2hMusket,Task_Perk3_Artifact_Set1_2hMusket,,
Task_Perk1_Artifact_Set1_2hMusket,TaskKillContribution,,,,1,,,,,,,haunted_village_40047,,,,,,,,,,,,FL_Hercyne_Corvid_Named_09FL10,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,8347.192 1367.092 321.144,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hMusket,TaskKillContribution,,,,1,,,,,true,,beast_den_30416,,,,,,,,,,,,Desert_Scorpion_Named_04,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hMusket,TaskKillContribution,,,,10,,,,,true,,ancient_bridge_40053,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hMusket,TaskAchievement,,,1,,FC_Artifact_Set1_2hMusket || FC_Artifact_Set1_2hMusket_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hRoundShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hRoundShield,Task_Craft_Artifact_Set1_1hRoundShield,,,
Task_ContainerEquip_Artifact_Set1_1hRoundShield,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hRoundShield,Task_ContainerPerks_Artifact_Set1_1hRoundShield,,,
Task_Equip_Artifact_Set1_1hRoundShield,TaskEquipItem,,,1,1,Artifact_Set1_1hRoundShield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hRoundShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hRoundShield,Task_Perk2_Artifact_Set1_1hRoundShield,Task_Perk3_Artifact_Set1_1hRoundShield,,
Task_Perk1_Artifact_Set1_1hRoundShield,TaskKillContribution,,,,1,,,,,true,9,,,,,,,,,,,,,FL_Gorilla_Ice_Elite_Named_09FL12,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hRoundShield,TaskKillContribution,,,,20,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hRoundShield,TaskKillContribution,,,,20,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hRoundShield,TaskAchievement,,,1,,FC_Artifact_Set1_1hRoundShield || FC_Artifact_Set1_1hRoundShield_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hKiteShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hKiteShield,Task_Craft_Artifact_Set1_1hKiteShield,,,
Task_ContainerEquip_Artifact_Set1_1hKiteShield,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hKiteShield,Task_ContainerPerks_Artifact_Set1_1hKiteShield,,,
Task_Equip_Artifact_Set1_1hKiteShield,TaskEquipItem,,,1,1,Artifact_Set1_1hKiteShield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hKiteShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hKiteShield,Task_Perk2_Artifact_Set1_1hKiteShield,Task_Perk3_Artifact_Set1_1hKiteShield,,
Task_Perk1_Artifact_Set1_1hKiteShield,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hKiteShield,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hKiteShield,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hKiteShield,TaskAchievement,,,1,,FC_Artifact_Set1_1hKiteShield || FC_Artifact_Set1_1hKiteShield_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hTowerShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hTowerShield,Task_Craft_Artifact_Set1_1hTowerShield,,,
Task_ContainerEquip_Artifact_Set1_1hTowerShield,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hTowerShield,Task_ContainerPerks_Artifact_Set1_1hTowerShield,,,
Task_Equip_Artifact_Set1_1hTowerShield,TaskEquipItem,,,1,1,Artifact_Set1_1hTowerShield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hTowerShield,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hTowerShield,Task_Perk2_Artifact_Set1_1hTowerShield,Task_Perk3_Artifact_Set1_1hTowerShield,,
Task_Perk1_Artifact_Set1_1hTowerShield,TaskKillContribution,,,,1,,,,,true,,,DungeonShatteredObelisk,,,,,,,,,,,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Starstone,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hTowerShield,TaskKillContribution,,,,30,,,,,true,,abandoned_village_40050,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hTowerShield,TaskKillContribution,,,,50,,,,,true,,,DungeonGreatCleave01,,,,,,,,,,,Human,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Empyean,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hTowerShield,TaskAchievement,,,1,,FC_Artifact_Set1_1hTowerShield || FC_Artifact_Set1_1hTowerShield_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hStaffFire,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hStaffFire,Task_Craft_Artifact_Set1_2hStaffFire,,,
Task_ContainerEquip_Artifact_Set1_2hStaffFire,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hStaffFire,Task_ContainerPerks_Artifact_Set1_2hStaffFire,,,
Task_Equip_Artifact_Set1_2hStaffFire,TaskEquipItem,,,1,1,Artifact_Set1_2hStaffFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hStaffFire,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hStaffFire,Task_Perk2_Artifact_Set1_2hStaffFire,Task_Perk3_Artifact_Set1_2hStaffFire,,
Task_Perk1_Artifact_Set1_2hStaffFire,TaskKillContribution,,,,1,,,,,true,,ancient_ruins_40054,,,,,,,,,,,,FL_AnubianGuardian_Brute_Named_09FL06,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hStaffFire,TaskKillContribution,,,,10,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Explosive_Sprout_Fire_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hStaffFire,TaskKillContribution,,,,1,,,,,true,,beastlands_40064,,,,,,,,,,,,FL_Gorilla_Fire_Elite_named_09FL01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hStaffFire,TaskAchievement,,,1,,FC_Artifact_Set1_2hStaffFire || FC_Artifact_Set1_2hStaffFire_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hStaffLife,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hStaffLife,Task_Craft_Artifact_Set1_2hStaffLife,,,
Task_ContainerEquip_Artifact_Set1_2hStaffLife,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hStaffLife,Task_ContainerPerks_Artifact_Set1_2hStaffLife,,,
Task_Equip_Artifact_Set1_2hStaffLife,TaskEquipItem,,,1,1,Artifact_Set1_2hStaffLife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hStaffLife,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hStaffLife,Task_Perk2_Artifact_Set1_2hStaffLife,Task_Perk3_Artifact_Set1_2hStaffLife,,
Task_Perk1_Artifact_Set1_2hStaffLife,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hStaffLife,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hStaffLife,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hStaffLife,TaskAchievement,,,1,,FC_Artifact_Set1_2hStaffLife || FC_Artifact_Set1_2hStaffLife_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_2hSpear,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_2hSpear,Task_Craft_Artifact_Set1_2hSpear,,,
Task_ContainerEquip_Artifact_Set1_2hSpear,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_2hSpear,Task_ContainerPerks_Artifact_Set1_2hSpear,,,
Task_Equip_Artifact_Set1_2hSpear,TaskEquipItem,,,1,1,Artifact_Set1_2hSpear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_2hSpear,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_2hSpear,Task_Perk2_Artifact_Set1_2hSpear,Task_Perk3_Artifact_Set1_2hSpear,,
Task_Perk1_Artifact_Set1_2hSpear,TaskKillContribution,,,,1,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Mammoth_Named_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_2hSpear,TaskKillContribution,,,,30,,,,,true,,boar_infestation_1_40059,,,,,,,,,,,,FL_Mammoth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_2hSpear,TaskKillContribution,,,,20,,,,,true,,beastlands_40064,,,,,,,,,,,,FL_Mammoth_09FL01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_2hSpear,TaskAchievement,,,1,,FC_Artifact_Set1_2hSpear || FC_Artifact_Set1_2hSpear_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hRapier,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hRapier,Task_Craft_Artifact_Set1_1hRapier,,,
Task_ContainerEquip_Artifact_Set1_1hRapier,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hRapier,Task_ContainerPerks_Artifact_Set1_1hRapier,,,
Task_Equip_Artifact_Set1_1hRapier,TaskEquipItem,,,1,1,Artifact_Set1_1hRapier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hRapier,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set1_1hRapier,Task_Perk2_Artifact_Set1_1hRapier,Task_Perk3_Artifact_Set1_1hRapier,,
Task_Perk1_Artifact_Set1_1hRapier,TaskKillContribution,,,,1,,,,,true,,beastlands_40064,,,,,,,,,,,,FL_Barbary_Lion_Elite_Named_09FL01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
