TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
0603_0204_d_01_03_TaskInteract_0607_ClothTrailC,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0607_ClothTrailC,,,0607_ClothTrailC_interact,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_track_bear_trail,,9189 2208 137,,,,,,,,,,,
0603_0204_d_01_04_TaskInteract_0607_ClothTrailD,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0607_ClothTrailD,,,0607_ClothTrailD_interact,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_track_bear_trail,,9218 2227 151,,,,,,,,,,,
0603_0204_d_01_05_TaskInteract_0607_ClothTrailE,TaskInteract,,,1,,,,,,,,,,,,,,,,,IO_0607_ClothTrailE,,,0607_ClothTrailE_interact,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_track_bear_trail,,9230 2236 157,,,,,,,,,,,
0603_0204_d_01_kill_bear_bear_den_40125,TaskKillContribution,,1,1,,,,,true,,bear_den_40125,,,,,,,,,,,,,Bear_Grizzly_Named_01,,,,,,,,,,,,,,,,,,,,@0603_0204_bearscratchrock_eliminate_target_at_POI,,,,,,,,,,,,,
0605_0401_d_00_container_jarofblackbile,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605_0401_d_01_TaskGoToPOITag_harplass,0605_0401_d_02_TaskHaveAndReturnItems_15_SludgeCorrupt_infested_village_40160,,,
0605_0401_d_01_TaskGoToPOITag_harplass,TaskGoToPOITag,,1,,,,,,true,,infested_village_40160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0401_jarofblackbile_goto_harplass,,,,,,,,,,,,,
0605_0401_d_02_TaskHaveAndReturnItems_15_SludgeCorrupt_infested_village_40160,TaskHaveAndReturnItems,,1,8,0605_0401_SludgeCorrupt,Plainsblot,100,,true,,infested_village_40160,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0401_jarofblackbile_gather_item_from_target_corrupted_at_POI,,,,,,,,,,,,,
0605_0501_d_00_container_azothfulminate,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0605_0501_d_01_GiveItem_PrototypeAzothBomb,0605_0501_d_02_TaskGoToPOITag_infested_village_40160,0605_0501_d_03_Interact_PrototypeAzothBomb_infested_village_40160,,
0605_0501_d_01_GiveItem_PrototypeAzothBomb,TaskGiveItem,,1,3,0605_0501_PrototypeAzothBomb,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0605_0501_d_02_TaskGoToPOITag_infested_village_40160,TaskGoToPOITag,,1,,,,,,true,,infested_village_40160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0605_0501_azothfulminate_goto_POI,,,,,,,,,,,,,
0605_0501_d_03_Interact_PrototypeAzothBomb_infested_village_40160,TaskGameEvent,,1,3,,,,,,,infested_village_40160,,,,,,,,,,IO_0603_PrototypeAzothBomb,,,0603_PrototypeAzothBomb_interact,,,,,,,,,,,,,,,,,,,,@0605_0501_azothfulminate_interact_with_IO,,,,,,,,,,,,,
0604_0203_d_00_container_abominableluck,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0203_d_01_TaskGoToPOITag_withered_camp_40157,0604_0203_d_02_container_simpletask,,,
0604_0203_d_01_TaskGoToPOITag_withered_camp_40157,TaskGoToPOITag,,1,,,,,,,,withered_camp_40157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0203_abominableluck_gotoPOI,,,,,,,,,,,,,
0604_0203_d_02_container_simpletask,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0203_d_02_01_readLore_withered_camp_40157,0604_0203_d_02_02_kill_16_abominations_withered_camp_40157,,,
0604_0203_d_02_01_readLore_withered_camp_40157,TaskAchievement,,1,1,Lore_unlock_06_Windsward_Title_03_04,,,,,,withered_camp_40157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0203_abominableluck_readLore,,8737.24 2977.27 52.76,,,,,,,,,,,
0604_0203_d_02_02_kill_16_abominations_withered_camp_40157,TaskKillContribution,,1,6,,,,,,,withered_camp_40157,,,,,,,,,,,,,Withered_Grunt_06SW08a,,,,,,,,,,,,,,,,,,,,@0604_0203_abominableluck_eliminate_target_abominations_at_POI,,,,,,,,,,,,,
0623_0101_d_00_container_FQ01,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0623_0101_d_01_TaskHaveItems,,,,
0623_0101_d_01_TaskHaveItems,TaskHaveItems,,1,3,BaitFreshWoodliceT2,,,,,,,,,true,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,@0623_0101_d_01_TaskHaveItems,,,,,,,,,,,,,
0623_0102_d_00_container_FQ02,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0623_0102_d_01_TaskFishingEquip,0623_0102_d_02_TaskFishingCast,0623_0102_d_03_TaskFishingHook,0623_0102_d_04_TaskFishingReel,
0623_0102_d_01_TaskFishingEquip,TaskFishingEquip,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0623_0102_d_01_TaskFishingEquip,,,,,,,,,,,,,
0623_0102_d_02_TaskFishingCast,TaskFishingCast,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0623_0102_d_02_TaskFishingCast,,,,,,,,,,,,,
0623_0102_d_03_TaskFishingHook,TaskFishingHook,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0623_0102_d_03_TaskFishingHook,,,,,,,,,,,,,
0623_0102_d_04_TaskFishingReel,TaskFishingReel,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0623_0102_d_04_TaskFishingReel,,,,,,,,,,,,,
0423_0101_d_00_container_FQ03,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0423_0101_d_01_TaskHaveItems,0423_0101_d_02_TaskHaveItems,,,
0423_0101_d_01_TaskHaveItems,TaskHaveItems,,1,1,BaitSaltSnailT2,,,,,,,,,true,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@0423_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
0423_0101_d_02_TaskHaveItems,TaskHaveItems,,1,1,BaitFreshClamT2,,,,,,,,,true,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@0423_0101_d_02_TaskFishingCatchFish,,,,,,,,,,,,,
0923_0101_d_00_container_FQ04,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0923_0101_d_01_TaskFishingHotspotAny,,,,
0923_0101_d_01_TaskFishingHotspotAny,TaskFishingHotspotAny,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0923_0101_d_01_TaskFishingHotspotAny,,,,,,,,,,,,,
1223_0101_d_00_container_FQ05,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223_0101_d_01_TaskFishingCatchAnyFish,,,,
1223_0101_d_01_TaskFishingCatchAnyFish,TaskFishingCatchAnyFish,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1223_0101_d_01_TaskFishingCatchAnyFish,,,,,,,,,,,,,
1023_0101_d_00_container_FQ06,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023_0101_d_01_TaskFishingCatchLength,,,,
1023_0101_d_01_TaskFishingCatchLength,TaskFishingCatchLength,,1,8,,,,,,,,,,true,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,@1023_0101_d_01_TaskFishingCatchLength,,,,,,,,,,,,,
0223_0101_d_00_container_FQ07,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0223_0101_d_01_TaskHaveItems,0223_0101_d_02_TaskHaveItems,0223_0101_d_01_TaskFishingCatchFish,0223_0101_d_02_TaskFishingCatchFish,
0223_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,,1,0223_0101_HookedSquid,,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0223_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
0223_0101_d_02_TaskFishingCatchFish,TaskFishingCatchFish,,,1,0223_0101_BarbedCatfish,,100,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0223_0101_d_02_TaskFishingCatchFish,,,,,,,,,,,,,
0223_0101_d_01_TaskHaveItems,TaskHaveItems,,1,1,SquidInkT1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0223_0101_d_01_TaskHaveItems,,,,,,,,,,,,,
0223_0101_d_02_TaskHaveItems,TaskHaveItems,,1,1,CatfishWhiskersT1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0223_0101_d_02_TaskHaveItems,,,,,,,,,,,,,
1323_0101_d_00_container_FQ08,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323_0101_d_01_TaskFishingCatchFish,,,,
1323_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,1,3,1323_0101_SlimyBoot,,50,,true,13,,,,true,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,@1323_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
1523_0101_d_00_container_FQ09,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523_0101_d_01_TaskFishingCatchFish,1523_0101_d_02_TaskFishingCatchFish,,,
1523_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,1,1,FishingHeadedHammerT2,,30,,,,,,,true,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,@1523_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
1523_0101_d_02_TaskFishingCatchFish,TaskFishingCatchFish,,1,1,FishingFishSwordT2,,30,,,,,,,true,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,@1523_0101_d_02_TaskFishingCatchFish,,,,,,,,,,,,,
1123_0101_d_00_container_FQ10,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123_0101_d_01_TaskFishingCatchFish,,,,
1123_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,1,1,FishingTreasureChestT3,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1123_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
1424_0101_d_00_container_FQ11,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424_0101_d_01_TaskFishingCatchFish,,,,
1424_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,1,1,1424_0101_AzothTingedFish,,10,,true,14,,,,true,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@1424_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
0324_0101_d_00_container_FQ12,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0324_0101_d_01_TaskFishingCatchWeight,,,,
0324_0101_d_01_TaskFishingCatchWeight,TaskFishingCatchWeight,,1,5,,,,,,,,,,true,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,@0324_0101_d_01_TaskFishingCatchWeight,,,,,,,,,,,,,
0724_0101_d_00_container_FQ13,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0724_0101_d_01_TaskFishingCatchFish,,,,
0724_0101_d_01_TaskFishingCatchFish,TaskFishingCatchFish,,1,1,0724_0101_CorruptionTingedFish,,10,,true,7,,,,true,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,@0724_0101_d_01_TaskFishingCatchFish,,,,,,,,,,,,,
0823_0101_d_00_container_FQ14,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0823_0101_d_01_TaskCatchT1,0823_0101_d_02_TaskCatchT2,0823_0101_d_03_TaskCatchT3,0823_0101_d_04_TaskCatchT4,
0823_0101_d_01_TaskCatchT1,TaskHaveAndReturnItems,,1,25,FishT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0823_0101_d_01_TaskCatchT1,,,,,,,,,,,,,
0823_0101_d_02_TaskCatchT2,TaskHaveAndReturnItems,,1,25,FishT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0823_0101_d_02_TaskCatchT2,,,,,,,,,,,,,
0823_0101_d_03_TaskCatchT3,TaskHaveAndReturnItems,,1,25,FishT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0823_0101_d_03_TaskCatchT3,,,,,,,,,,,,,
0823_0101_d_04_TaskCatchT4,TaskHaveAndReturnItems,,1,25,FishT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0823_0101_d_04_TaskCatchT4,,,,,,,,,,,,,
0523_0101_d_00_container_FQ15,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0523_0101_d_01_TaskHaveLevel,,,,
0523_0101_d_01_TaskHaveLevel,TaskHaveLevel,,1,100,Fishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0523_0101_d_01_TaskHaveLevel,,,,,,,,,,,,,
0604_0799_container_TheHermitWW,ConsecutiveTaskContainer,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0604_0799_d_03_GrantAchievement_Yonas_FTP,0604_0799_container_04_travel,,,
0604_0799_d_01_FinishOnboarding,TaskAchievement,,1,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0799_TheHermitWW_HelpSettlement,,,,,,,,,,,,,
0604_0799_d_02_HaveLevel_10,TaskHaveLevel,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel10,,,,,,,,,,,,,
0604_0799_d_03_GrantAchievement_Yonas_FTP,TaskUnlockAchievement,,1,1,spiritshrine_01_40170_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0604_0799_container_04_travel,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0604_0799_TheHermitWW_OptionalFastTravel,0604_0799_TheHermitWW_GoToPOI,,,
0604_0799_TheHermitWW_OptionalFastTravel,TaskGoToPOITag,,1,1,,,,,,,"msq_hub_hermit,spiritshrine_01_40170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0799_TheHermitWW_optional_FTP,,8384.807 2591.546 52.240,,,,,,,,,,,
0604_0799_TheHermitWW_GoToPOI,TaskGoToPOITag,,1,1,,,,,,,msq_hub_hermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0604_0799_TheHermitWW_GoToPOI,,,,,,,,,,,,,
0611_0102_d_00_container_SeeingClearly,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0611_0102_d_00a_GiveKey,0611_0102_d_01_TaskGoToPOI,0611_0102_d_01a_container_tasks,,
0611_0102_d_00a_GiveKey,TaskGiveItem,,1,1,KeyAmrine,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0611_0102_d_01_TaskGoToPOI,TaskGameMode,,1,1,,,,,,,amrine_dungeon,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0611_0102_d_01_TaskGoToPOI,,,,,,,,,,,,,
0611_0102_d_01a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0611_0102_d_02_TaskKillSimon,0611_0102_d_03_TaskEyepiece,,,
0611_0102_d_02_TaskKillSimon,TaskKillContribution,,1,1,,,,,,,amrine_dungeon,DungeonAmrine,,,,,,,,,,,,Withered_Brute_Named_08,,,,,,,,,,,,,,,,,,,,@0611_0102_d_02_TaskKillSimon,,,,,,,,,,,,,
0611_0102_d_03_TaskEyepiece,TaskHaveAndReturnItems,,1,1,0611_0102_Antiquarians,Withered_Brute_Named_08,100,,,,amrine_dungeon,DungeonAmrine,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0611_0102_d_03_TaskEyepiece,,,,,,,,,,,,,
0699_0101_d_00_container_Barkimedes,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0699_0101_d_01_TaskGoToPOI,0699_0101_d_01a_container_tasks,,,
0699_0101_d_01_TaskGoToPOI,TaskGameMode,,1,1,,,,,,,amrine_dungeon,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0101_d_01_TaskGoToPOI,,,,,,,,,,,,,
0699_0101_d_01a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0699_0101_d_02_TaskGatherBones,,,,
0699_0101_d_02_TaskGatherBones,TaskHaveAndReturnItems,,1,5,0699_0101_SucculentBone,Withered_Brute_DG_Windsward_00,100,,,,amrine_dungeon,DungeonAmrine,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0101_d_02_TaskGatherBones,,,,,,,,,,,,,
0699_0101_d_03_TaskFinish,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Withered_Brute_Named_08,,,,,,,,,,,,,,,,,,,,@0611_0102_d_02_TaskKillSimon,,,,,,,,,,,,,
0699_0102_d_00_container_Barkimedes2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0699_0102_d_01_TaskGoToPOI,0699_0102_d_01a_container_tasks,,,
0699_0102_d_01_TaskGoToPOI,TaskGameMode,,1,1,,,,,,,shattered_obelisk,DungeonShatteredObelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0102_d_01_TaskGoToPOI,,,,,,,,,,,,,
0699_0102_d_01a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0699_0102_d_02_TaskGatherEnchantedBones,0699_0102_d_03_TaskGatherEnchantedBones,0699_0102_d_04_TaskGatherEnchantedBones,,
0699_0102_d_02_TaskGatherEnchantedBones,TaskHaveAndReturnItems,,1,1,0699_0102_EnchantedBone,AncientGuardian_Javelineer_Named_DG_Everfall_00,100,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0102_d_02_TaskGatherEnchantedBones,,764.357 486.567 313.133,,,,,,,,,,,
0699_0102_d_03_TaskGatherEnchantedBones,TaskHaveAndReturnItems,,1,1,0699_0102_EnchantedBone1,AncientGuardian_Javelineer_Named_DG_Everfall_01,100,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0102_d_02_TaskGatherEnchantedBones,,554.391 614.224 320.069,,,,,,,,,,,
0699_0102_d_04_TaskGatherEnchantedBones,TaskHaveAndReturnItems,,1,1,0699_0102_EnchantedBone2,AncientGuardian_Mage_Named_DG_Everfall_01,100,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0102_d_02_TaskGatherEnchantedBones,,554.391 614.224 320.069,,,,,,,,,,,
0699_0102_d_05_TaskFinish,TaskKillContribution,,1,1,,,,,,,shattered_obelisk,DungeonShatteredObelisk,,,,,,,,,,,,AncientGuardian_Heavy_Boss_Named_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@0411_0414_d_02_task_KillRegent,,,,,,,,,,,,,
0699_0103_d_00_container_BarkimedesPup,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0699_0103_d_01_TaskGoToPOI,0699_0103_d_01a_container_tasks,,,
0699_0103_d_01_TaskGoToPOI,TaskGameMode,,1,1,,,,,,,amrine_dungeon,DungeonAmrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0101_d_01_TaskGoToPOI,,,,,,,,,,,,,
0699_0103_d_01a_container_tasks,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0699_0103_d_02_TaskGatherBones,,,,
0699_0103_d_02_TaskGatherBones,TaskHaveAndReturnItems,,1,5,0699_0101_SucculentBone,Withered_Brute_DG_Windsward_00,100,,,,amrine_dungeon,DungeonAmrine,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@0699_0101_d_02_TaskGatherBones,,901.803 800.823 145.279,,,,,,,,,,,
0699_0103_d_03_TaskFinish,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Withered_Brute_Named_08,,,,,,,,,,,,,,,,,,,,@0611_0102_d_02_TaskKillSimon,,,,,,,,,,,,,
FM_06_PVP_ControlSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_ControlSpot_Marauder_first,M_ReturnToGiver,,,
FM_06_PVP_ControlSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_06_PVP_ControlSpot_Marauder_task,M_task_die_reset,,,
FM_06_PVP_ControlSpot_Marauder_task,PatrolTask,,,,,,,,true,,factionarea_40169,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,9094.21 3525.42 69.89,,,,,,,,,,,
FM_06_PVP_PoachSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_PoachSpot_Marauder_first,M_ReturnToGiver,,,
FM_06_PVP_PoachSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_06_PVP_PoachSpot_Marauder_task,M_task_die_reset,,,
FM_06_PVP_PoachSpot_Marauder_task,TaskRequireGatherItems,,,80,WoodT1,,100,,true,,factionarea_40169,,,true,,,,,,,WoodT1,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_wood_at_POI,,8946.22 3529.48 70.85,,,,,,,,,,,
FM_06_PVP_SpySpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_SpySpot_Marauder_2_step_container,M_ReturnToGiver,,,
FM_06_PVP_SpySpot_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_06_PVP_SpySpot_Marauder_first_ordie,FM_06_PVP_SpySpot_Marauder_task_ordie,,,
FM_06_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_06_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_06_PVP_SpySpot_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0001_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,9020.28 3588.03 70.85,,,,,,,,,,,
FM_06_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_06_PVP_SpySpot_Marauder_turnin,M_task_die_reset,,,
FM_06_PVP_SpySpot_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_06_PVP_SpySpot_Marauder_task,FM_06_PVP_SpySpot_Marauder_remove,,,
FM_06_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0002_DeadDropGiveItem,100,,true,,factionarea_40169,,,true,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,8826.58 3552.28 76.59,,,,,,,,,,,
FM_06_PVP_SpySpot_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_06_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_06_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_06_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,FM_06_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
