TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_1004_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30012,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1004_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1004_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_tower_30014,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1005_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1005_tasks_first_container,M_ReturnToGiver,,,
FM_1005_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1005_leg_A_task,FM_1005_leg_B_task,FM_1005_leg_C_task,,
FM_1005_leg_A_task,TaskKillContribution,,,8,,,,,true,,gator_island_30023,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1005_leg_B_task,TaskKillContribution,,,8,,,,,true,,ghost_island_30025,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1005_leg_C_task,TaskKillContribution,,,8,,,,,true,,brute_island_30024,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1006_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1006_tasks_first_container,M_ReturnToGiver,,,
FM_1006_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1006_leg_A_task,FM_1006_leg_B_task,FM_1006_leg_C_task,,
FM_1006_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30020,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1006_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30019,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1006_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30033,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1007_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1007_tasks_first_container,M_ReturnToGiver,,,
FM_1007_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1007_leg_A_task,FM_1007_leg_B_task,FM_1007_leg_C_task,,
FM_1007_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30020,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1007_leg_B_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30017,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1007_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30018,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1008_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1008_tasks_first_container,M_ReturnToGiver,,,
FM_1008_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1008_leg_A_task,FM_1008_leg_B_task,FM_1008_leg_C_task,,
FM_1008_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30033,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1008_leg_B_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30018,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1008_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30021,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1009_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1009_tasks_first_container,M_ReturnToGiver,,,
FM_1009_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1009_leg_A_task,FM_1009_leg_B_task,FM_1009_leg_C_task,,
FM_1009_leg_A_task,TaskKillContribution,,,8,,,,,true,,pirate_village_30022,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1009_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck_30001,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1009_leg_C_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30016,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1010_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_1010_tasks_first_container,M_ReturnToGiver,,,
FM_1010_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_1010_leg_A_task,FM_1010_leg_B_task,FM_1010_leg_C_task,,
FM_1010_leg_A_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30015,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1010_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck_30001,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_1010_leg_C_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30016,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1001_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1001_tasks_first_container,M_ReturnToGiver,,,
FM_S_1001_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1001_leg_A_task,FM_S_1001_leg_B_task,FM_S_1001_leg_C_task,,
FM_S_1001_leg_A_task,TaskKillContribution,,,3,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1001_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30010,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1001_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1002_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1002_tasks_first_container,M_ReturnToGiver,,,
FM_S_1002_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1002_leg_A_task,FM_S_1002_leg_B_task,FM_S_1002_leg_C_task,,
FM_S_1002_leg_A_task,TaskKillContribution,,,1,,,,,true,,wolf_den_30006,,,true,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1002_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1002_leg_C_task,TaskKillContribution,,,8,,,,,true,,bear_den_30005,,,true,,,,,,,,,,Lushhills,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1003_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1003_tasks_first_container,M_ReturnToGiver,,,
FM_S_1003_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1003_leg_A_task,FM_S_1003_leg_B_task,FM_S_1003_leg_C_task,,
FM_S_1003_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30011,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1003_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30004,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1003_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30007,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1004_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1004_tasks_first_container,M_ReturnToGiver,,,
FM_S_1004_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1004_leg_A_task,FM_S_1004_leg_B_task,FM_S_1004_leg_C_task,,
FM_S_1004_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30012,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1004_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1004_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_tower_30014,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1005_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1005_tasks_first_container,M_ReturnToGiver,,,
FM_S_1005_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1005_leg_A_task,FM_S_1005_leg_B_task,FM_S_1005_leg_C_task,,
FM_S_1005_leg_A_task,TaskKillContribution,,,8,,,,,true,,gator_island_30023,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1005_leg_B_task,TaskKillContribution,,,8,,,,,true,,ghost_island_30025,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1005_leg_C_task,TaskKillContribution,,,8,,,,,true,,brute_island_30024,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1006_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1006_tasks_first_container,M_ReturnToGiver,,,
FM_S_1006_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1006_leg_A_task,FM_S_1006_leg_B_task,FM_S_1006_leg_C_task,,
FM_S_1006_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30020,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1006_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30019,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1006_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30033,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1007_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1007_tasks_first_container,M_ReturnToGiver,,,
FM_S_1007_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1007_leg_A_task,FM_S_1007_leg_B_task,FM_S_1007_leg_C_task,,
FM_S_1007_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30020,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1007_leg_B_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30017,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1007_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30018,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1008_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1008_tasks_first_container,M_ReturnToGiver,,,
FM_S_1008_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1008_leg_A_task,FM_S_1008_leg_B_task,FM_S_1008_leg_C_task,,
FM_S_1008_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30033,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1008_leg_B_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30018,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1008_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30021,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1009_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1009_tasks_first_container,M_ReturnToGiver,,,
FM_S_1009_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1009_leg_A_task,FM_S_1009_leg_B_task,FM_S_1009_leg_C_task,,
FM_S_1009_leg_A_task,TaskKillContribution,,,8,,,,,true,,pirate_village_30022,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1009_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck_30001,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1009_leg_C_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30016,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1010_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_1010_tasks_first_container,M_ReturnToGiver,,,
FM_S_1010_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_S_1010_leg_A_task,FM_S_1010_leg_B_task,FM_S_1010_leg_C_task,,
FM_S_1010_leg_A_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30015,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1010_leg_B_task,TaskKillContribution,,,8,,,,,true,,shipwreck_30001,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_S_1010_leg_C_task,TaskKillContribution,,,8,,,,,true,,pirate_fort_30016,,,true,,,,,,,,,,Pirate,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1001_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1001_tasks_first_container,M_ReturnToGiver,,,
FM_C_1001_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1001_leg_A_task,FM_C_1001_leg_B_task,FM_C_1001_leg_C_task,,
FM_C_1001_leg_A_task,TaskKillContribution,,,3,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1001_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30010,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1001_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1002_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1002_tasks_first_container,M_ReturnToGiver,,,
FM_C_1002_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1002_leg_A_task,FM_C_1002_leg_B_task,FM_C_1002_leg_C_task,,
FM_C_1002_leg_A_task,TaskKillContribution,,,1,,,,,true,,wolf_den_30006,,,true,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1002_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30008,,,true,,,,,,,,,,Rothoard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1002_leg_C_task,TaskKillContribution,,,8,,,,,true,,bear_den_30005,,,true,,,,,,,,,,Lushhills,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1003_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1003_tasks_first_container,M_ReturnToGiver,,,
FM_C_1003_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1003_leg_A_task,FM_C_1003_leg_B_task,FM_C_1003_leg_C_task,,
FM_C_1003_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30011,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1003_leg_B_task,TaskKillContribution,,,8,,,,,true,,cave_30004,,,true,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1003_leg_C_task,TaskKillContribution,,,8,,,,,true,,fishing_village_30007,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1004_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1004_tasks_first_container,M_ReturnToGiver,,,
FM_C_1004_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1004_leg_A_task,FM_C_1004_leg_B_task,FM_C_1004_leg_C_task,,
FM_C_1004_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_30012,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1004_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_30013,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1004_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_tower_30014,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1005_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1005_tasks_first_container,M_ReturnToGiver,,,
FM_C_1005_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1005_leg_A_task,FM_C_1005_leg_B_task,FM_C_1005_leg_C_task,,
FM_C_1005_leg_A_task,TaskKillContribution,,,8,,,,,true,,gator_island_30023,,,true,,,,,,,,,,Alligator_Strange,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1005_leg_B_task,TaskKillContribution,,,8,,,,,true,,ghost_island_30025,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1005_leg_C_task,TaskKillContribution,,,8,,,,,true,,brute_island_30024,,,true,,,,,,,,,,Wraith,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1006_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1006_tasks_first_container,M_ReturnToGiver,,,
FM_C_1006_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1006_leg_A_task,FM_C_1006_leg_B_task,FM_C_1006_leg_C_task,,
FM_C_1006_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30020,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1006_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_30019,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1006_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_30033,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,
FM_C_1007_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1007_tasks_first_container,M_ReturnToGiver,,,
FM_C_1007_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,FM_C_1007_leg_A_task,FM_C_1007_leg_B_task,FM_C_1007_leg_C_task,,
