TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
9919_0037_d_02a_PutOutFires_General,TaskGameEvent,,,5,,,,,,,,,,,,,,,,,IO_MSQ_0037_Fire,,,MSQ_0037_PlanB_Fire_Interact,,,,,,,,,,,,,,,,,,,,@9919_0037_PutOutFires,,9178.8 6553.151 317.923,,,,,,,,,,,,,,,,,
9919_0037_d_02b_container_RescueRima,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,IO_MSQ_0037_Fire_Rima,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9919_0037_d_02b_01_FindRima_TaskTriggerArea,9919_0037_d_02b_02_FindRima_PutOutFires,,,
9919_0037_d_02b_01_FindRima_TaskTriggerArea,TaskTriggerArea,,,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_FindRima,@9919_0037_FindRima,,9233.906 6543.606 330.41,,,,,,,,,,,,,,,,,
9919_0037_d_02b_02_FindRima_PutOutFires,TaskGameEvent,,,2,,,,,,,,,,,,,,,,,IO_MSQ_0037_Fire_Rima,,,MSQ_0037_PlanB_Fire_Rima_Interact,,,,,,,,,,,,,,,,,,,,@9919_0037_FindRima_PutOutFires,,9233.906 6543.606 330.41,,,,,,,,,,,,,,,,,
9919_0037_d_03_SliceSwap_SWCaveEmile_On,TaskUnlockAchievement,,,1,SwapActive_SWCaveEmile_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0038_d_00_container_itstrueface,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905_0038_d_01_LocateEmil,9905_0038_d_02_SliceSwap_CanaryAdiana_Off,,,
9905_0038_d_01_LocateEmil,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_EmileYonas,@9905_MSQ_FindEmile,,8747.84 6561.00 310.03,,,,,,,,,,,,,,,,,
9905_0038_d_02_SliceSwap_CanaryAdiana_Off,TaskUnlockAchievement,,1,1,SwapActive_CanaryAdiana_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0039_d_00_container_aherosduty,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,IO_MSQ_0039_YonasCaveDoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0039_d_01_SliceSwap_AlazarRima2_Off,9903_0039_d_02_GoToPOI_PoorYonas,9903_0039_d_03_DefeatYonas,9903_0039_d_01_SliceSwap_YonasCaveDoor_On,
9903_0039_d_01_SliceSwap_AlazarRima2_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_AlazarRima2_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0039_d_02_GoToPOI_PoorYonas,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Yonas,@9903_YonasCave,,8772.88 6587.59 315.16,,,,,,,,,,,,,,,,,
9903_0039_d_03_DefeatYonas,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Yonas_MSQ,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,8834.17 6613.23 320.34,,,,,,,,,,,,,,,,,
9903_0039_d_01_SliceSwap_YonasCaveDoor_On,TaskUnlockAchievement,,1,1,SwapActive_YonasCaveDoor_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0040_d_00_container_emilesrequest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13035.6074 4432.9248 66.1618,,,,,,,,,,,,,9903_0040_d_02_SliceSwap_SWCaveEmile_Off,9903_0040_d_03_SliceSwap_RestlessEmileTheo_On,9903_0040_d_04_GoToPOI_Bar,,
9903_0040_d_02_SliceSwap_SWCaveEmile_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_SWCaveEmile_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0040_d_03_SliceSwap_RestlessEmileTheo_On,TaskUnlockAchievement,,1,1,SwapActive_RestlessEmileTheo_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9903_0040_d_04_GoToPOI_Bar,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_BarCompanions,@9903_TravelTo_BarCompanions,,13035.6074 4432.9248 66.1618,,,,,,,,,,,,,,,,,
9903_0041_d_00_container_somethinglefttosave,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0041_d_01_GoToPOI_Arclight,9903_0041_d_02_container_somethinglefttosaveb,,,
9903_0041_d_01_GoToPOI_Arclight,TaskGoToPOITag,,1,,,,,,1,,archlightcave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9903_0041_d_02_container_somethinglefttosaveb,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9903_0041_d_02_04_DefeatMinions,9903_0041_d_02_05_DefeatBoss,9903_0041_d_02_01_LorePage1,9903_0041_d_02_02_LorePage2,9903_0041_d_02_03_LorePage3
9903_0041_d_02_04_DefeatMinions,TaskKillContribution,,1,7,,,,,1,,archlightcave,,,,,,,,,,,,,Risen_Whole_Body_42,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,,
9903_0041_d_02_05_DefeatBoss,TaskKillContribution,,1,1,,,,,1,,archlightcave,,,,,,,,,,,,,Ghost_Shipwrecked_Named_03,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,,,,,,,,,,,,,,,,,,
9903_0041_d_02_01_LorePage1,TaskAchievement,,1,,Lore_unlock_99_MSQ_Title_01_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_InvestigateArclight1,,13411.481445 4870.183594 48.275303,,,false,,,,,,,,,,,,,,
9903_0041_d_02_02_LorePage2,TaskAchievement,,1,,Lore_unlock_99_MSQ_Title_01_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_InvestigateArclight2,,13388.094727 4828.832031 56.519653,,,false,,,,,,,,,,,,,,
9903_0041_d_02_03_LorePage3,TaskAchievement,,1,,Lore_unlock_99_MSQ_Title_01_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_InvestigateArclight3,,13433.941406 4813.778320 61.042595 ,,,false,,,,,,,,,,,,,,
9905_0042_d_00_container_shecameback,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13038.378 4442.447 66.166,,,,,,,,,,,,,9905_0042_d_01_SliceSwap_RestlessRima_On,9905_0042_d_02_GreetRima,,,
9905_0042_d_01_SliceSwap_RestlessRima_On,TaskUnlockAchievement,,1,1,SwapActive_RestlessRima_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0042_d_02_GreetRima,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_BarCompanions2,@9903_TravelTo_BarCompanions2,,13038.378 4442.447 66.166,,,,,,,,,,,,,,,,,
9905_0043_d_00_container_foragoodcause,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903_0043_d_01_GoToPOI_SS_Range,9905_0043_d_01_GoToPOI_Range,9905_0042_d_01_SliceSwap_RestlessRima_On,,
9903_0043_d_01_GoToPOI_SS_Range,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Range_ss,@9905_TravelToRange_option,,12947.528 5551.863 85.050,,,,,,,,,,,,,,,,,
9905_0043_d_01_GoToPOI_Range,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Range,@9905_TravelToRange,,13101.979 5736.542 40.785,,,,,,,,,,,,,,,,,
9909_0044_d_00_container_mothertongue,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9909_0044_d_01_GoToPOI_Rima,9905_0042_d_01_SliceSwap_RestlessRima_On,,,
9909_0044_d_01_GoToPOI_Rima,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_BarCompanions2,@9903_TravelTo_BarRima,,13041.1033 4427.378 66.16,,,,,,,,,,,,,,,,,
9905_0045_d_00_container_thebox,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9905_0045_d_01_SliceSwap_VillageAdiana_On,9905_0045_d_03_GoToPOI_Adiana2,9905_0045_d_04_UpdootAzothStaff3,,
9905_0045_d_01_SliceSwap_VillageAdiana_On,TaskUnlockAchievement,,,1,SwapActive_VillageAdiana_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9905_0045_d_02_AttainLevel50,TaskHaveLevel,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_attainlevel50,,,,,,,,,,,,,,,,,,,
9905_0045_d_03_GoToPOI_Adiana2,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_GreenGrove,@9905_TravelToGreenGrove2,,11334 6991 337,,,,,,,,,,,,,,,,,
9905_0045_d_04_UpdootAzothStaff3,TaskHaveAndReturnItems,,,1,Darkness_AzothStaff_T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_task_unequip_azothstaff,,11334 6991 337,1,,,,,,,,,,,,,,,,
9902_0046_d_00_container_stemthetide,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9902_0046_d_01_GoToPOI_Motherwell,9902_0046_d_02_DefendTheMotherwell,9902_0046_d_03_container_RestlessSwaps,,
9902_0046_d_01_GoToPOI_Motherwell,TaskGoToPOITag,,1,1,,,,,1,,crater_blightedcave_50359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9902_0046_d_02_DefendTheMotherwell,TaskKillContribution,,1,3,,,,,1,,crater_blightedcave_50359,,,,,,,,,,,,,Blight_Fiend_50,,,,,,,,,,,,,,,,,,,,@9900_KillQuest_Generic,,11336 6928 100,,,,,,,,,,,,,,,,,
9902_0046_d_03_container_RestlessSwaps,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0046_d_03_01_SliceSwap_RestlessRima_Off,9902_0046_d_03_02_SliceSwap_RestlessEmileTheo_Off,,,
9902_0046_d_03_01_SliceSwap_RestlessRima_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_RestlessRima_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9902_0046_d_03_02_SliceSwap_RestlessEmileTheo_Off,TaskTemporaryUnlockAchievement,,1,1,SwapActive_RestlessEmileTheo_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0047_d_00_container_greatminds,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9904_0047_d_01_SliceSwap_VillageTheo_On,9904_0047_d_02_GoToPOI_Theo2,,,
9904_0047_d_01_SliceSwap_VillageTheo_On,TaskUnlockAchievement,,1,1,SwapActive_VillageTheo_OnOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9904_0047_d_02_GoToPOI_Theo2,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_TheoGrove,@9905_TravelToTheoGrove,,11381.649 7022.229 320.014,,,,,,,,,,,,,,,,,
9904_0048_d_00_container_enemyofmyenemy,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9904_0048_d_01_DeployBlightBombs,9904_0048_d_02_DeployBlightBombs,9904_0048_d_03_DeployBlightBombs,9904_0048_d_04_DeployBlightBombs,9904_0048_d_05_DeployBlightBombs
9904_0048_d_01_DeployBlightBombs,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0048_Blightbombs1,,,MSQ_0048_Blightbombs1_interact,,,,,,,,,,,,,,,,,,,,@9904_0048_deployblightbombs,,11318.4697 6962.7764 313.8503,,,,,,,,,,,,,,,,,
9904_0048_d_02_DeployBlightBombs,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0048_Blightbombs2,,,MSQ_0048_Blightbombs2_interact,,,,,,,,,,,,,,,,,,,,@9904_0048_deployblightbombs2,,11357.6953 6948.1299 314.9547,,,,,,,,,,,,,,,,,
9904_0048_d_03_DeployBlightBombs,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0048_Blightbombs3,,,MSQ_0048_Blightbombs3_interact,,,,,,,,,,,,,,,,,,,,@9904_0048_deployblightbombs3,,11308.5645 7002.6992 317.9832,,,,,,,,,,,,,,,,,
9904_0048_d_04_DeployBlightBombs,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0048_Blightbombs4,,,MSQ_0048_Blightbombs4_interact,,,,,,,,,,,,,,,,,,,,@9904_0048_deployblightbombs4,,11408.1406 6976.7905 317.3187,,,,,,,,,,,,,,,,,
9904_0048_d_05_DeployBlightBombs,TaskGameEvent,,1,1,,,,,,,,,,,,,,,,,IO_MSQ_0048_Blightbombs5,,,MSQ_0048_Blightbombs5_interact,,,,,,,,,,,,,,,,,,,,@9904_0048_deployblightbombs5,,11374.7549 7015.0195 319.7671,,,,,,,,,,,,,,,,,
9902_0049_d_00_container_recipeforfailure,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9902_0049_d_01_GoTOPOI_Shamaness,9902_0049_d_02_GoTOPOI_Shamaness,,,
9902_0049_d_01_GoTOPOI_Shamaness,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Ixia_Option,@9902_TravelTo_Ixia_option,,11583.763 6973.894 324.616,,,,,,,,,,,,,,,,,
9902_0049_d_02_GoTOPOI_Shamaness,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Ixia,@9902_TravelTo_Ixia,,11793.580 7118.382 322.133,,,,,,,,,,,,,,,,,
9906_0050_d_00_container_thescenicroute,ConsecutiveTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute,,,,,,,,,,,,,,,9906_0050_d_00_container_thescenicrouteTitle,,,,
9906_0050_d_00_container_thescenicrouteTitle,SimpleTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute,,,,,,,,,,,,,,,9906_0050_d_01_GatherSpore1,9906_0050_d_02_GatherSpore2,9906_0050_d_03_GatherSpore3,9906_0050_d_04_GatherSpore4,
9906_0050_d_01_GatherSpore1,TaskGatherAndReturnItems,,1,1,MSQ_Spore1,MSQ_0050_Fungus1,100,,,,,,,,,,,,,,IO_MSQ_0050_Fungus1,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute1,,11769.609 6878.204 515.468,,,,,,,,,,,,,,,,,
9906_0050_d_02_GatherSpore2,TaskGatherAndReturnItems,,1,1,MSQ_Spore2,MSQ_0050_Fungus2,100,,,,,,,,,,,,,,IO_MSQ_0050_Fungus2,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute2,,11759.383 8345.380 263.907,,,,,,,,,,,,,,,,,
9906_0050_d_03_GatherSpore3,TaskGatherAndReturnItems,,1,1,MSQ_Spore3,MSQ_0050_Fungus3,100,,,,,,,,,,,,,,IO_MSQ_0050_Fungus3,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute3,,11114.089 8493.516 190.240,,,,,,,,,,,,,,,,,
9906_0050_d_04_GatherSpore4,TaskGatherAndReturnItems,,1,1,MSQ_Spore4,MSQ_0050_Fungus4,100,,,,,,,,,,,,,,IO_MSQ_0050_Fungus4,,,,,,,,,,,,,,,,,,,,,,,@9906_0050_thescenicroute4,,10815.720 7791.657 280.623,,,,,,,,,,,,,,,,,
9906_0051_d_00_container_ararespice,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9906_0051_d_01_GoTOPOI_Spriggan,9906_0051_d_02_KillCollectSeeds,9905_0045_d_01_SliceSwap_VillageAdiana_On,,
9906_0051_d_01_GoTOPOI_Spriggan,TaskGoToPOITag,,1,1,,,,,1,,crater_feralledge_50313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9900_TravelToPOI_generic,,,,,,,,,,,,,,,,,,,
9906_0051_d_02_KillCollectSeeds,TaskHaveAndReturnItems,,1,3,MSQBlessingSeeds,Dryad_Soldier_14AC13,75,,1,,crater_feralledge_50313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9906_KillQuest_Spriggan,,,,,,,,,,,,,,,,,,,
9906_0050_thescenicrouteb,SimpleTaskContainer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9906_0050_thescenicrouteb_01_gobacktoAdiana,,,,
9906_0050_thescenicrouteb_01_gobacktoAdiana,TaskTriggerArea,,1,1,,,,,1,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_GreenGrove,@9905_TravelToGreenGrove3,,11334 6991 337,,,,,,,,,,,,,,,,,
9902_0052_d_00_container_saboteur_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9902_0052_d_00_container_partial_all,,,,
9902_0052_d_00_container_partial_all,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_00_container_partial_SoloQuest,9902_0052_d_00_container_partial_Expedition,9902_0052_d_00_TaskAchievement_Solo,,
9902_0052_d_00_container_partial_SoloQuest,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9902_0052_d_00_container_partial_SoloQuest,,,,,,,,,,,,,,,9902_0052_d_00_container_Complete_SoloQuest,,,,
9902_0052_d_00_container_Complete_SoloQuest,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9905_0045_d_01_SliceSwap_VillageAdiana_On,9902_0052_d_00_container_partial_SoloQuest2,9902_0052_d_00_TempLockSolo,9902_0052_d_00_CompleteSolo,
9902_0052_d_00_container_partial_SoloQuest2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9902_0052_d_00_container_partial_SoloQuest,,,1,,,,,,,,,,,,9902_0052_d_00_Task_TalktoAdiana,9902_0052_d_00_TempUnlockSolo,9902_0052_d_00_TaskAchievement_Solo,,
9902_0052_d_00_Task_TalktoAdiana,TaskConversationTopic,,,,9902b_MSQ_Adiana,,,,,,,,,,,,,,,,,9902_MSQ_ExpeditionSkip,,,,,,,,,,,,,,,,,,,,,,@9902_0052_d_00_Task_TalktoAdiana,,,,,,,,,,,,,,,,,,,
9902_0052_d_00_TempUnlockSolo,TaskAchievement,,,1,99_MSQ_52_b_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9902_0052_d_00_TempLockSolo,TaskLockAchievement,,,1,99_MSQ_52_b_Unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9902_0052_d_00_CompleteSolo,TaskObjective,,,,9902_0052_saboteur_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9902_0052_d_00_CompleteSolo,,,,,,,,,,,,,,,,,,,
9902_0052_d_03_FallBack_ChallengeDynasty,TaskKillContribution,,1,1,,,,,,,,,,,,,,,,,,,,Dynasty_Empress,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9902_0052_d_00_container_partial_Expedition,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9902_0052_d_00_container_partial_Expedition,,,,,,,,,,,,,,,9902_0052_d_00_container_CompleteExpedition,9902_0052_d_00_TaskAchievement_Solo,9902_0052_d_03_FallBack_ChallengeDynasty,,
9902_0052_d_00_container_partial_Expedition2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_00_container_partial_SoloQuest,9902_0052_d_03_FallBack_ChallengeDynasty,,,
9902_0052_d_00_container_CompleteExpedition,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_00_container_saboteur2_v2,,,,
9902_0052_d_00b_GoToTrigger_v2,TaskTriggerArea,,1,1,,,,,,,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_MSQ_Saboteur,@9902_0052_TravelTo_Empress2,,5264.903 4238.494 40.760,1,,,,,,,,,,,,,,,,
9902_0052_d_00_container_saboteur2_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.903 4238.494 40.760,1,,,,,,,,,,,,9902_0052_d_00b_partialcontainer_GoTo_v2,9902_0052_d_00_partialcontainer_saboteur3_v2,,,
9902_0052_d_00b_partialcontainer_GoTo_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_00c_GoToTrigger_v2,9902_0052_d_00_TaskAchievement_Solo,,,
9902_0052_d_00c_GoToTrigger_v2,TaskGameMode,,1,1,,,,,,,,DungeonEbonscale00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@9902_0052_TravelTo_Empress2,,5264.903 4238.494 40.760,,,,,,,,,,,,,,,,,
9902_0052_d_00_partialcontainer_saboteur3_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_00_container_saboteur3_v2,9902_0052_d_00_TaskAchievement_Solo,,,
9902_0052_d_00_container_saboteur3_v2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.903 4238.494 40.760,1,,,,,,,,,,,,9902_0052_d_00_partialcontainer_InteractShip1_v2,9902_0052_d_00_partialcontainer_InteractShip2_v2,9902_0052_d_00_partialcontainer_InteractShip3_v2,9902_0052_d_00_partialcontainer_InteractShip4_v2,9902_0052_d_00_partialcontainer_empress_v2
9902_0052_d_00_partialcontainer_InteractShip1_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_01_InteractShip1_v2,9902_0052_d_00_TaskAchievement_Solo,,,
9902_0052_d_01_InteractShip1_v2,TaskAchievement,,1,1,MSQ_Saboteur_Powderkeg1,,,,,,,DungeonEbonscale00,,,,,,,,,IO_MSQ_0052_BombShip,,,MSQ_0052_BombShip_interact,,,,,,,,,,,,,,,,,,,,@9902_0052_InteractShip1,,4841.72 4517.24 40.54,,,,,,,,,,,,,,,,,
9902_0052_d_00_partialcontainer_InteractShip2_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_02_InteractShip2_v2,9902_0052_d_00_TaskAchievement_Solo,,,
9902_0052_d_02_InteractShip2_v2,TaskAchievement,,1,1,MSQ_Saboteur_Powderkeg2,,,,,,,DungeonEbonscale00,,,,,,,,,IO_MSQ_0052_BombShip2,,,MSQ_0052_BombShip2_interact,,,,,,,,,,,,,,,,,,,,@9902_0052_InteractShip2,,4785.44 4521.77 41.79,,,,,,,,,,,,,,,,,
9902_0052_d_00_partialcontainer_InteractShip3_v2,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9902_0052_d_03_InteractShip3_v2,9902_0052_d_00_TaskAchievement_Solo,,,
9902_0052_d_03_InteractShip3_v2,TaskAchievement,,1,1,MSQ_Saboteur_Powderkeg3,,,,,,,DungeonEbonscale00,,,,,,,,,IO_MSQ_0052_BombShip3,,,MSQ_0052_BombShip3_interact,,,,,,,,,,,,,,,,,,,,@9902_0052_InteractShip3,,4633.85 4414.63 41.31,,,,,,,,,,,,,,,,,
