GatherableID,DisplayName,GatheringAction,GatheringType,IdleFragment,GatheringFragment,FinalLootTable,LootTableDefaultMaterial,MinRespawnRate,MaxRespawnRate,Tradeskill,RequiredTradeskillLevel,ExpansionIdUnlock,DepletedGatherableID,BaseGatherTime,WaitForImpact,Restriction,AlignGatherer,GameEventID,ItemRestrictionId,ItemRestrictionQuantity,RequiredSongId,SongRewardId,ResetGatherTimeOnEndInteraction,IsLootContainer,IsElite,IsDynamicPoiTarget,RequireLootItems,IconTypeUnlock,IgnoreAllObstructions,ObstructBuildables,RequireControllingFaction,AddedStatusEffect,RequiredStatusEffect,ConsumedStatusEffect,NumRequiredToGather,UsableEmoteTags,RequirementDescription,DisplayDescription,IsLandmark,TooltipImage,LandmarkIconPath,RequiredWhisperId,MountGatherers
0601_0101_weapon_03_bow,@0601_0101_weapon_03_bow_DisplayName,Handcrafting,None,,,Empty,,78000,78000,None,,,,5,false,NoToolNecessary,true,0601_0101_weapon_03_bow_Interact,,1,,,true,true,,,,,,,,,,,,,,,,,,,
0601_0101_weapon_04_firestaff,@0601_0101_weapon_04_firestaff_DisplayName,Handcrafting,None,,,Empty,,78000,78000,None,,,,5,false,NoToolNecessary,true,0601_0101_weapon_04_firestaff_Interact,,1,,,true,true,,,,,,,,,,,,,,,,,,,
16BS_AncientGlyphLock,@16BS_AncientGlyphLock_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,25,25,AzothStaff,5,,,3,false,ToolRequired,false,16BS_AncientGlyphLock_interact,,,,,false,true,,,,,true,,,,,,,,,,,,,,
09FL_BeastGlyphLock,@09FL_BeastGlyphLock_DisplayName,AzothStaffCreate,None,,,Empty,,360,360,None,,,,3,false,NoToolNecessary,false,09FL_BeastGlyphLock_interact,,,,,false,true,,,,,true,,,,,,,,,,,,,,
09FL_BeastGlyphLock_Chest,@09FL_BeastGlyphLearn_DisplayName,None,None,,Emote_Pray,Empty,,20,20,None,,,,3,false,NoToolNecessary,false,09FL_BeastGlyphLock_Chest_interact,,,,,false,true,,,,,true,,,,,,,,,,,,,,
16BS_AncientGlyphLock_Chest,@16BS_AncientGlyphLock_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,20,20,AzothStaff,5,,,3,false,ToolRequired,false,16BS_AncientGlyphLock_Chest_interact,,,,,false,true,,,,,true,,,,,,,,,,,,,,
16BS_AncientGlyphLock_Portal,@16BS_AncientGlyphLock_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,20,20,AzothStaff,5,,,5,false,ToolRequired,false,16BS_AncientGlyphLock_interact,,,,,false,false,,,,,true,,,,,,,,,,,,,,
09FL_AncientGlyphLock_Proximity,,None,None,,,Empty,,1,1.1,None,0,,,0.1,false,NoToolNecessary,false,16BS_AncientGlyphLock_interact,,,,,,false,,,,,,,,,,,,,,,,,,,
09FL_AncientGlyphLock_BridgePerm,@09FL_BeastGlyphLock_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,360,360,AzothStaff,5,,,5,false,ToolRequired,false,16BS_AncientGlyphLock_interact,,,,,false,true,,,,,true,,,,,,,,,,,,,,
16BS_AncientTeleporter,@16BS_AncientGlyphTeleporter_DisplayName,None,None,,,Empty,,5,5,None,,,,3,false,NoToolNecessary,false,16BS_AncientTeleporter_interact,,,,,true,false,,,,,true,,,,,,,,,,,,,,
16BS_LegionStoneTomb,@LootContainer_StoneTomb_DisplayName,Handcrafting,None,,,Empty,,360,360,None,,,,5,false,NoToolNecessary,false,16BS_LegionStoneTomb_interact,,,,,true,true,,,,,true,,,,,,,,,,,,,,
16BS_EliteSarcophagi,@LootContainer_StoneTomb_DisplayName,Handcrafting,None,,,Empty,,360,360,None,,,,10,false,NoToolNecessary,false,16BS_LegionStoneTomb_interact,,,,,true,true,,,,,true,,,,,,,,,,,,,,
16BS_SulfurSarcophagi,@LootContainer_StoneTomb_DisplayName,Handcrafting,None,,,Empty,,360,360,None,,,,10,false,NoToolNecessary,false,16BS_LegionStoneTomb_interact,,,,,true,true,,,,,true,,,,,,,,,,,,,,
16BS_LegionStoneTomb_16BS03b,@LootContainer_StoneTomb_DisplayName,Handcrafting,None,,,Empty,,120,120,None,,,,5,false,NoToolNecessary,false,16BS_LegionStoneTomb_interact,,,,,true,true,,,,,true,,,,,,,,,,,,,,
16BS_AncientTowerDoor,@16BS_AncientTowerDoor_DisplayName,Handcrafting,None,,,Empty,,25,30,None,,,,4,false,NoToolNecessary,false,16BS_AncientTowerDoor_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
16BS_HeartgemUpgrade,@16BS_HeartgemUpgrade_DisplayName,MSQTheRitual,None,,,Empty,,120,180,None,,,,16,false,NoToolNecessary,false,16BS_HeartgemUpgrade_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
16BS_Prepare_HeartgemUpgrade,@16BS_Prepare_HeartgemUpgrade_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,120,180,AzothStaff,5,,,10,false,ToolRequired,false,16BS_Prepare_HeartgemUpgrade_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
16BS_AncientGlyphInscription,@16BS_AncientGlyphInscription_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,3600,3600,AzothStaff,5,,,20,false,ToolRequired,false,16BS_AncientGlyphInscription_interact,,,,,true,true,,,,,true,,,,,,,,,,,,,,
NPCRescue_Generic_NPC_01,@NPCRescue_Generic_NPC_DisplayName,None,None,,,Empty,,600,600,None,0,,,3,false,NoToolNecessary,false,NPCRescue_Generic_Npc_01_Interact,,,,,,true,,,,1,,,,,,,,,,,,,,,
98_Covenant_01_Crest,@98_Covenant_01_Crest_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,98_Covenant_01_Crest_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Covenant_02_Captive,@98_Covenant_02_Captive_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,98_Covenant_02_Captive_Interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
98_Covenant_02_Grimoire,@98_Covenant_02_Grimoire_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,98_Covenant_02_Grimoire_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Covenant_03_Ritual,@98_Covenant_03_Ritual_DisplayName,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,98_Covenant_03_Ritual_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
98_Covenant_03_Pyre,@98_Covenant_03_Pyre_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,98_Covenant_03_Pyre_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_02_PirateBanner,@98_Marauders_02_PirateBanner_DisplayName,Handcrafting,None,,,Empty,,86400,86400,None,,,,5,false,NoToolNecessary,true,98_Marauders_02_PirateBanner_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_02_ExplosiveBarrel,@98_Marauders_02_ExplosiveBarrel_DisplayName,Handcrafting,None,,,Empty,,86400,86400,None,,,,3,false,NoToolNecessary,true,98_Marauders_02_ExplosiveBarrel_Interact,,2,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_02_PirateHoard,@98_Marauders_02_PirateHoard_DisplayName,Handcrafting,None,,,Empty,,86400,86400,None,,,,3,false,NoToolNecessary,true,98_Marauders_02_PirateHoard_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_03_ExplosivePlacementA,@98_Marauders_03_ExplosivePlacementA_DisplayName,Handcrafting,None,,,Empty,,86400,86400,None,,,,1,false,NoToolNecessary,true,98_Marauders_03_ExplosivePlacementA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_03_ExplosivePlacementB,@98_Marauders_03_ExplosivePlacementB_DisplayName,Handcrafting,None,,,Empty,,86400,86400,None,,,,1,false,NoToolNecessary,true,98_Marauders_03_ExplosivePlacementB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Marauders_03_CaptiveA,@98_Marauders_03_CaptiveA_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,98_Marauders_03_CaptiveA_Interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
98_Marauders_03_CaptiveB,@98_Marauders_03_CaptiveB_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,98_Marauders_03_CaptiveB_Interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
98_Marauders_03_CaptiveC,@98_Marauders_03_CaptiveC_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,98_Marauders_03_CaptiveC_Interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
98_Syndicate_01_WolfLure,@98_Syndicate_01_WolfLure_DisplayName,LootContainer,None,,,Empty,,86400,86400,None,,,,1,false,NoToolNecessary,true,98_Syndicate_01_WolfLure_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
98_Syndicate_02_AzothTreeWater,@98_Syndicate_02_AzothTreeWater_DisplayName,Handcrafting,None,,,Empty,,15,45,None,,,,1,false,NoToolNecessary,true,98_Syndicate_02_AzothTreeWater_Interact,,1,,,false,false,,,,,,,,,,,,,,,,,,,
98_Syndicate_03_WaterBarrel,@98_Syndicate_03_WaterBarrel_DisplayName,ChoppingVertical,None,,,Empty,,200,300,None,,,,2.6,false,NoToolNecessary,true,98_Syndicate_03_WaterBarrel_Interact,,,,,false,false,,,,,,,,,,,,,,,,,,,
98_Syndicate_03_Well_A,@98_Syndicate_03_Well_A_DisplayName,Handcrafting,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,98_Syndicate_03_Well_A_Interact,,,,,false,false,,,,,,,,,,,,,,,,,,,
98_Syndicate_03_Well_B,@98_Syndicate_03_Well_B_DisplayName,Handcrafting,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,98_Syndicate_03_Well_B_Interact,,,,,false,false,,,,,,,,,,,,,,,,,,,
InteractObject_Corsairs_Quest,@InteractObject_Interact_Corsairs_Quest,Kicking,None,,,Empty,,540,600,None,,,,0.5,true,NoToolNecessary,true,MB_MSQ2_Crate_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_01_Vine_Actual,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_01_Vine_Actual_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_01_Vines_Fake,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_01_Vines_Fake_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_02_Vine_Actual,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_02_Vine_Actual_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_02_Vines_Fake,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_02_Vines_Fake_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_03_Vine_Actual,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_03_Vine_Actual_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_03_Vines_Fake,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_03_Vines_Fake_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_04_Vine_Actual,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_04_Vine_Actual_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_04_Vines_Fake,@MSQ_0008_ClearingVines_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99A_MSQ_01_04_Vines_Fake_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_01_02_Armor,@99A_MSQ_01_02_Armor_DisplayName,None,None,,,Empty,,200,300,None,,,,1.5,false,NoToolNecessary,true,99A_MSQ_01_02_Armor_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99a_MSQ_05_PopClot,@99a_MSQ_05_PopClot_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99a_MSQ_05_PopClot_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_06_TinctureGatherable_01,@99A_MSQ_06_TinctureGatherable_01_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,99A_MSQ_06_TinctureGatherable_01_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_06_TinctureGatherable_02,@99A_MSQ_06_TinctureGatherable_02_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,99A_MSQ_06_TinctureGatherable_02_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_06_TinctureGatherable_03,@99A_MSQ_06_TinctureGatherable_03_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,99A_MSQ_06_TinctureGatherable_03_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_06_TinctureCraftSpot,@99A_MSQ_06_TinctureCraftSpot_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,99A_MSQ_06_TinctureCraftSpot_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99a_MSQ_09_DiscoverDoor,@99a_MSQ_09_DiscoverDoor_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,99a_MSQ_09_DiscoverDoor_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99A_MSQ_09_LastCache,@99A_MSQ_09_LastCache_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,99A_MSQ_09_LastCache_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99A_MSQ_10_SilverDeposit,@99A_MSQ_10_SilverDeposit_DisplayName,None,None,,,Empty,,200,300,None,,,,1.5,false,NoToolNecessary,true,99A_MSQ_10_SilverDeposit_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99A_MSQ_10_EzraAnvil,@99A_MSQ_10_EzraAnvil_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,ItemRequired,true,99A_MSQ_10_EzraAnvil_Interact,99A_MSQ_10_ForgeMasterHammer,1,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_13_SmallCorruption,@99A_MSQ_13_SmallCorruption_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,200,300,AzothStaff,,,,3,false,ToolRequired,true,99A_MSQ_13_SmallCorruption_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99A_MSQ_13_LargeCorruption,@99A_MSQ_13_LargeCorruption_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,200,300,AzothStaff,,,,5,false,ToolRequired,true,99A_MSQ_13_LargeCorruption_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
99A_MSQ_14b_YetiCave,@99A_MSQ_14b_YetiCave_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,200,300,AzothStaff,,,,5,false,ToolRequired,true,99A_MSQ_14b_YetiCave_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_MSQ_14b_HeartgemCraftSpot,@99A_MSQ_14b_HeartgemCraftSpot_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,200,300,AzothStaff,,,,5,false,ToolRequired,true,99A_MSQ_14b_HeartgemCraftSpot_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
99A_IsabellaWhisper_02,,None,None,,,,,1,1,None,,,,1,false,WhisperRequired,false,99A_IsabellaWhisper_02_interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
GameEvent_Proximity,@ui_quest_banner_chapter1,None,None,,,QuestInteractable,,1,1.1,None,,,,1,false,NoToolNecessary,true,GameEvent_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1204_CrownChamberDoor_01,Insert Seals of the Knight,Handcrafting,None,,,Empty,,10,10,None,,,,1,false,ItemRequired,true,,DungeonShatterMtn00_CellarKey,1,,,false,true,,,,,,,,,,,,,,,,,,,
1204_CrownChamberDoor_02,Enter Crown Chamber,Handcrafting,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,,,,,,false,true,,,,,,,,,,,,,,,,,,,
1208_CrownChamberDoor_01,Insert Seals of the Knight,Handcrafting,None,,,Empty,,10,10,None,,,,1,false,ItemRequired,true,,DungeonShatterMtn00_CellarKey,1,,,false,true,,,,,,,,,,,,,,,,,,,
1208_CrownChamberDoor_02,Enter Crown Chamber,Handcrafting,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,,,,,,false,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Anchor,@MB_MSQ2_Anchor_DisplayName,None,None,,,Empty,,540,600,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_Anchor_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Wine,@MB_MSQ2_Wine_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_Wine_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DefeatNavigator_Altar,@MB_MSQ2_DefeatNavigator_Altar_DisplayName,Kicking,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,MB_MSQ2_DefeatNavigator_Altar_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DefeatNavigator_Rubble,@MB_MSQ2_DefeatNavigator_Rubble_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_DefeatNavigator_Rubble_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_ArtifactShards_Box,@MB_MSQ2_ArtifactShards_Box_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_ArtifactShards_Box_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_GatherJewels_stone,@MB_MSQ2_GatherJewels_stone_DisplayName,Mining,Mining,,,Empty,,200,300,None,,,,15,true,ToolRequired,true,MB_MSQ2_GatherJewels_stone_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Excavation_Examine,@MB_MSQ2_Excavation_Examine_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_Excavation_Examine_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Excavation_Inspect,@MB_MSQ2_Excavation_Inspect_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_Excavation_Inspect_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_RescueMiner_Rescue01,@MB_MSQ2_RescueMiners_Miner01_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,MB_MSQ2_RescueMiner_Rescue_01_interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
MB_MSQ2_RescueMiner_Rescue02,@MB_MSQ2_RescueMiners_Miner02_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,MB_MSQ2_RescueMiner_Rescue_02_interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
MB_MSQ2_RescueMiner_Rescue03,@MB_MSQ2_RescueMiners_Miner03_DisplayName,Handcrafting,None,,,Empty,,10,10,None,0,,,3,false,NoToolNecessary,true,MB_MSQ2_RescueMiner_Rescue_03_interact,,,,,true,true,,,,1,,,,,,,,,,,,,,,
MB_MSQ2_InspectStatue_Tablet,@MB_MSQ2_InspectStatue_Tablet_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,false,MB_MSQ2_InspectStatue_Tablet_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_ForgeRing_Forge,@MB_MSQ2_ForgeRing_Forge_DisplayName,Etching,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,MB_MSQ2_ForgeRing_Forge_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_CollectCrown_Pedestal,@MB_MSQ2_CollectCrown_Pedestal_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,false,MB_MSQ2_CollectCrown_Pedestal_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_CollectGlass_Glass,@MB_MSQ2_CollectGlass_Glass_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,1.5,false,NoToolNecessary,true,MB_MSQ2_CollectGlass_Glass_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DefeatGawain_Crown,@MB_MSQ2_DefeatGawain_Crown_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,1.5,false,NoToolNecessary,true,MB_MSQ2_DefeatGawain_Crown_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_KnightsCrest_Crest,@MB_MSQ2_KnightsCrest_Crest_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_KnightsCrest_Crest_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DestroyShrine_Mast,@MB_MSQ2_DestroyShrine_Mast_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_DestroyShrine_Mast_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DestroyShrine_Alter,@MB_MSQ2_DestroyShrine_Alter_DisplayName,Kicking,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,MB_MSQ2_DestroyShrine_Alter_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_BreakCurse_Device,@MB_MSQ2_BreakCurse_Device_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_BreakCurse_Device_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_PlaceFlowers_Lily,@MB_MSQ2_PlaceFlowers_Lily_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_PlaceFlowers_Lily_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_PlaceFlowers_Bouquet,@MB_MSQ2_PlaceFlowers_Bouquet_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_PlaceFlowers_Bouquet_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_GatherGift_Keepsake,@MB_MSQ2_GatherGift_Keepsake_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_GatherGift_Keepsake_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_DestroyRune_Tablet,@MB_MSQ2_DestroyRune_Tablet_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_DestroyRune_Tablet_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_SetFireToPirateSupplies,@MB_MSQ2_SetFireToPirateSupplies_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,MB_MSQ2_SetFireToPirateSupplies_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Banner_Gawain,@MB_MSQ2_Banner_Gawain_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,false,MB_MSQ2_Banner_Gawain_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Robes_Chest,@MB_MSQ2_Robes_Chest_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,false,MB_MSQ2_Robes_Chest_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
MB_MSQ2_Mining_Supplies,@MB_MSQ2_Mining_Supplies_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,MB_MSQ2_Mining_Supplies_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
04A_Side03_02_0101_AncientScroll,@04A_Side03_02_0101_AncientScroll,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side03_02_0101_AncientScroll_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
04A_Side01_01_Proximity_Trail,@04A_Side01_01_Proximity_Trail_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side01_01_Proximity_Trail_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side01_01_AbandonedPack,@04A_Side01_01_AbandonedPack_DisplayName,None,None,,,Empty,,200,300,None,,,,1.5,false,NoToolNecessary,true,04A_Side01_01_AbandonedPack_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side02_01_AncientDevice,@04A_Side02_01_AncientDevice_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side02_01_AncientDevice_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side02_01_AncientDevice_02,@04A_Side02_01_AncientDevice_02_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side02_01_AncientDevice_02_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side02_02_EncounterStart_01,@04A_Side02_02_EncounterStart_01_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,04A_Side02_02_EncounterStart_01_Interact,,,,,true,false,,,,,,,false,,,,,,,,,,,,
04A_Side02_02_EncounterStart_02,@04A_Side02_02_EncounterStart_02_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,04A_Side02_02_EncounterStart_02_Interact,,,,,true,false,,,,,,,false,,,,,,,,,,,,
04A_Side02_03_Proximity_Investigate_01,@04A_Side02_03_Proximity_Investigate_01_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side02_03_Proximity_Investigate_01_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side02_03_Proximity_Investigate_02,@04A_Side02_03_Proximity_Investigate_02_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,04A_Side02_03_Proximity_Investigate_02_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
04A_Side02_03_Proximity_Investigate_03,@04A_Side02_03_Proximity_Investigate_03_DisplayName,Etching,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,04A_Side02_03_Proximity_Investigate_03_Interact,,,,,true,true,,,,,,,false,,,,,,,,,,,,
