PerkID,PerkType,ConditionEvent,ItemClass,ExcludeItemClass,Channel,ExclusiveLabels,DeprecatedPerkId,ScalingPerGearScore,ItemClassGSBonus,DisplayName,Description,GroupName,Tier,ExcludeFromTradingPost,AppliedPrefix,AppliedSuffix,NamePriority,IconPath,Affix,EquipAbility,DayPhases,FishingWaterType,TerritoryId,CombatStatus,Category
TwoHandNomad2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandNomad3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandNomad4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@NomadSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorZealot1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorZealot2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorZealot3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorZealot4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandZealot1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandZealot2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandZealot3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandZealot4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandZealot1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandZealot2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandZealot3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandZealot4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ZealotSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorArtificer1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorArtificer2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorArtificer3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorArtificer4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandArtificer1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandArtificer2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandArtificer3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandArtificer4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandArtificer1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandArtificer2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandArtificer3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandArtificer4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ArtificerSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorPriest1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorPriest2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorPriest3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorPriest4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandPriest1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandPriest2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandPriest3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandPriest4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandPriest1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandPriest2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandPriest3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandPriest4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@PriestSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorCleric1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorCleric2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorCleric3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorCleric4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandCleric1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandCleric2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandCleric3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandCleric4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandCleric1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandCleric2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandCleric3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandCleric4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@ClericSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
ArmorSage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
OneHandSage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSage1,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,1,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSage2,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,2,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSage3,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,3,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
TwoHandSage4,Inherent,OnEquip,,EquippableChest+EquippableLegs+EquippableHead+EquippableHands+EquippableFeet+EquippableAmulet+EquippableRing+EquippableToken+EquippableTool+EquippableMainHand+EquippableTwoHand,4,Attribute,,,,,,,,,,@SageSuffix,,LyShineUI\Images\Icons\Misc\icon_attribute_arrow.png,,,,,,,
