LeaderboardId,IsEnabled,Namespace,Rotation,LeaderboardDefinitionId,FactionLeaderboardDefinitionId,DataSheetCategory,DataSheetLBScope,CharacterLeaderboard,GroupLeaderboard,CompanyLeaderboard,FactionLeaderboard,GameMode,FirstLevelCategory,SecondLevelCategory,SecondLevelCategoryPriority,DisplayName,DisplayNamePriority,Category,CategoryPriority,Faction,Rewards,ItemRewards,EntitlementRewards,CategoryDescription,CategoryAdditionalHeader,RewardType,NameString,ValueString
WeekExpeditionClearTimeBarnaclesM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_barnacles,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeBarnaclesM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonCutlassKeys00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonCutlassKeys00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_barnacles,,,"5:Leaderboard_BarnaclesTimeTop1,25:Leaderboard_BarnaclesTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_Barnacles,25:EntitlementSkin_Chest_LBClear_Barnacles",,@ui_leaderboard_with_gold,BarnaclesTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_ennead,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEnneadM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonBrimstoneSands00.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonBrimstoneSands00,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_ennead,,,"5:Leaderboard_BrimstoneTimeTop1,25:Leaderboard_BrimstoneTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_Brimstone,25:EntitlementSkin_Chest_LBClear_Brimstone",,@ui_leaderboard_with_gold,BrimstoneTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_depths,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeDepthsM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonRestlessShores01.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonRestlessShores01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_depths,,,"5:Leaderboard_DepthsTimeTop1,25:Leaderboard_DepthsTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_Depths,25:EntitlementSkin_Chest_LBClear_Depths",,@ui_leaderboard_with_gold,DepthsTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_starstone,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeStarstoneM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonShatteredObelisk.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonShatteredObelisk,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_starstone,,,"5:Leaderboard_StarstoneTimeTop1,25:Leaderboard_StarstoneTimeTop10",,"5:EntitlementSkin_Chest_Rank1_LBClear_Starstone,25:EntitlementSkin_Chest_LBClear_Starstone",,@ui_leaderboard_with_gold,StarstoneTime,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM1,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.1.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_1,10,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM2,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.2.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_2,9,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM3,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.3.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_3,8,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM4,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.4.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_4,7,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM5,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.5.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_5,6,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM6,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.6.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_6,5,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM7,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.7.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_7,4,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM8,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.8.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_8,3,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM9,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.9.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_9,2,@ui_leaderboard_category_expedition_empyrean,,,,,,,@ui_leaderboard_with_gold,,,@ui_leaderboard_column_time
WeekExpeditionClearTimeEmpyreanM10,true,pc,Week,min-dungeon-group-gold-medal-expedition-clear-time.DungeonGreatCleave01.10.{world}.{week},,Expeditions,World,true,true,false,false,DungeonGreatCleave01,Mutated Expeditions,@ui_leaderboard_display_expedition_clear_time,2,@ui_leaderboard_expedition_difficulty_10,1,@ui_leaderboard_category_expedition_empyrean,,,"5:Leaderboard_ForgeTimeTop5,25:Leaderboard_ForgeTimeTop25",,"5:Skin_Chest_Rank1_LBClear_Forge,25:Skin_Chest_LBClear_Forge",,@ui_leaderboard_with_gold,EmpyreanTime,,@ui_leaderboard_column_time
MonthBossTrialCompletionsSiren,true,pc,Month,top-boss-trial-completions.Arena_LostSiren_Reekwater.{world}.{month},,Trials,World,true,false,false,false,Arena_LostSiren_Reekwater,Vs. Environment,@ui_leaderboard_category_trial_sirenqueen,1,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,,,,,,,,@ui_leaderboard_column_completed
SeasonBossTrialCompletionSiren,true,pc,Season,top-boss-trial-completions.Arena_LostSiren_Reekwater.{world}.{season},,Trials,World,true,false,false,false,Arena_LostSiren_Reekwater,Vs. Environment,@ui_leaderboard_category_trial_sirenqueen,1,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,"10:Leaderboard_SirenQueenCompletionTop1,50:Leaderboard_SirenQueenCompletionTop10",,"10:EntitlementSkin_Chest_Rank1_LB_SirenQueen,50:EntitlementSkin_Chest_LB_SirenQueen",,,SirenCompletetion,,@ui_leaderboard_column_completed
MonthBossTrialCompletionsSpriggan,true,pc,Month,top-boss-trial-completions.Arena_Spriggan_AngryEarth_T1.{world}.{month},,Trials,World,true,false,false,false,Arena_Spriggan_AngryEarth_T1,Vs. Environment,@ui_leaderboard_category_trial_spriggan,2,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,,,,,,,,@ui_leaderboard_column_completed
SeasonBossTrialCompletionSpriggan,true,pc,Season,top-boss-trial-completions.Arena_Spriggan_AngryEarth_T1.{world}.{season},,Trials,World,true,false,false,false,Arena_Spriggan_AngryEarth_T1,Vs. Environment,@ui_leaderboard_category_trial_spriggan,2,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,"10:Leaderboard_MonoeciousCleftCompletionTop1,50:Leaderboard_MonoeciousCleftCompletionTop10",,"10:EntitlementSkin_Chest_Rank1_LB_MonoeciousCleft,50:EntitlementSkin_Chest_LB_MonoeciousCleft",,,MonoeciousCompletetion,,@ui_leaderboard_column_completed
MonthBossTrialCompletionSwampBeast,true,pc,Month,top-boss-trial-completions.Arena_SwampBeast_Reekwater.{world}.{month},,Trials,World,true,false,false,false,Arena_SwampBeast_Reekwater,Vs. Environment,@ui_leaderboard_category_trial_swampbeast,3,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,,,,,,,,@ui_leaderboard_column_completed
SeasonBossTrialCompletionSwampBeast,true,pc,Season,top-boss-trial-completions.Arena_SwampBeast_Reekwater.{world}.{season},,Trials,World,true,false,false,false,Arena_SwampBeast_Reekwater,Vs. Environment,@ui_leaderboard_category_trial_swampbeast,3,@ui_leaderboard_display_trials_completions,1,@ui_leaderboard_category_trials,,,"10:Leaderboard_EternalPoolsCompletionTop1,50:Leaderboard_EternalPoolsCompletionTop10",,"10:EntitlementSkin_Chest_Rank1_LB_EternalPools,50:EntitlementSkin_Chest_LB_EternalPools",,,EternalPoolsCompletetion,,@ui_leaderboard_column_completed
MonthBossTrialCompletionsSandworm,true,pc,Month,top-boss-trial-completions.SandwormEliteTrial_Reward.{world}.{month},,Trials,World,true,false,false,false,SandwormEliteTrial_Reward,Vs. Environment,@ui_leaderboard_display_elitetrials_sandworm2,,@ui_leaderboard_display_elitetrials_sandworm2,,@ui_leaderboard_category_elitetrials,,,,,,,,,,@ui_leaderboard_column_completed
SeasonBossTrialCompletionsSandworm,true,pc,Season,top-boss-trial-completions.SandwormEliteTrial_Reward.{world}.{season},,Trials,World,true,false,false,false,SandwormEliteTrial_Reward,Vs. Environment,@ui_leaderboard_display_elitetrials_sandworm2,,@ui_leaderboard_display_elitetrials_sandworm2,,@ui_leaderboard_category_elitetrials,,,"10:Leaderboard_SandwormTopTier,50:Leaderboard_SandwormSecondTier",,"10:EntitlementSkin_Chest_Rank1_LB_Sandworm,50:EntitlementSkin_Chest_LB_Sandworm",,,Sandworm,,@ui_leaderboard_column_completed
MonthTerritoryControlAll,true,pc,Month,top-company-territory-control-score.{world}.{month},score$territory-control.{faction}.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_all,1,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControlAll,true,pc,Season,top-company-territory-control-score.{world}.{season},score$territory-control.{faction}.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_all,1,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_AllTerritoriesCompanyScoreTop1,6:Leaderboard_AllTerritoriesCompanyScoreTop10",,"3:EntitlementSkin_Chest_Rank1_LB_Territory,6:EntitlementSkin_Chest_LB_Territory",,,AllTerritoriesScore,,@ui_leaderboard_column_days
MonthTerritoryControl02,true,pc,Month,top-company-territory-control-score.2.{world}.{month},score$territory-control.{faction}.2.{world}.{month},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_brightwood,2,@ui_leaderboard_category_territory_control,,,,,,,,,,@ui_leaderboard_column_days
SeasonTerritoryControl02,true,pc,Season,top-company-territory-control-score.2.{world}.{season},score$territory-control.{faction}.2.{world}.{season},Territory Control,World,false,false,true,true,,Faction War,@ui_leaderboard_display_territory_control_score,1,@ui_leaderboard_territory_brightwood,2,@ui_leaderboard_category_territory_control,,,"3:Leaderboard_BrightwoodCompanyScoreTop1,6:Leaderboard_BrightwoodCompanyScoreTop10",,,,,BrightwoodScore,,@ui_leaderboard_column_days
