VitalsCategoryID,DisplayName,Icon,LocationHint,LocStringGenerationHelper,GroupVitalsCategoryId,IsNamed,IsDynamicPoiTarget,LootDropChanceOverride,MtlOverride,FemaleMtlOverride
Risen_L-R_Arm_34,@VC_Risen_L-R_Arm_34,,,"<string key=""VC_Risen_L-R_Arm_34"">Risen_L-R_Arm_34</string>",Generic,,,,,
Risen_L-R_Arm_35,@VC_Risen_L-R_Arm_35,,,"<string key=""VC_Risen_L-R_Arm_35"">Risen_L-R_Arm_35</string>",Generic,,,,,
Risen_L-R_Arm_57,@VC_Risen_L-R_Arm_57,,,"<string key=""VC_Risen_L-R_Arm_57"">Risen_L-R_Arm_57</string>",Generic,,,,,
Risen_L-R_Arm_6,@VC_Risen_L-R_Arm_6,,,"<string key=""VC_Risen_L-R_Arm_6"">Risen_L-R_Arm_6</string>",Generic,,,,,
Risen_L-R_Arm_7,@VC_Risen_L-R_Arm_7,,,"<string key=""VC_Risen_L-R_Arm_7"">Risen_L-R_Arm_7</string>",Generic,,,,,
Risen_L-R_Arm_8,@VC_Risen_L-R_Arm_8,,,"<string key=""VC_Risen_L-R_Arm_8"">Risen_L-R_Arm_8</string>",Generic,,,,,
Risen_L-R_Arm_9,@VC_Risen_L-R_Arm_9,,,"<string key=""VC_Risen_L-R_Arm_9"">Risen_L-R_Arm_9</string>",Generic,,,,,
Risen_L-R_Arm_DG_Windsward_00,@VC_Risen_L-R_Arm_DG_Windsward_00,,,"<string key=""VC_Risen_L-R_Arm_DG_Windsward_00"">Risen_L-R_Arm_DG_Windsward_00</string>",Star_Excavation,,,,,
Risen_OneArm_13WF01,@VC_Risen_OneArm_13WF01,,,"<string key=""VC_Risen_OneArm_13WF01"">Risen_OneArm_13WF01</string>",Gillgut,,,,,
Risen_OneArm_13WF06,@VC_Risen_OneArm_13WF06,,,"<string key=""VC_Risen_OneArm_13WF06"">Risen_OneArm_13WF06</string>",Fenwallow,,,,,
Risen_OneArm_13WF06a,@VC_Risen_OneArm_13WF06a,,,"<string key=""VC_Risen_OneArm_13WF06a"">Risen_OneArm_13WF06a</string>",Fenwallow,,,,,
Risen_OneArm_13WF08,@VC_Risen_OneArm_13WF08,,,"<string key=""VC_Risen_OneArm_13WF08"">Risen_OneArm_13WF08</string>",Karburg,,,,,
Risen_OneArm_13WF08a,@VC_Risen_OneArm_13WF08a,,,"<string key=""VC_Risen_OneArm_13WF08a"">Risen_OneArm_13WF08a</string>",Periville,,,,,
Risen_Regurgitator,@VC_Risen_Regurgitator,,,"<string key=""VC_Risen_Regurgitator"">Risen_Regurgitator</string>",BASE,,,,,
Risen_Regurgitator_04NW02,@VC_Risen_Regurgitator_04NW02,,,"<string key=""VC_Risen_Regurgitator_04NW02"">Risen_Regurgitator_04NW02</string>",Fallow,,,,,
Risen_Regurgitator_04NW03,@VC_Risen_Regurgitator_04NW03,,,"<string key=""VC_Risen_Regurgitator_04NW03"">Risen_Regurgitator_04NW03</string>",Stalecrop,,,,,
Risen_Regurgitator_04NW10a,@VC_Risen_Regurgitator_04NW10a,,,"<string key=""VC_Risen_Regurgitator_04NW10a"">Risen_Regurgitator_04NW10a</string>",Bilemouth,,,,,
Risen_Regurgitator_04NW10b,@VC_Risen_Regurgitator_04NW10b,,,"<string key=""VC_Risen_Regurgitator_04NW10b"">Risen_Regurgitator_04NW10b</string>",Rotcrop,,,,,
Risen_Regurgitator_04NW10c,@VC_Risen_Regurgitator_04NW10c,,,"<string key=""VC_Risen_Regurgitator_04NW10c"">Risen_Regurgitator_04NW10c</string>",Daybreak,,,,,
Risen_Regurgitator_05WC05a,@VC_Risen_Regurgitator_05WC05a,,,"<string key=""VC_Risen_Regurgitator_05WC05a"">Risen_Regurgitator_05WC05a</string>",Forsaken,,,,,
Risen_Regurgitator_06SW05,@VC_Risen_Regurgitator_06SW05,,,"<string key=""VC_Risen_Regurgitator_06SW05"">Risen_Regurgitator_06SW05</string>",Dirtclaw,,,,,
Risen_Regurgitator_06SW05b,@VC_Risen_Regurgitator_06SW05b,,,"<string key=""VC_Risen_Regurgitator_06SW05b"">Risen_Regurgitator_06SW05b</string>",Scratchrock,,,,,
Risen_Regurgitator_06SW07,@VC_Risen_Regurgitator_06SW07,,,"<string key=""VC_Risen_Regurgitator_06SW07"">Risen_Regurgitator_06SW07</string>",Ridgethrash,,,,,
Risen_Regurgitator_06SW08,@VC_Risen_Regurgitator_06SW08,,,"<string key=""VC_Risen_Regurgitator_06SW08"">Risen_Regurgitator_06SW08</string>",Brokebarrel,,,,,
Risen_Regurgitator_06SW08_Named,@VC_Risen_Regurgitator_06SW08_Named,,,"<string key=""VC_Risen_Regurgitator_06SW08_Named"">Risen_Regurgitator_06SW08_Named</string>",Grenville,true,true,,,
Risen_Regurgitator_06SW08a,@VC_Risen_Regurgitator_06SW08a,,,"<string key=""VC_Risen_Regurgitator_06SW08a"">Risen_Regurgitator_06SW08a</string>",Spanshatter,,,,,
Risen_Regurgitator_06SW08b,@VC_Risen_Regurgitator_06SW08b,,,"<string key=""VC_Risen_Regurgitator_06SW08b"">Risen_Regurgitator_06SW08b</string>",Spanshatter,,,,,
Risen_Regurgitator_06SW08c,@VC_Risen_Regurgitator_06SW08c,,,"<string key=""VC_Risen_Regurgitator_06SW08c"">Risen_Regurgitator_06SW08c</string>",ill-fated,,,,,
Risen_Regurgitator_06SW09,@VC_Risen_Regurgitator_06SW09,,,"<string key=""VC_Risen_Regurgitator_06SW09"">Risen_Regurgitator_06SW09</string>",Leafburnt,,,,,
Risen_Regurgitator_06SW09a,@VC_Risen_Regurgitator_06SW09a,,,"<string key=""VC_Risen_Regurgitator_06SW09a"">Risen_Regurgitator_06SW09a</string>",Thornhall,,,,,
Risen_Regurgitator_06SW10_Named,@VC_Risen_Regurgitator_06SW10_Named,,,"<string key=""VC_Risen_Regurgitator_06SW10_Named"">Risen_Regurgitator_06SW10_Named</string>",,true,true,,,
Risen_Regurgitator_09FL02,@VC_Risen_Regurgitator_09FL02,,,"<string key=""VC_Risen_Regurgitator_09FL02"">Risen_Regurgitator_09FL02</string>",Lakecast,,,,,
Risen_Regurgitator_09FL03,@VC_Risen_Regurgitator_09FL03,,,"<string key=""VC_Risen_Regurgitator_09FL03"">Risen_Regurgitator_09FL03</string>",Harvestbane,,,,,
Risen_Regurgitator_09FL04,@VC_Risen_Regurgitator_09FL04,,,"<string key=""VC_Risen_Regurgitator_09FL04"">Risen_Regurgitator_09FL04</string>",Bloatfish,,,,,
Risen_Regurgitator_09FL05a,@VC_Risen_Regurgitator_09FL05a,,,"<string key=""VC_Risen_Regurgitator_09FL05a"">Risen_Regurgitator_09FL05a</string>",Skipstitch,,,,,
Risen_Regurgitator_10,@VC_Risen_Regurgitator_10,,,"<string key=""VC_Risen_Regurgitator_10"">Risen_Regurgitator_10</string>",Generic,,,,,
Risen_Regurgitator_10WS09,@VC_Risen_Regurgitator_10WS09,,,"<string key=""VC_Risen_Regurgitator_10WS09"">Risen_Regurgitator_10WS09</string>",Generic,,,,,
Risen_Regurgitator_11,@VC_Risen_Regurgitator_11,,,"<string key=""VC_Risen_Regurgitator_11"">Risen_Regurgitator_11</string>",Generic,,,,,
Risen_Regurgitator_11MD00g,@VC_Risen_Regurgitator_11MD00g,,,"<string key=""VC_Risen_Regurgitator_11MD00g"">Risen_Regurgitator_11MD00g</string>",Redeye,,,,,
Risen_Regurgitator_11MD00j,@VC_Risen_Regurgitator_11MD00j,,,"<string key=""VC_Risen_Regurgitator_11MD00j"">Risen_Regurgitator_11MD00j</string>",Dorado,,,,,
Risen_Regurgitator_11MD06,@VC_Risen_Regurgitator_11MD06,,,"<string key=""VC_Risen_Regurgitator_11MD06"">Risen_Regurgitator_11MD06</string>",Redeye,,,,,
Risen_Regurgitator_11MD07,@VC_Risen_Regurgitator_11MD07,,,"<string key=""VC_Risen_Regurgitator_11MD07"">Risen_Regurgitator_11MD07</string>",Redeye,,,,,
Risen_Regurgitator_11MD08,@VC_Risen_Regurgitator_11MD08,,,"<string key=""VC_Risen_Regurgitator_11MD08"">Risen_Regurgitator_11MD08</string>",Redeye,,,,,
Risen_Regurgitator_12,@VC_Risen_Regurgitator_12,,,"<string key=""VC_Risen_Regurgitator_12"">Risen_Regurgitator_12</string>",Generic,,,,,
Risen_Regurgitator_12MB03a,@VC_Risen_Regurgitator_12MB03a,,,"<string key=""VC_Risen_Regurgitator_12MB03a"">Risen_Regurgitator_12MB03a</string>",Bileblight,,,,,
Risen_Regurgitator_12MB03b,@VC_Risen_Regurgitator_12MB03b,,,"<string key=""VC_Risen_Regurgitator_12MB03b"">Risen_Regurgitator_12MB03b</string>",Farside,,,,,
Risen_Regurgitator_12MB03c,@VC_Risen_Regurgitator_12MB03c,,,"<string key=""VC_Risen_Regurgitator_12MB03c"">Risen_Regurgitator_12MB03c</string>",Lakeside,,,,,
Risen_Regurgitator_12MB05,@VC_Risen_Regurgitator_12MB05,,,"<string key=""VC_Risen_Regurgitator_12MB05"">Risen_Regurgitator_12MB05</string>",Reedwater,,,,,
Risen_Regurgitator_12MB10a,@VC_Risen_Regurgitator_12MB10a,,,"<string key=""VC_Risen_Regurgitator_12MB10a"">Risen_Regurgitator_12MB10a</string>",Cronefinger,,,,,
Risen_Regurgitator_12MB10b,@VC_Risen_Regurgitator_12MB10b,,,"<string key=""VC_Risen_Regurgitator_12MB10b"">Risen_Regurgitator_12MB10b</string>",Blackpick,,,,,
Risen_Regurgitator_12MB10c,@VC_Risen_Regurgitator_12MB10c,,,"<string key=""VC_Risen_Regurgitator_12MB10c"">Risen_Regurgitator_12MB10c</string>",Enthralled,,,,,
Risen_Regurgitator_13,@VC_Risen_Regurgitator_13,,,"<string key=""VC_Risen_Regurgitator_13"">Risen_Regurgitator_13</string>",Generic,,,,,
Risen_Regurgitator_13WF01,@VC_Risen_Regurgitator_13WF01,,,"<string key=""VC_Risen_Regurgitator_13WF01"">Risen_Regurgitator_13WF01</string>",Gillgut,,,,,
Risen_Regurgitator_13WF06,@VC_Risen_Regurgitator_13WF06,,,"<string key=""VC_Risen_Regurgitator_13WF06"">Risen_Regurgitator_13WF06</string>",Fenwallow,,,,,
Risen_Regurgitator_13WF08,@VC_Risen_Regurgitator_13WF08,,,"<string key=""VC_Risen_Regurgitator_13WF08"">Risen_Regurgitator_13WF08</string>",Karburg,,,,,
Risen_Regurgitator_13WF08a,@VC_Risen_Regurgitator_13WF08a,,,"<string key=""VC_Risen_Regurgitator_13WF08a"">Risen_Regurgitator_13WF08a</string>",Periville,,,,,
Risen_Regurgitator_13WF08b,@VC_Risen_Regurgitator_13WF08b,,,"<string key=""VC_Risen_Regurgitator_13WF08b"">Risen_Regurgitator_13WF08b</string>",Swampwater,,,,,
Risen_Regurgitator_14,@VC_Risen_Regurgitator_14,,,"<string key=""VC_Risen_Regurgitator_14"">Risen_Regurgitator_14</string>",Generic,,,,,
Risen_Regurgitator_15,@VC_Risen_Regurgitator_15,,,"<string key=""VC_Risen_Regurgitator_15"">Risen_Regurgitator_15</string>",Generic,,,,,
Risen_Regurgitator_15EC02b,@VC_Risen_Regurgitator_15EC02b,,,"<string key=""VC_Risen_Regurgitator_15EC02b"">Risen_Regurgitator_15EC02b</string>",Seeles,,,,,
Risen_Regurgitator_15EC03a,@VC_Risen_Regurgitator_15EC03a,,,"<string key=""VC_Risen_Regurgitator_15EC03a"">Risen_Regurgitator_15EC03a</string>",Solitude,,,,,
Risen_Regurgitator_15EC04b,@VC_Risen_Regurgitator_15EC04b,,,"<string key=""VC_Risen_Regurgitator_15EC04b"">Risen_Regurgitator_15EC04b</string>",Sandyshoal,,,,,
Risen_Regurgitator_16,@VC_Risen_Regurgitator_16,,,"<string key=""VC_Risen_Regurgitator_16"">Risen_Regurgitator_16</string>",Generic,,,,,
Risen_Regurgitator_17,@VC_Risen_Regurgitator_17,,,"<string key=""VC_Risen_Regurgitator_17"">Risen_Regurgitator_17</string>",Generic,,,,,
Risen_Regurgitator_18,@VC_Risen_Regurgitator_18,,,"<string key=""VC_Risen_Regurgitator_18"">Risen_Regurgitator_18</string>",Generic,,,,,
Risen_Regurgitator_19,@VC_Risen_Regurgitator_19,,,"<string key=""VC_Risen_Regurgitator_19"">Risen_Regurgitator_19</string>",Generic,,,,,
Risen_Regurgitator_20,@VC_Risen_Regurgitator_20,,,"<string key=""VC_Risen_Regurgitator_20"">Risen_Regurgitator_20</string>",Generic,,,,,
Risen_Regurgitator_21,@VC_Risen_Regurgitator_21,,,"<string key=""VC_Risen_Regurgitator_21"">Risen_Regurgitator_21</string>",Generic,,,,,
Risen_Regurgitator_22,@VC_Risen_Regurgitator_22,,,"<string key=""VC_Risen_Regurgitator_22"">Risen_Regurgitator_22</string>",Generic,,,,,
Risen_Regurgitator_23,@VC_Risen_Regurgitator_23,,,"<string key=""VC_Risen_Regurgitator_23"">Risen_Regurgitator_23</string>",Generic,,,,,
Risen_Regurgitator_24,@VC_Risen_Regurgitator_24,,,"<string key=""VC_Risen_Regurgitator_24"">Risen_Regurgitator_24</string>",Generic,,,,,
Risen_Regurgitator_25,@VC_Risen_Regurgitator_25,,,"<string key=""VC_Risen_Regurgitator_25"">Risen_Regurgitator_25</string>",Generic,,,,,
Risen_Regurgitator_25_ELITE,@VC_Risen_Regurgitator_25_ELITE,,,"<string key=""VC_Risen_Regurgitator_25_ELITE"">Risen_Regurgitator_25_ELITE</string>",,,,,,
Risen_Regurgitator_26,@VC_Risen_Regurgitator_26,,,"<string key=""VC_Risen_Regurgitator_26"">Risen_Regurgitator_26</string>",Generic,,,,,
Risen_Regurgitator_27,@VC_Risen_Regurgitator_27,,,"<string key=""VC_Risen_Regurgitator_27"">Risen_Regurgitator_27</string>",Generic,,,,,
Risen_Regurgitator_28,@VC_Risen_Regurgitator_28,,,"<string key=""VC_Risen_Regurgitator_28"">Risen_Regurgitator_28</string>",Generic,,,,,
Risen_Regurgitator_29,@VC_Risen_Regurgitator_29,,,"<string key=""VC_Risen_Regurgitator_29"">Risen_Regurgitator_29</string>",Generic,,,,,
Risen_Regurgitator_30,@VC_Risen_Regurgitator_30,,,"<string key=""VC_Risen_Regurgitator_30"">Risen_Regurgitator_30</string>",Generic,,,,,
Risen_Regurgitator_32,@VC_Risen_Regurgitator_32,,,"<string key=""VC_Risen_Regurgitator_32"">Risen_Regurgitator_32</string>",Generic,,,,,
Risen_Regurgitator_35,@VC_Risen_Regurgitator_35,,,"<string key=""VC_Risen_Regurgitator_35"">Risen_Regurgitator_35</string>",Generic,,,,,
Risen_Regurgitator_36,@VC_Risen_Regurgitator_36,,,"<string key=""VC_Risen_Regurgitator_36"">Risen_Regurgitator_36</string>",Generic,,,,,
Risen_Regurgitator_37,@VC_Risen_Regurgitator_37,,,"<string key=""VC_Risen_Regurgitator_37"">Risen_Regurgitator_37</string>",Generic,,,,,
Risen_Regurgitator_38,@VC_Risen_Regurgitator_38,,,"<string key=""VC_Risen_Regurgitator_38"">Risen_Regurgitator_38</string>",Generic,,,,,
Risen_Regurgitator_39,@VC_Risen_Regurgitator_39,,,"<string key=""VC_Risen_Regurgitator_39"">Risen_Regurgitator_39</string>",Generic,,,,,
Risen_Regurgitator_40,@VC_Risen_Regurgitator_40,,,"<string key=""VC_Risen_Regurgitator_40"">Risen_Regurgitator_40</string>",Generic,,,,,
Risen_Regurgitator_41,@VC_Risen_Regurgitator_41,,,"<string key=""VC_Risen_Regurgitator_41"">Risen_Regurgitator_41</string>",Generic,,,,,
Risen_Regurgitator_42,@VC_Risen_Regurgitator_42,,,"<string key=""VC_Risen_Regurgitator_42"">Risen_Regurgitator_42</string>",Generic,,,,,
Risen_Regurgitator_43,@VC_Risen_Regurgitator_43,,,"<string key=""VC_Risen_Regurgitator_43"">Risen_Regurgitator_43</string>",Generic,,,,,
Risen_Regurgitator_44,@VC_Risen_Regurgitator_44,,,"<string key=""VC_Risen_Regurgitator_44"">Risen_Regurgitator_44</string>",Generic,,,,,
Risen_Regurgitator_45,@VC_Risen_Regurgitator_45,,,"<string key=""VC_Risen_Regurgitator_45"">Risen_Regurgitator_45</string>",Generic,,,,,
Risen_Regurgitator_46,@VC_Risen_Regurgitator_46,,,"<string key=""VC_Risen_Regurgitator_46"">Risen_Regurgitator_46</string>",Generic,,,,,
Risen_Regurgitator_47,@VC_Risen_Regurgitator_47,,,"<string key=""VC_Risen_Regurgitator_47"">Risen_Regurgitator_47</string>",Generic,,,,,
Risen_Regurgitator_48,@VC_Risen_Regurgitator_48,,,"<string key=""VC_Risen_Regurgitator_48"">Risen_Regurgitator_48</string>",Generic,,,,,
Risen_Regurgitator_49,@VC_Risen_Regurgitator_49,,,"<string key=""VC_Risen_Regurgitator_49"">Risen_Regurgitator_49</string>",Generic,,,,,
Risen_Regurgitator_50,@VC_Risen_Regurgitator_50,,,"<string key=""VC_Risen_Regurgitator_50"">Risen_Regurgitator_50</string>",Generic,,,,,
Risen_Regurgitator_51,@VC_Risen_Regurgitator_51,,,"<string key=""VC_Risen_Regurgitator_51"">Risen_Regurgitator_51</string>",Generic,,,,,
Risen_Regurgitator_52,@VC_Risen_Regurgitator_52,,,"<string key=""VC_Risen_Regurgitator_52"">Risen_Regurgitator_52</string>",Generic,,,,,
Risen_Regurgitator_53,@VC_Risen_Regurgitator_53,,,"<string key=""VC_Risen_Regurgitator_53"">Risen_Regurgitator_53</string>",Generic,,,,,
Risen_Regurgitator_54,@VC_Risen_Regurgitator_54,,,"<string key=""VC_Risen_Regurgitator_54"">Risen_Regurgitator_54</string>",Generic,,,,,
Risen_Regurgitator_55,@VC_Risen_Regurgitator_55,,,"<string key=""VC_Risen_Regurgitator_55"">Risen_Regurgitator_55</string>",Generic,,,,,
Risen_Regurgitator_56,@VC_Risen_Regurgitator_56,,,"<string key=""VC_Risen_Regurgitator_56"">Risen_Regurgitator_56</string>",Generic,,,,,
Risen_Regurgitator_57,@VC_Risen_Regurgitator_57,,,"<string key=""VC_Risen_Regurgitator_57"">Risen_Regurgitator_57</string>",Generic,,,,,
Risen_Regurgitator_58,@VC_Risen_Regurgitator_58,,,"<string key=""VC_Risen_Regurgitator_58"">Risen_Regurgitator_58</string>",Generic,,,,,
Risen_Regurgitator_59,@VC_Risen_Regurgitator_59,,,"<string key=""VC_Risen_Regurgitator_59"">Risen_Regurgitator_59</string>",Generic,,,,,
Risen_Regurgitator_6,@VC_Risen_Regurgitator_6,,,"<string key=""VC_Risen_Regurgitator_6"">Risen_Regurgitator_6</string>",Generic,,,,,
Risen_Regurgitator_60,@VC_Risen_Regurgitator_60,,,"<string key=""VC_Risen_Regurgitator_60"">Risen_Regurgitator_60</string>",Generic,,,,,
Risen_Regurgitator_61,@VC_Risen_Regurgitator_61,,,"<string key=""VC_Risen_Regurgitator_61"">Risen_Regurgitator_61</string>",Generic,,,,,
Risen_Regurgitator_62,@VC_Risen_Regurgitator_62,,,"<string key=""VC_Risen_Regurgitator_62"">Risen_Regurgitator_62</string>",Generic,,,,,
Risen_Regurgitator_7,@VC_Risen_Regurgitator_7,,,"<string key=""VC_Risen_Regurgitator_7"">Risen_Regurgitator_7</string>",Generic,,,,,
Risen_Regurgitator_8,@VC_Risen_Regurgitator_8,,,"<string key=""VC_Risen_Regurgitator_8"">Risen_Regurgitator_8</string>",Generic,,,,,
Risen_Regurgitator_9,@VC_Risen_Regurgitator_9,,,"<string key=""VC_Risen_Regurgitator_9"">Risen_Regurgitator_9</string>",Generic,,,,,
Risen_Regurgitator_DG_Windsward_00,@VC_Risen_Regurgitator_DG_Windsward_00,,,"<string key=""VC_Risen_Regurgitator_DG_Windsward_00"">Risen_Regurgitator_DG_Windsward_00</string>",Star_Excavation,,,,,
Risen_Regurgitator_Named_00,@VC_Risen_Regurgitator_Named_00,,,"<string key=""VC_Risen_Regurgitator_Named_00"">Risen_Regurgitator_Named_00</string>",,true,true,,,
Risen_Regurgitator_Named_01,@VC_Risen_Regurgitator_Named_01,,,"<string key=""VC_Risen_Regurgitator_Named_01"">Risen_Regurgitator_Named_01</string>",Dirtclaw,true,true,,,
Risen_Regurgitator_Sulfur_16BS06,@VC_Risen_Regurgitator_Sulfur_16BS06,,,"<string key=""VC_Risen_Regurgitator_Sulfur_16BS06"">Risen_Regurgitator_Sulfur_16BS06</string>",BASE,,,,objects/characters/npc/supernatural/withered_desert/withered_desert_matgroup,
Risen_Whole_Body_04NW02,@VC_Risen_Whole_Body_04NW02,,,"<string key=""VC_Risen_Whole_Body_04NW02"">Risen_Whole_Body_04NW02</string>",Fallow,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_04NW02b,@VC_Risen_Whole_Body_04NW02b,,,"<string key=""VC_Risen_Whole_Body_04NW02b"">Risen_Whole_Body_04NW02b</string>",Lugdunum Fields,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_04NW03,@VC_Risen_Whole_Body_04NW03,,,"<string key=""VC_Risen_Whole_Body_04NW03"">Risen_Whole_Body_04NW03</string>",Stalecrop,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_04NW10a,@VC_Risen_Whole_Body_04NW10a,,,"<string key=""VC_Risen_Whole_Body_04NW10a"">Risen_Whole_Body_04NW10a</string>",Bilemouth,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_04NW10b,@VC_Risen_Whole_Body_04NW10b,,,"<string key=""VC_Risen_Whole_Body_04NW10b"">Risen_Whole_Body_04NW10b</string>",Rotcrop,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_04NW10c,@VC_Risen_Whole_Body_04NW10c,,,"<string key=""VC_Risen_Whole_Body_04NW10c"">Risen_Whole_Body_04NW10c</string>",Daybreak,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_06SW05,@VC_Risen_Whole_Body_06SW05,,,"<string key=""VC_Risen_Whole_Body_06SW05"">Risen_Whole_Body_06SW05</string>",Dirtclaw,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_06SW05b,@VC_Risen_Whole_Body_06SW05b,,,"<string key=""VC_Risen_Whole_Body_06SW05b"">Risen_Whole_Body_06SW05b</string>",Scratchrock,,,,,
Risen_Whole_Body_06SW08c,@VC_Risen_Whole_Body_06SW08c,,,"<string key=""VC_Risen_Whole_Body_06SW08c"">Risen_Whole_Body_06SW08c</string>",ill-fated,,,,,
Risen_Whole_Body_06SW09,@VC_Risen_Whole_Body_06SW09,,,"<string key=""VC_Risen_Whole_Body_06SW09"">Risen_Whole_Body_06SW09</string>",Leafburnt,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_06SW09a,@VC_Risen_Whole_Body_06SW09a,,,"<string key=""VC_Risen_Whole_Body_06SW09a"">Risen_Whole_Body_06SW09a</string>",Leafburnt,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_09FL05a,@VC_Risen_Whole_Body_09FL05a,,,"<string key=""VC_Risen_Whole_Body_09FL05a"">Risen_Whole_Body_09FL05a</string>",Skipstitch,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_09FL05b,@VC_Risen_Whole_Body_09FL05b,,,"<string key=""VC_Risen_Whole_Body_09FL05b"">Risen_Whole_Body_09FL05b</string>",Fellweave,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_10,@VC_Risen_Whole_Body_10,,,"<string key=""VC_Risen_Whole_Body_10"">Risen_Whole_Body_10</string>",Generic,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_11,@VC_Risen_Whole_Body_11,,,"<string key=""VC_Risen_Whole_Body_11"">Risen_Whole_Body_11</string>",Generic,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_11MD00c,@VC_Risen_Whole_Body_11MD00c,,,"<string key=""VC_Risen_Whole_Body_11MD00c"">Risen_Whole_Body_11MD00c</string>",Weeper,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD00g,@VC_Risen_Whole_Body_11MD00g,,,"<string key=""VC_Risen_Whole_Body_11MD00g"">Risen_Whole_Body_11MD00g</string>",Redeye,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD00j,@VC_Risen_Whole_Body_11MD00j,,,"<string key=""VC_Risen_Whole_Body_11MD00j"">Risen_Whole_Body_11MD00j</string>",Dorado,,,,,
Risen_Whole_Body_11MD02,@VC_Risen_Whole_Body_11MD02,,,"<string key=""VC_Risen_Whole_Body_11MD02"">Risen_Whole_Body_11MD02</string>",Stormglade,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD06,@VC_Risen_Whole_Body_11MD06,,,"<string key=""VC_Risen_Whole_Body_11MD06"">Risen_Whole_Body_11MD06</string>",Stormglade,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD06a,@VC_Risen_Whole_Body_11MD06a,,,"<string key=""VC_Risen_Whole_Body_11MD06a"">Risen_Whole_Body_11MD06a</string>",Stormglade,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD07,@VC_Risen_Whole_Body_11MD07,,,"<string key=""VC_Risen_Whole_Body_11MD07"">Risen_Whole_Body_11MD07</string>",Stormglade,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD08,@VC_Risen_Whole_Body_11MD08,,,"<string key=""VC_Risen_Whole_Body_11MD08"">Risen_Whole_Body_11MD08</string>",Ancient Road North,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_11MD08a,@VC_Risen_Whole_Body_11MD08a,,,"<string key=""VC_Risen_Whole_Body_11MD08a"">Risen_Whole_Body_11MD08a</string>",Ancient Road North,,,,Objects\Characters\npc\supernatural\withered\withered_var01_matGroup.mtl,
Risen_Whole_Body_12,@VC_Risen_Whole_Body_12,,,"<string key=""VC_Risen_Whole_Body_12"">Risen_Whole_Body_12</string>",Generic,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_12MB03a,@VC_Risen_Whole_Body_12MB03a,,,"<string key=""VC_Risen_Whole_Body_12MB03a"">Risen_Whole_Body_12MB03a</string>",Bileblight,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_12MB03b,@VC_Risen_Whole_Body_12MB03b,,,"<string key=""VC_Risen_Whole_Body_12MB03b"">Risen_Whole_Body_12MB03b</string>",Farside,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_12MB03c,@VC_Risen_Whole_Body_12MB03c,,,"<string key=""VC_Risen_Whole_Body_12MB03c"">Risen_Whole_Body_12MB03c</string>",Lakeside,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_12MB03d,@VC_Risen_Whole_Body_12MB03d,,,"<string key=""VC_Risen_Whole_Body_12MB03d"">Risen_Whole_Body_12MB03d</string>",Generic,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
Risen_Whole_Body_12MB03e,@VC_Risen_Whole_Body_12MB03e,,,"<string key=""VC_Risen_Whole_Body_12MB03e"">Risen_Whole_Body_12MB03e</string>",Shatterwall,,,,Objects\Characters\npc\supernatural\withered\withered_matGroup.mtl,
