VoidGauntlet_Blade,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault
VoidGauntlet_Special,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial
VoidGauntlet_Rupture,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault
VoidGauntlet_Proj+Resist,VoidGauntletResist,VoidGauntletPlayerResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,HolyShield_Proj,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist
VoidGauntlet_Proj+Crit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,HolyShield_Proj,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit
VoidGauntlet_Proj_Heavy+Crit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,HolyShield_Proj,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit,VoidGauntletDefaultCrit
VoidGauntlet_Proj_Heavy+Resist,VoidGauntletResist,VoidGauntletPlayerResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist,HolyShield_Proj,VoidGauntletResist,VoidGauntletResist,VoidGauntletResist
VoidGauntlet_Blade+Resist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist,VoidGauntletBladeResist
VoidGauntlet_Blade+Crit,VoidGauntletBladeDefault,VoidGauntletBladeFlesh,VoidGauntletBladeFlesh,VoidGauntletBladeFlesh,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault,VoidGauntletBladeDefault
VoidGauntlet_Rupture+Crit,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault
VoidGauntlet_Rupture+Resist,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault,VoidGauntletRuptureDefault
VoidGauntlet_Special+Crit,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial
VoidGauntlet_Special+Resist,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial,VoidGauntletSpecial
Ballista,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow,HolyShield_Proj,SpearDefaultThrow,SpearDefaultThrow,SpearDefaultThrow
CannonBall,WarHammerDefault,WarHammerDefault,WarHammerFlesh,WarHammerFleshHead,WarHammerArmor,WarHammerArmorHead,WarHammerDamned,WarHammerDryad,WarHammerGhost,WarHammerTurkey,WarHammerSkeleton,WarHammerAncientGuardian,WarHammerGhostCharred,WarHammerGhostFrozen,WarHammerGhostShipwrecked,WarHammerGhostHanged,WarHammerGhostPlagued,WarHammerBearElemental,SwordBear,WarHammerRegurgitator,WarHammerSprigganForest,WarHammerCorruptedEntity,WarHammerBlightFiend,WarHammerFrostWolf,WarHammerEarthWolf,WarHammerLost,WarHammerWithered,WarHammerDynasty,WarHammerDunePhantom,WarHammerDunePhantom,WarHammerAENaga,WarHammerAENaga,WarHammerSun,HolyShield_Proj,WarHammerRockNPC,WarHammerArmor,WarHammerDefault
Beam_Laser,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault,HolyShield_Proj,BeamLaserDefault,BeamLaserDefault,BeamLaserDefault
Beam_VoidSpike,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault,HolyShield_Proj,BeamVoidSpikeDefault,BeamVoidSpikeDefault,BeamVoidSpikeDefault
Sonic_Boom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,Sonicboom,HolyShield_Proj,Sonicboom,Sonicboom,Sonicboom
Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,Torch,HolyShield_Proj,Torch,Torch,Torch
Torch+Resist,SwordResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,TorchResist,HolyShield_Proj,TorchResist,TorchResist,SwordResist
CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,CorruptedMagic,HolyShield_Proj,CorruptedMagic,CorruptedMagic,CorruptedMagic
CorruptedMagic+Resist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,HolyShield_Proj,UnarmedResist,UnarmedResist,UnarmedResist
GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal,HolyShield_Proj,GravediggerLifesteal,GravediggerLifesteal,GravediggerLifesteal
DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,DryadMagic,HolyShield_Proj,DryadMagic,DryadMagic,DryadMagic
DryadMagic+Resist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,UnarmedResist,HolyShield_Proj,UnarmedResist,UnarmedResist,UnarmedResist
AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,AncientMagic,HolyShield_Proj,AncientMagic,AncientMagic,AncientMagic
DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,DynastyMagic,HolyShield_Proj,DynastyMagic,DynastyMagic,DynastyMagic
SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic,SunMagic
CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash,CorruptedSlash
CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion,CorruptedMagic_Legion
Blunderbuss,BlunderbussDefault,BlunderbussDefault,BlunderbussFlesh,BlunderbussFleshHead,BlunderbussArmor,BlunderbussArmorHead,BlunderbussDamned,BlunderbussDryad,BlunderbussGhost,BlunderbussTurkey,BlunderbussSkeleton,BlunderbussAncientGuardian,BlunderbussGhostCharred,BlunderbussGhostFrozen,BlunderbussGhostShipwrecked,BlunderbussGhostHanged,BlunderbussGhostPlagued,BlunderbussBearElemental,BlunderbussDefault,BlunderbussRegurgitator,BlunderbussSprigganForest,BlunderbussCorruptedEntity,BlunderbussBlightFiend,BlunderbussFrostWolf,BlunderbussEarthWolf,BlunderbussLost,BlunderbussWithered,BlunderbussDynasty,BlunderbussDunePhantom,BlunderbussDunePhantom,BlunderbussAENaga,BlunderbussAENaga,BlunderbussSun,HolyShield_Proj,BlunderbussRockNPC,BlunderbussArmor,BlunderbussDefault
Blunderbuss_Claw,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh,BlunderbussDryad,BlunderbussGhost,BlunderbussTurkey,BlunderbussSkeleton,BlunderbussAncientGuardian,BlunderbussGhostCharred,BlunderbussGhostFrozen,BlunderbussGhostShipwrecked,BlunderbussGhostHanged,BlunderbussGhostPlagued,BlunderbussBearElemental,BlunderbussDefault,BlunderbussRegurgitator,BlunderbussSprigganForest,BlunderbussCorruptedEntity,BlunderbussBlightFiend,BlunderbussFrostWolf,BlunderbussEarthWolf,BlunderbussLost,BlunderbussWithered,BlunderbussDynasty,BlunderbussDunePhantom,BlunderbussDunePhantom,BlunderbussAENaga,BlunderbussAENaga,BlunderbussSun,HolyShield_Proj,BlunderbussRockNPC,Blunderbuss_Claw_Flesh,Blunderbuss_Claw_Flesh
Blunderbuss_Net,BlunderbussDefault,BlunderbussDefault,BlunderbussFlesh,BlunderbussFleshHead,BlunderbussArmor,BlunderbussArmorHead,BlunderbussDamned,BlunderbussDryad,BlunderbussGhost,BlunderbussTurkey,BlunderbussSkeleton,BlunderbussAncientGuardian,BlunderbussGhostCharred,BlunderbussGhostFrozen,BlunderbussGhostShipwrecked,BlunderbussGhostHanged,BlunderbussGhostPlagued,BlunderbussBearElemental,BlunderbussDefault,BlunderbussRegurgitator,BlunderbussSprigganForest,BlunderbussCorruptedEntity,BlunderbussBlightFiend,BlunderbussFrostWolf,BlunderbussEarthWolf,BlunderbussLost,BlunderbussWithered,BlunderbussDynasty,BlunderbussDunePhantom,BlunderbussDunePhantom,BlunderbussAENaga,BlunderbussAENaga,BlunderbussSun,HolyShield_Proj,BlunderbussRockNPC,BlunderbussArmor,BlunderbussDefault
