LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33,Item34,GearScoreRange34,PerkOverrides34,Item35,GearScoreRange35,PerkOverrides35,Item36,GearScoreRange36,PerkOverrides36,Item37,GearScoreRange37,PerkOverrides37,Item38,GearScoreRange38,PerkOverrides38,Item39,GearScoreRange39,PerkOverrides39,Item40,GearScoreRange40,PerkOverrides40,Item41,GearScoreRange41,PerkOverrides41,Item42,GearScoreRange42,PerkOverrides42,Item43,GearScoreRange43,PerkOverrides43,Item44,GearScoreRange44,PerkOverrides44,Item45,GearScoreRange45,PerkOverrides45,Item46,GearScoreRange46,PerkOverrides46,Item47,GearScoreRange47,PerkOverrides47,Item48,GearScoreRange48,PerkOverrides48,Item49,GearScoreRange49,PerkOverrides49,Item50,GearScoreRange50,PerkOverrides50,Item51,GearScoreRange51,PerkOverrides51,Item52,GearScoreRange52,PerkOverrides52,Item53,GearScoreRange53,PerkOverrides53,Item54,GearScoreRange54,PerkOverrides54,Item55,GearScoreRange55,PerkOverrides55,Item56,GearScoreRange56,PerkOverrides56,Item57,GearScoreRange57,PerkOverrides57,Item58,GearScoreRange58,PerkOverrides58
Playtest_Box_SetBonus_ProtectorsBlessingArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ProtectorsBlessingArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ProtectorsBlessingWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_ProtectorsBlessing_1hLongsword,800,,Set_ProtectorsBlessing_1hThrowingAxe,800,,Set_ProtectorsBlessing_2hWarhammer,800,,Set_ProtectorsBlessing_2hGreatAxe,800,,Set_ProtectorsBlessing_2hBow,800,,Set_ProtectorsBlessing_2hMusket,800,,Set_ProtectorsBlessing_2hStaffFire,800,,Set_ProtectorsBlessing_2hStaffLife,800,,Set_ProtectorsBlessing_2hSpear,800,,Set_ProtectorsBlessing_1hRapier,800,,Set_ProtectorsBlessing_1hGauntletIce,800,,Set_ProtectorsBlessing_1hGauntletVoid,800,,Set_ProtectorsBlessing_2hBlunderbuss,800,,Set_ProtectorsBlessing_2hGreatSword,800,,Set_ProtectorsBlessing_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ProtectorsBlessingWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ProtectorsBlessingWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedChest_T5_800,AND,AddToRoll,,,,,,,,Playtest_Box_SetBonus_ElementallyChargedArmorLight_T5_800,,,Playtest_Box_SetBonus_ElementallyChargedArmorMed_T5_800,,,Playtest_Box_SetBonus_ElementallyChargedArmorHeavy_T5_800,,,Playtest_Box_SetBonus_ElementallyChargedWeapons_T5_800,,,Set_ElementallyCharged_Ring,800,,Set_ElementallyCharged_Amulet,800,,Set_ElementallyCharged_Earring,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedChest_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedChest_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorLight_T5_800,AND,AddToRoll,,,,,,,,Set_ElementallyCharged_LightHead,800,,Set_ElementallyCharged_LightChest,800,,Set_ElementallyCharged_LightHands,800,,Set_ElementallyCharged_LightLegs,800,,Set_ElementallyCharged_LightFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorLight_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorLight_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorMed_T5_800,AND,AddToRoll,,,,,,,,Set_ElementallyCharged_MediumHead,800,,Set_ElementallyCharged_MediumChest,800,,Set_ElementallyCharged_MediumHands,800,,Set_ElementallyCharged_MediumLegs,800,,Set_ElementallyCharged_MediumFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorMed_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorMed_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorHeavy_T5_800,AND,AddToRoll,,,,,,,,Set_ElementallyCharged_HeavyHead,800,,Set_ElementallyCharged_HeavyChest,800,,Set_ElementallyCharged_HeavyHands,800,,Set_ElementallyCharged_HeavyLegs,800,,Set_ElementallyCharged_HeavyFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_ElementallyCharged_1hLongsword,800,,Set_ElementallyCharged_1hThrowingAxe,800,,Set_ElementallyCharged_2hWarhammer,800,,Set_ElementallyCharged_2hGreatAxe,800,,Set_ElementallyCharged_2hBow,800,,Set_ElementallyCharged_2hMusket,800,,Set_ElementallyCharged_2hStaffFire,800,,Set_ElementallyCharged_2hStaffLife,800,,Set_ElementallyCharged_2hSpear,800,,Set_ElementallyCharged_1hRapier,800,,Set_ElementallyCharged_1hGauntletIce,800,,Set_ElementallyCharged_1hGauntletVoid,800,,Set_ElementallyCharged_2hBlunderbuss,800,,Set_ElementallyCharged_2hGreatSword,800,,Set_ElementallyCharged_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_ElementallyChargedWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedChest_T5_800,AND,AddToRoll,,,,,,,,Playtest_Box_SetBonus_OverchargedArmorLight_T5_800,,,Playtest_Box_SetBonus_OverchargedArmorMed_T5_800,,,Playtest_Box_SetBonus_OverchargedArmorHeavy_T5_800,,,Playtest_Box_SetBonus_OverchargedWeapons_T5_800,,,Set_Overcharged_Ring,800,,Set_Overcharged_Amulet,800,,Set_Overcharged_Earring,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedChest_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedChest_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorLight_T5_800,AND,AddToRoll,,,,,,,,Set_Overcharged_LightHead,800,,Set_Overcharged_LightChest,800,,Set_Overcharged_LightHands,800,,Set_Overcharged_LightLegs,800,,Set_Overcharged_LightFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorLight_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorLight_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorMed_T5_800,AND,AddToRoll,,,,,,,,Set_Overcharged_MediumHead,800,,Set_Overcharged_MediumChest,800,,Set_Overcharged_MediumHands,800,,Set_Overcharged_MediumLegs,800,,Set_Overcharged_MediumFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorMed_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorMed_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorHeavy_T5_800,AND,AddToRoll,,,,,,,,Set_Overcharged_HeavyHead,800,,Set_Overcharged_HeavyChest,800,,Set_Overcharged_HeavyHands,800,,Set_Overcharged_HeavyLegs,800,,Set_Overcharged_HeavyFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedWeapons_T5_800,AND,AddToRoll,,,,,,,,Set_Overcharged_1hLongsword,800,,Set_Overcharged_1hThrowingAxe,800,,Set_Overcharged_2hWarhammer,800,,Set_Overcharged_2hGreatAxe,800,,Set_Overcharged_2hBow,800,,Set_Overcharged_2hMusket,800,,Set_Overcharged_2hStaffFire,800,,Set_Overcharged_2hStaffLife,800,,Set_Overcharged_2hSpear,800,,Set_Overcharged_1hRapier,800,,Set_Overcharged_1hGauntletIce,800,,Set_Overcharged_1hGauntletVoid,800,,Set_Overcharged_2hBlunderbuss,800,,Set_Overcharged_2hGreatSword,800,,Set_Overcharged_1hFlail,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedWeapons_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_OverchargedWeapons_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingChest_T5_800,AND,AddToRoll,,,,,,,,Playtest_Box_SetBonus_StiflingArmorLight_T5_800,,,Playtest_Box_SetBonus_StiflingArmorMed_T5_800,,,Playtest_Box_SetBonus_StiflingArmorHeavy_T5_800,,,Playtest_Box_SetBonus_StiflingWeapons_T5_800,,,Set_Stifling_Ring,800,,Set_Stifling_Amulet,800,,Set_Stifling_Earring,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingChest_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingChest_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorLight_T5_800,AND,AddToRoll,,,,,,,,Set_Stifling_LightHead,800,,Set_Stifling_LightChest,800,,Set_Stifling_LightHands,800,,Set_Stifling_LightLegs,800,,Set_Stifling_LightFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorLight_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorLight_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorMed_T5_800,AND,AddToRoll,,,,,,,,Set_Stifling_MediumHead,800,,Set_Stifling_MediumChest,800,,Set_Stifling_MediumHands,800,,Set_Stifling_MediumLegs,800,,Set_Stifling_MediumFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorMed_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorMed_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorHeavy_T5_800,AND,AddToRoll,,,,,,,,Set_Stifling_HeavyHead,800,,Set_Stifling_HeavyChest,800,,Set_Stifling_HeavyHands,800,,Set_Stifling_HeavyLegs,800,,Set_Stifling_HeavyFeet,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorHeavy_T5_800_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playtest_Box_SetBonus_StiflingArmorHeavy_T5_800_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
