RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,ExpertiseBumpChanceOverride,IsExpertiseBasedGS,HWMProgressionID,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,CraftingTime,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,ProceduralTierID1,ProceduralTierID2,ProceduralTierID3,ProceduralTierID4,ProceduralTierID5,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,AttributeCost,PerkCost,GemSlotCost,RequiredExpansion
Scarab_STR_LightHands_ClothT52,FC_Scarab_STR_LightHands_ClothT52,@Procedural_ClothHandsT52,TimelessShardsStr,ScarabArmorCloth,@CategoryData_SlotHands,ClothHands,"GoldenScarab,Shard_Light_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_STR_LightHands_ClothT52,,,,,565,5,,Shard_STR_LightHands_ClothT52,Shard_STR_LightHands_ClothT52,Shard_STR_LightHands_ClothT52,Shard_STR_LightHands_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,STRBonusT1,Item,Shard_Light_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_STR_LightLegs_ClothT52,FC_Scarab_STR_LightLegs_ClothT52,@Procedural_ClothLegsT52,TimelessShardsStr,ScarabArmorCloth,@CategoryData_SlotLegs,ClothLegs,"GoldenScarab,Shard_Light_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_STR_LightLegs_ClothT52,,,,,565,5,,Shard_STR_LightLegs_ClothT52,Shard_STR_LightLegs_ClothT52,Shard_STR_LightLegs_ClothT52,Shard_STR_LightLegs_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,STRBonusT1,Item,Shard_Light_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_STR_LightFeet_ClothT52,FC_Scarab_STR_LightFeet_ClothT52,@Procedural_ClothFeetT52,TimelessShardsStr,ScarabArmorCloth,@CategoryData_SlotFeet,ClothFeet,"GoldenScarab,Shard_Light_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_STR_LightFeet_ClothT52,,,,,565,5,,Shard_STR_LightFeet_ClothT52,Shard_STR_LightFeet_ClothT52,Shard_STR_LightFeet_ClothT52,Shard_STR_LightFeet_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,STRBonusT1,Item,Shard_Light_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_HeavyHead_PlateT52,FC_Scarab_DEX_HeavyHead_PlateT52,@Procedural_PlateHeadT52,TimelessShardsDex,ScarabArmorPlate,@CategoryData_SlotHead,PlateHead,"GoldenScarab,Shard_Heavy_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_DEX_HeavyHead_PlateT52,,,,,565,5,,Shard_DEX_HeavyHead_PlateT52,Shard_DEX_HeavyHead_PlateT52,Shard_DEX_HeavyHead_PlateT52,Shard_DEX_HeavyHead_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Heavy_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,8,6,4,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_HeavyChest_PlateT52,FC_Scarab_DEX_HeavyChest_PlateT52,@Procedural_PlateChestT52,TimelessShardsDex,ScarabArmorPlate,@CategoryData_SlotChest,PlateChest,"GoldenScarab,Shard_Heavy_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_DEX_HeavyChest_PlateT52,,,,,565,5,,Shard_DEX_HeavyChest_PlateT52,Shard_DEX_HeavyChest_PlateT52,Shard_DEX_HeavyChest_PlateT52,Shard_DEX_HeavyChest_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Heavy_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,16,12,7,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_HeavyHands_PlateT52,FC_Scarab_DEX_HeavyHands_PlateT52,@Procedural_PlateHandsT52,TimelessShardsDex,ScarabArmorPlate,@CategoryData_SlotHands,PlateHands,"GoldenScarab,Shard_Heavy_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_DEX_HeavyHands_PlateT52,,,,,565,5,,Shard_DEX_HeavyHands_PlateT52,Shard_DEX_HeavyHands_PlateT52,Shard_DEX_HeavyHands_PlateT52,Shard_DEX_HeavyHands_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Heavy_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_HeavyLegs_PlateT52,FC_Scarab_DEX_HeavyLegs_PlateT52,@Procedural_PlateLegsT52,TimelessShardsDex,ScarabArmorPlate,@CategoryData_SlotLegs,PlateLegs,"GoldenScarab,Shard_Heavy_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_DEX_HeavyLegs_PlateT52,,,,,565,5,,Shard_DEX_HeavyLegs_PlateT52,Shard_DEX_HeavyLegs_PlateT52,Shard_DEX_HeavyLegs_PlateT52,Shard_DEX_HeavyLegs_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Heavy_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_HeavyFeet_PlateT52,FC_Scarab_DEX_HeavyFeet_PlateT52,@Procedural_PlateFeetT52,TimelessShardsDex,ScarabArmorPlate,@CategoryData_SlotFeet,PlateFeet,"GoldenScarab,Shard_Heavy_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_DEX_HeavyFeet_PlateT52,,,,,565,5,,Shard_DEX_HeavyFeet_PlateT52,Shard_DEX_HeavyFeet_PlateT52,Shard_DEX_HeavyFeet_PlateT52,Shard_DEX_HeavyFeet_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,DEXBonusT1,Item,Shard_Heavy_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_MediumHead_LeatherT52,FC_Scarab_DEX_MediumHead_LeatherT52,@Procedural_LeatherHeadT52,TimelessShardsDex,ScarabArmorFur,@CategoryData_SlotHead,LeatherHead,"GoldenScarab,Shard_Medium_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_MediumHead_LeatherT52,,,,,565,5,,Shard_DEX_MediumHead_LeatherT52,Shard_DEX_MediumHead_LeatherT52,Shard_DEX_MediumHead_LeatherT52,Shard_DEX_MediumHead_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Medium_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,11,6,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_MediumChest_LeatherT52,FC_Scarab_DEX_MediumChest_LeatherT52,@Procedural_LeatherChestT52,TimelessShardsDex,ScarabArmorFur,@CategoryData_SlotChest,LeatherChest,"GoldenScarab,Shard_Medium_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_MediumChest_LeatherT52,,,,,565,5,,Shard_DEX_MediumChest_LeatherT52,Shard_DEX_MediumChest_LeatherT52,Shard_DEX_MediumChest_LeatherT52,Shard_DEX_MediumChest_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Medium_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,22,12,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_MediumHands_LeatherT52,FC_Scarab_DEX_MediumHands_LeatherT52,@Procedural_LeatherHandsT52,TimelessShardsDex,ScarabArmorFur,@CategoryData_SlotHands,LeatherHands,"GoldenScarab,Shard_Medium_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_MediumHands_LeatherT52,,,,,565,5,,Shard_DEX_MediumHands_LeatherT52,Shard_DEX_MediumHands_LeatherT52,Shard_DEX_MediumHands_LeatherT52,Shard_DEX_MediumHands_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Medium_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_MediumLegs_LeatherT52,FC_Scarab_DEX_MediumLegs_LeatherT52,@Procedural_LeatherLegsT52,TimelessShardsDex,ScarabArmorFur,@CategoryData_SlotLegs,LeatherLegs,"GoldenScarab,Shard_Medium_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_MediumLegs_LeatherT52,,,,,565,5,,Shard_DEX_MediumLegs_LeatherT52,Shard_DEX_MediumLegs_LeatherT52,Shard_DEX_MediumLegs_LeatherT52,Shard_DEX_MediumLegs_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Medium_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_MediumFeet_LeatherT52,FC_Scarab_DEX_MediumFeet_LeatherT52,@Procedural_LeatherFeetT52,TimelessShardsDex,ScarabArmorFur,@CategoryData_SlotFeet,LeatherFeet,"GoldenScarab,Shard_Medium_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_MediumFeet_LeatherT52,,,,,565,5,,Shard_DEX_MediumFeet_LeatherT52,Shard_DEX_MediumFeet_LeatherT52,Shard_DEX_MediumFeet_LeatherT52,Shard_DEX_MediumFeet_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Medium_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_LightHead_ClothT52,FC_Scarab_DEX_LightHead_ClothT52,@Procedural_ClothHeadT52,TimelessShardsDex,ScarabArmorCloth,@CategoryData_SlotHead,ClothHead,"GoldenScarab,Shard_Light_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_LightHead_ClothT52,,,,,565,5,,Shard_DEX_LightHead_ClothT52,Shard_DEX_LightHead_ClothT52,Shard_DEX_LightHead_ClothT52,Shard_DEX_LightHead_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Light_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,11,6,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_LightChest_ClothT52,FC_Scarab_DEX_LightChest_ClothT52,@Procedural_ClothChestT52,TimelessShardsDex,ScarabArmorCloth,@CategoryData_SlotChest,ClothChest,"GoldenScarab,Shard_Light_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_LightChest_ClothT52,,,,,565,5,,Shard_DEX_LightChest_ClothT52,Shard_DEX_LightChest_ClothT52,Shard_DEX_LightChest_ClothT52,Shard_DEX_LightChest_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Light_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,22,12,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_LightHands_ClothT52,FC_Scarab_DEX_LightHands_ClothT52,@Procedural_ClothHandsT52,TimelessShardsDex,ScarabArmorCloth,@CategoryData_SlotHands,ClothHands,"GoldenScarab,Shard_Light_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_LightHands_ClothT52,,,,,565,5,,Shard_DEX_LightHands_ClothT52,Shard_DEX_LightHands_ClothT52,Shard_DEX_LightHands_ClothT52,Shard_DEX_LightHands_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Light_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_LightLegs_ClothT52,FC_Scarab_DEX_LightLegs_ClothT52,@Procedural_ClothLegsT52,TimelessShardsDex,ScarabArmorCloth,@CategoryData_SlotLegs,ClothLegs,"GoldenScarab,Shard_Light_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_LightLegs_ClothT52,,,,,565,5,,Shard_DEX_LightLegs_ClothT52,Shard_DEX_LightLegs_ClothT52,Shard_DEX_LightLegs_ClothT52,Shard_DEX_LightLegs_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Light_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_DEX_LightFeet_ClothT52,FC_Scarab_DEX_LightFeet_ClothT52,@Procedural_ClothFeetT52,TimelessShardsDex,ScarabArmorCloth,@CategoryData_SlotFeet,ClothFeet,"GoldenScarab,Shard_Light_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_DEX_LightFeet_ClothT52,,,,,565,5,,Shard_DEX_LightFeet_ClothT52,Shard_DEX_LightFeet_ClothT52,Shard_DEX_LightFeet_ClothT52,Shard_DEX_LightFeet_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,DEXBonusT1,Item,Shard_Light_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_HeavyHead_PlateT52,FC_Scarab_INT_HeavyHead_PlateT52,@Procedural_PlateHeadT52,TimelessShardsInt,ScarabArmorPlate,@CategoryData_SlotHead,PlateHead,"GoldenScarab,Shard_Heavy_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_INT_HeavyHead_PlateT52,,,,,565,5,,Shard_INT_HeavyHead_PlateT52,Shard_INT_HeavyHead_PlateT52,Shard_INT_HeavyHead_PlateT52,Shard_INT_HeavyHead_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Heavy_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,8,6,4,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_HeavyChest_PlateT52,FC_Scarab_INT_HeavyChest_PlateT52,@Procedural_PlateChestT52,TimelessShardsInt,ScarabArmorPlate,@CategoryData_SlotChest,PlateChest,"GoldenScarab,Shard_Heavy_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_INT_HeavyChest_PlateT52,,,,,565,5,,Shard_INT_HeavyChest_PlateT52,Shard_INT_HeavyChest_PlateT52,Shard_INT_HeavyChest_PlateT52,Shard_INT_HeavyChest_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Heavy_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,16,12,7,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_HeavyHands_PlateT52,FC_Scarab_INT_HeavyHands_PlateT52,@Procedural_PlateHandsT52,TimelessShardsInt,ScarabArmorPlate,@CategoryData_SlotHands,PlateHands,"GoldenScarab,Shard_Heavy_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_INT_HeavyHands_PlateT52,,,,,565,5,,Shard_INT_HeavyHands_PlateT52,Shard_INT_HeavyHands_PlateT52,Shard_INT_HeavyHands_PlateT52,Shard_INT_HeavyHands_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Heavy_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_HeavyLegs_PlateT52,FC_Scarab_INT_HeavyLegs_PlateT52,@Procedural_PlateLegsT52,TimelessShardsInt,ScarabArmorPlate,@CategoryData_SlotLegs,PlateLegs,"GoldenScarab,Shard_Heavy_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_INT_HeavyLegs_PlateT52,,,,,565,5,,Shard_INT_HeavyLegs_PlateT52,Shard_INT_HeavyLegs_PlateT52,Shard_INT_HeavyLegs_PlateT52,Shard_INT_HeavyLegs_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Heavy_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_HeavyFeet_PlateT52,FC_Scarab_INT_HeavyFeet_PlateT52,@Procedural_PlateFeetT52,TimelessShardsInt,ScarabArmorPlate,@CategoryData_SlotFeet,PlateFeet,"GoldenScarab,Shard_Heavy_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,blacksmith2,,,,1,1,Scarab_INT_HeavyFeet_PlateT52,,,,,565,5,,Shard_INT_HeavyFeet_PlateT52,Shard_INT_HeavyFeet_PlateT52,Shard_INT_HeavyFeet_PlateT52,Shard_INT_HeavyFeet_PlateT52,,,,MetalT52,Category_Only,Leather,Category_Only,Cloth,Category_Only,INTBonusT1,Item,Shard_Heavy_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_MediumHead_LeatherT52,FC_Scarab_INT_MediumHead_LeatherT52,@Procedural_LeatherHeadT52,TimelessShardsInt,ScarabArmorFur,@CategoryData_SlotHead,LeatherHead,"GoldenScarab,Shard_Medium_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_MediumHead_LeatherT52,,,,,565,5,,Shard_INT_MediumHead_LeatherT52,Shard_INT_MediumHead_LeatherT52,Shard_INT_MediumHead_LeatherT52,Shard_INT_MediumHead_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Medium_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,11,6,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_MediumChest_LeatherT52,FC_Scarab_INT_MediumChest_LeatherT52,@Procedural_LeatherChestT52,TimelessShardsInt,ScarabArmorFur,@CategoryData_SlotChest,LeatherChest,"GoldenScarab,Shard_Medium_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_MediumChest_LeatherT52,,,,,565,5,,Shard_INT_MediumChest_LeatherT52,Shard_INT_MediumChest_LeatherT52,Shard_INT_MediumChest_LeatherT52,Shard_INT_MediumChest_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Medium_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,22,12,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_MediumHands_LeatherT52,FC_Scarab_INT_MediumHands_LeatherT52,@Procedural_LeatherHandsT52,TimelessShardsInt,ScarabArmorFur,@CategoryData_SlotHands,LeatherHands,"GoldenScarab,Shard_Medium_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_MediumHands_LeatherT52,,,,,565,5,,Shard_INT_MediumHands_LeatherT52,Shard_INT_MediumHands_LeatherT52,Shard_INT_MediumHands_LeatherT52,Shard_INT_MediumHands_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Medium_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_MediumLegs_LeatherT52,FC_Scarab_INT_MediumLegs_LeatherT52,@Procedural_LeatherLegsT52,TimelessShardsInt,ScarabArmorFur,@CategoryData_SlotLegs,LeatherLegs,"GoldenScarab,Shard_Medium_Legs",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_MediumLegs_LeatherT52,,,,,565,5,,Shard_INT_MediumLegs_LeatherT52,Shard_INT_MediumLegs_LeatherT52,Shard_INT_MediumLegs_LeatherT52,Shard_INT_MediumLegs_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Medium_Legs,Item,GoldenScarab,Item,ChromaticSeal,Item,10,6,2,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_MediumFeet_LeatherT52,FC_Scarab_INT_MediumFeet_LeatherT52,@Procedural_LeatherFeetT52,TimelessShardsInt,ScarabArmorFur,@CategoryData_SlotFeet,LeatherFeet,"GoldenScarab,Shard_Medium_Feet",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_MediumFeet_LeatherT52,,,,,565,5,,Shard_INT_MediumFeet_LeatherT52,Shard_INT_MediumFeet_LeatherT52,Shard_INT_MediumFeet_LeatherT52,Shard_INT_MediumFeet_LeatherT52,,,,LeatherT52,Category_Only,Cloth,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Medium_Feet,Item,GoldenScarab,Item,ChromaticSeal,Item,5,3,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_LightHead_ClothT52,FC_Scarab_INT_LightHead_ClothT52,@Procedural_ClothHeadT52,TimelessShardsInt,ScarabArmorCloth,@CategoryData_SlotHead,ClothHead,"GoldenScarab,Shard_Light_Head",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_LightHead_ClothT52,,,,,565,5,,Shard_INT_LightHead_ClothT52,Shard_INT_LightHead_ClothT52,Shard_INT_LightHead_ClothT52,Shard_INT_LightHead_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Light_Head,Item,GoldenScarab,Item,ChromaticSeal,Item,11,6,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_LightChest_ClothT52,FC_Scarab_INT_LightChest_ClothT52,@Procedural_ClothChestT52,TimelessShardsInt,ScarabArmorCloth,@CategoryData_SlotChest,ClothChest,"GoldenScarab,Shard_Light_Chest",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_LightChest_ClothT52,,,,,565,5,,Shard_INT_LightChest_ClothT52,Shard_INT_LightChest_ClothT52,Shard_INT_LightChest_ClothT52,Shard_INT_LightChest_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Light_Chest,Item,GoldenScarab,Item,ChromaticSeal,Item,22,12,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
Scarab_INT_LightHands_ClothT52,FC_Scarab_INT_LightHands_ClothT52,@Procedural_ClothHandsT52,TimelessShardsInt,ScarabArmorCloth,@CategoryData_SlotHands,ClothHands,"GoldenScarab,Shard_Light_Hands",false,true,false,false,true,2,,,,,false,3350,1,Armoring,250,outfitting2,,,,1,1,Scarab_INT_LightHands_ClothT52,,,,,565,5,,Shard_INT_LightHands_ClothT52,Shard_INT_LightHands_ClothT52,Shard_INT_LightHands_ClothT52,Shard_INT_LightHands_ClothT52,,,,ClothT52,Category_Only,Leather,Category_Only,Metal,Category_Only,INTBonusT1,Item,Shard_Light_Hands,Item,GoldenScarab,Item,ChromaticSeal,Item,4,4,1,25,3,1,1,Craft_ArmoringT52,true,,,"5,10,15,20,25","-5,-10,-15,-20,-25",,,,250,500,750,
